event_id,timestamp_ms,event_type,station_id,unit_id,queue_length_after,previous_state,new_state,cycle_time_ms,dark_zone_id
EV000070,252497,PROCESSING_COMPLETED,S05,U000002,1,PROCESSING,,44968,
EV000071,252497,UNIT_ARRIVED,S06,U000002,1,,,,
EV000072,252497,PROCESSING_STARTED,S06,U000002,0,STARVED,PROCESSING,39935,
EV000073,252497,PROCESSING_STARTED,S05,U000003,0,IDLE,PROCESSING,50787,
EV000074,261417,PROCESSING_COMPLETED,S02,U000006,1,PROCESSING,,34138,
EV000075,261417,UNIT_ARRIVED,S03,U000006,1,,,,
EV000076,261417,PROCESSING_STARTED,S02,U000007,0,IDLE,PROCESSING,38071,
EV000077,280840,PROCESSING_COMPLETED,S01,U000008,0,PROCESSING,,37937,
EV000078,280840,UNIT_ARRIVED,S02,U000008,1,,,,
EV000079,280840,PROCESSING_STARTED,S01,U000009,0,IDLE,PROCESSING,35452,
EV000080,284287,PROCESSING_COMPLETED,S03,U000005,1,PROCESSING,,41014,
EV000081,284287,UNIT_ARRIVED,S04,U000005,1,,,,
EV000082,284287,PROCESSING_STARTED,S03,U000006,0,IDLE,PROCESSING,43696,
EV000083,286532,PROCESSING_COMPLETED,S04,U000004,1,PROCESSING,,38688,
EV000084,286532,UNIT_ARRIVED,S05,U000004,1,,,,
EV000085,286532,PROCESSING_STARTED,S04,U000005,0,IDLE,PROCESSING,51852,
EV000086,292432,PROCESSING_COMPLETED,S06,U000002,0,PROCESSING,,39935,
EV000087,292432,UNIT_ARRIVED,S07,U000002,1,,,,
EV000088,294546,PROCESSING_COMPLETED,S07,U000001,1,PROCESSING,,48897,
EV000089,294546,UNIT_ARRIVED,S08,U000001,1,,,,
EV000090,294546,PROCESSING_STARTED,S08,U000001,0,IDLE,PROCESSING,64260,
EV000091,294546,PROCESSING_STARTED,S07,U000002,0,IDLE,PROCESSING,43423,
EV000092,299488,PROCESSING_COMPLETED,S02,U000007,1,PROCESSING,,38071,
EV000093,299488,UNIT_ARRIVED,S03,U000007,1,,,,
EV000094,299488,PROCESSING_STARTED,S02,U000008,0,IDLE,PROCESSING,39527,
EV000095,303284,PROCESSING_COMPLETED,S05,U000003,1,PROCESSING,,50787,
EV000096,303284,UNIT_ARRIVED,S06,U000003,1,,,,
EV000097,303284,PROCESSING_STARTED,S06,U000003,0,STARVED,PROCESSING,41358,
EV000098,303284,PROCESSING_STARTED,S05,U000004,0,IDLE,PROCESSING,44964,
EV000099,316292,PROCESSING_COMPLETED,S01,U000009,0,PROCESSING,,35452,
EV000100,316292,UNIT_ARRIVED,S02,U000009,1,,,,
EV000101,316292,PROCESSING_STARTED,S01,U000010,0,IDLE,PROCESSING,40503,
EV000102,327983,PROCESSING_COMPLETED,S03,U000006,1,PROCESSING,,43696,
EV000103,327983,UNIT_ARRIVED,S04,U000006,1,,,,
EV000104,327983,PROCESSING_STARTED,S03,U000007,0,IDLE,PROCESSING,35120,
EV000105,337969,PROCESSING_COMPLETED,S07,U000002,0,PROCESSING,,43423,
EV000106,337969,UNIT_ARRIVED,S08,U000002,1,,,,
EV000107,338384,PROCESSING_COMPLETED,S04,U000005,1,PROCESSING,,51852,
EV000108,338384,UNIT_ARRIVED,S05,U000005,1,,,,
EV000109,338384,PROCESSING_STARTED,S04,U000006,0,IDLE,PROCESSING,49910,
EV000110,339015,PROCESSING_COMPLETED,S02,U000008,1,PROCESSING,,39527,
EV000111,339015,UNIT_ARRIVED,S03,U000008,1,,,,
EV000112,339015,PROCESSING_STARTED,S02,U000009,0,IDLE,PROCESSING,46041,
EV000113,344642,PROCESSING_COMPLETED,S06,U000003,0,PROCESSING,,41358,
EV000114,344642,UNIT_ARRIVED,S07,U000003,1,,,,
EV000115,344642,PROCESSING_STARTED,S07,U000003,0,STARVED,PROCESSING,47139,
EV000116,348248,PROCESSING_COMPLETED,S05,U000004,1,PROCESSING,,44964,
EV000117,348248,UNIT_ARRIVED,S06,U000004,1,,,,
EV000118,348248,PROCESSING_STARTED,S06,U000004,0,STARVED,PROCESSING,35194,
EV000119,348248,PROCESSING_STARTED,S05,U000005,0,IDLE,PROCESSING,44810,
EV000120,356795,PROCESSING_COMPLETED,S01,U000010,0,PROCESSING,,40503,
EV000121,356795,UNIT_ARRIVED,S02,U000010,1,,,,
EV000122,356795,PROCESSING_STARTED,S01,U000011,0,IDLE,PROCESSING,40069,
EV000123,358806,PROCESSING_COMPLETED,S08,U000001,1,PROCESSING,,64260,
EV000124,358806,UNIT_ARRIVED,S09,U000001,1,,,,
EV000125,358806,PROCESSING_STARTED,S09,U000001,0,IDLE,PROCESSING,46692,
EV000126,358806,PROCESSING_STARTED,S08,U000002,0,IDLE,PROCESSING,49288,
EV000127,363103,PROCESSING_COMPLETED,S03,U000007,1,PROCESSING,,35120,
EV000128,363103,UNIT_ARRIVED,S04,U000007,1,,,,
EV000129,363103,PROCESSING_STARTED,S03,U000008,0,IDLE,PROCESSING,44203,
EV000130,383442,PROCESSING_COMPLETED,S06,U000004,0,PROCESSING,,35194,
EV000131,383442,UNIT_ARRIVED,S07,U000004,1,,,,
EV000132,385056,PROCESSING_COMPLETED,S02,U000009,1,PROCESSING,,46041,
EV000133,385056,UNIT_ARRIVED,S03,U000009,1,,,,
EV000134,385056,PROCESSING_STARTED,S02,U000010,0,IDLE,PROCESSING,35077,
EV000135,388294,PROCESSING_COMPLETED,S04,U000006,1,PROCESSING,,49910,
EV000136,388294,UNIT_ARRIVED,S05,U000006,1,,,,
EV000137,388294,PROCESSING_STARTED,S04,U000007,0,IDLE,PROCESSING,42279,
EV000138,391781,PROCESSING_COMPLETED,S07,U000003,1,PROCESSING,,47139,
EV000139,391781,UNIT_ARRIVED,S08,U000003,1,,,,
EV000140,391781,PROCESSING_STARTED,S07,U000004,0,IDLE,PROCESSING,49732,
EV000141,393058,PROCESSING_COMPLETED,S05,U000005,1,PROCESSING,,44810,
EV000142,393058,UNIT_ARRIVED,S06,U000005,1,,,,
EV000143,393058,PROCESSING_STARTED,S06,U000005,0,STARVED,PROCESSING,36356,
EV000144,393058,PROCESSING_STARTED,S05,U000006,0,IDLE,PROCESSING,38509,
EV000145,396864,PROCESSING_COMPLETED,S01,U000011,0,PROCESSING,,40069,
EV000146,396864,UNIT_ARRIVED,S02,U000011,1,,,,
EV000147,396864,PROCESSING_STARTED,S01,U000012,0,IDLE,PROCESSING,39320,
EV000148,405498,PROCESSING_COMPLETED,S09,U000001,0,PROCESSING,,46692,
EV000149,405498,UNIT_ARRIVED,S10,U000001,1,,,,
EV000150,405498,PROCESSING_STARTED,S10,U000001,0,IDLE,PROCESSING,37654,
EV000151,407306,PROCESSING_COMPLETED,S03,U000008,1,PROCESSING,,44203,
EV000152,407306,UNIT_ARRIVED,S04,U000008,1,,,,
EV000153,407306,PROCESSING_STARTED,S03,U000009,0,IDLE,PROCESSING,45383,
EV000154,408094,PROCESSING_COMPLETED,S08,U000002,1,PROCESSING,,49288,
EV000155,408094,UNIT_ARRIVED,S09,U000002,1,,,,
EV000156,408094,PROCESSING_STARTED,S09,U000002,0,STARVED,PROCESSING,32555,
EV000157,408094,PROCESSING_STARTED,S08,U000003,0,IDLE,PROCESSING,71790,
EV000158,420133,PROCESSING_COMPLETED,S02,U000010,1,PROCESSING,,35077,
EV000159,420133,UNIT_ARRIVED,S03,U000010,1,,,,
EV000160,420133,PROCESSING_STARTED,S02,U000011,0,IDLE,PROCESSING,44377,
EV000161,429414,PROCESSING_COMPLETED,S06,U000005,0,PROCESSING,,36356,
EV000162,429414,UNIT_ARRIVED,S07,U000005,1,,,,
EV000163,430573,PROCESSING_COMPLETED,S04,U000007,1,PROCESSING,,42279,
EV000164,430573,UNIT_ARRIVED,S05,U000007,1,,,,
EV000165,430573,PROCESSING_STARTED,S04,U000008,0,IDLE,PROCESSING,42018,
EV000166,431567,PROCESSING_COMPLETED,S05,U000006,1,PROCESSING,,38509,
EV000167,431567,UNIT_ARRIVED,S06,U000006,1,,,,
EV000168,431567,PROCESSING_STARTED,S06,U000006,0,STARVED,PROCESSING,40566,
EV000169,431567,PROCESSING_STARTED,S05,U000007,0,IDLE,PROCESSING,48723,
EV000170,436184,PROCESSING_COMPLETED,S01,U000012,0,PROCESSING,,39320,
EV000171,436184,UNIT_ARRIVED,S02,U000012,1,,,,
EV000172,436184,PROCESSING_STARTED,S01,U000013,0,IDLE,PROCESSING,33485,
EV000173,440649,PROCESSING_COMPLETED,S09,U000002,0,PROCESSING,,32555,
EV000174,440649,UNIT_ARRIVED,S10,U000002,1,,,,
EV000175,441513,PROCESSING_COMPLETED,S07,U000004,1,PROCESSING,,49732,
EV000176,441513,UNIT_ARRIVED,S08,U000004,1,,,,
EV000177,441513,PROCESSING_STARTED,S07,U000005,0,IDLE,PROCESSING,40044,
EV000178,443152,PROCESSING_COMPLETED,S10,U000001,1,PROCESSING,,37654,
EV000179,443152,UNIT_ARRIVED,S11,U000001,1,,,,
EV000180,443152,PROCESSING_STARTED,S11,U000001,0,IDLE,PROCESSING,41400,
EV000181,443152,PROCESSING_STARTED,S10,U000002,0,IDLE,PROCESSING,49022,
EV000182,452689,PROCESSING_COMPLETED,S03,U000009,1,PROCESSING,,45383,
EV000183,452689,UNIT_ARRIVED,S04,U000009,1,,,,
EV000184,452689,PROCESSING_STARTED,S03,U000010,0,IDLE,PROCESSING,38403,
EV000185,464510,PROCESSING_COMPLETED,S02,U000011,1,PROCESSING,,44377,
EV000186,464510,UNIT_ARRIVED,S03,U000011,1,,,,
EV000187,464510,PROCESSING_STARTED,S02,U000012,0,IDLE,PROCESSING,41908,
EV000188,469669,PROCESSING_COMPLETED,S01,U000013,0,PROCESSING,,33485,
EV000189,469669,UNIT_ARRIVED,S02,U000013,1,,,,
EV000190,469669,PROCESSING_STARTED,S01,U000014,0,IDLE,PROCESSING,34375,
EV000191,472133,PROCESSING_COMPLETED,S06,U000006,0,PROCESSING,,40566,
EV000192,472133,UNIT_ARRIVED,S07,U000006,1,,,,
EV000193,472591,PROCESSING_COMPLETED,S04,U000008,1,PROCESSING,,42018,
EV000194,472591,UNIT_ARRIVED,S05,U000008,1,,,,
EV000195,472591,PROCESSING_STARTED,S04,U000009,0,IDLE,PROCESSING,38979,
EV000196,479884,PROCESSING_COMPLETED,S08,U000003,1,PROCESSING,,71790,
EV000197,479884,UNIT_ARRIVED,S09,U000003,1,,,,
EV000198,479884,PROCESSING_STARTED,S09,U000003,0,STARVED,PROCESSING,41590,
EV000199,479884,PROCESSING_STARTED,S08,U000004,0,IDLE,PROCESSING,70926,
EV000200,480290,PROCESSING_COMPLETED,S05,U000007,1,PROCESSING,,48723,
EV000201,480290,UNIT_ARRIVED,S06,U000007,1,,,,
EV000202,480290,PROCESSING_STARTED,S06,U000007,0,STARVED,PROCESSING,37983,
EV000203,480290,PROCESSING_STARTED,S05,U000008,0,IDLE,PROCESSING,34829,
EV000204,481557,PROCESSING_COMPLETED,S07,U000005,1,PROCESSING,,40044,
EV000205,481557,UNIT_ARRIVED,S08,U000005,1,,,,
EV000206,481557,PROCESSING_STARTED,S07,U000006,0,IDLE,PROCESSING,40343,
EV000207,484552,PROCESSING_COMPLETED,S11,U000001,0,PROCESSING,,41400,
EV000208,484552,UNIT_ARRIVED,S12,U000001,1,,,,
EV000209,484552,PROCESSING_STARTED,S12,U000001,0,IDLE,PROCESSING,46590,
EV000210,491092,PROCESSING_COMPLETED,S03,U000010,1,PROCESSING,,38403,
EV000211,491092,UNIT_ARRIVED,S04,U000010,1,,,,
EV000212,491092,PROCESSING_STARTED,S03,U000011,0,IDLE,PROCESSING,37152,
EV000213,492174,PROCESSING_COMPLETED,S10,U000002,0,PROCESSING,,49022,
EV000214,492174,UNIT_ARRIVED,S11,U000002,1,,,,
EV000215,492174,PROCESSING_STARTED,S11,U000002,0,STARVED,PROCESSING,34918,
EV000216,504044,PROCESSING_COMPLETED,S01,U000014,0,PROCESSING,,34375,
EV000217,504044,UNIT_ARRIVED,S02,U000014,2,,,,
EV000218,504044,PROCESSING_STARTED,S01,U000015,0,IDLE,PROCESSING,43236,
EV000219,506418,PROCESSING_COMPLETED,S02,U000012,2,PROCESSING,,41908,
EV000220,506418,UNIT_ARRIVED,S03,U000012,1,,,,
EV000221,506418,PROCESSING_STARTED,S02,U000013,1,IDLE,PROCESSING,41743,
EV000222,511570,PROCESSING_COMPLETED,S04,U000009,1,PROCESSING,,38979,
EV000223,511570,UNIT_ARRIVED,S05,U000009,1,,,,
EV000224,511570,PROCESSING_STARTED,S04,U000010,0,IDLE,PROCESSING,46344,
EV000225,515119,PROCESSING_COMPLETED,S05,U000008,1,PROCESSING,,34829,
EV000226,515119,UNIT_ARRIVED,S06,U000008,1,,,,
EV000227,515119,PROCESSING_STARTED,S05,U000009,0,IDLE,PROCESSING,40060,
EV000228,518273,PROCESSING_COMPLETED,S06,U000007,1,PROCESSING,,37983,
EV000229,518273,UNIT_ARRIVED,S07,U000007,1,,,,
EV000230,518273,PROCESSING_STARTED,S06,U000008,0,IDLE,PROCESSING,43302,
EV000231,521474,PROCESSING_COMPLETED,S09,U000003,0,PROCESSING,,41590,
EV000232,521474,UNIT_ARRIVED,S10,U000003,1,,,,
EV000233,521474,PROCESSING_STARTED,S10,U000003,0,STARVED,PROCESSING,49962,
EV000234,521900,PROCESSING_COMPLETED,S07,U000006,1,PROCESSING,,40343,
EV000235,521900,UNIT_ARRIVED,S08,U000006,2,,,,
EV000236,521900,PROCESSING_STARTED,S07,U000007,0,IDLE,PROCESSING,45743,
EV000237,527092,PROCESSING_COMPLETED,S11,U000002,0,PROCESSING,,34918,
EV000238,527092,UNIT_ARRIVED,S12,U000002,1,,,,
EV000239,528244,PROCESSING_COMPLETED,S03,U000011,1,PROCESSING,,37152,
EV000240,528244,UNIT_ARRIVED,S04,U000011,1,,,,
EV000241,528244,PROCESSING_STARTED,S03,U000012,0,IDLE,PROCESSING,36207,
EV000242,531142,PROCESSING_COMPLETED,S12,U000001,1,PROCESSING,,46590,
EV000243,531142,UNIT_ARRIVED,S13,U000001,1,,,,
EV000244,531142,PROCESSING_STARTED,S13,U000001,0,IDLE,PROCESSING,58248,
EV000245,531142,PROCESSING_STARTED,S12,U000002,0,IDLE,PROCESSING,43604,
EV000246,547280,PROCESSING_COMPLETED,S01,U000015,0,PROCESSING,,43236,
EV000247,547280,UNIT_ARRIVED,S02,U000015,2,,,,
EV000248,547280,PROCESSING_STARTED,S01,U000016,0,IDLE,PROCESSING,34617,
EV000249,548161,PROCESSING_COMPLETED,S02,U000013,2,PROCESSING,,41743,
EV000250,548161,UNIT_ARRIVED,S03,U000013,1,,,,
EV000251,548161,PROCESSING_STARTED,S02,U000014,1,IDLE,PROCESSING,37032,
EV000252,550810,PROCESSING_COMPLETED,S08,U000004,2,PROCESSING,,70926,
EV000253,550810,UNIT_ARRIVED,S09,U000004,1,,,,
EV000254,550810,PROCESSING_STARTED,S09,U000004,0,STARVED,PROCESSING,46099,
EV000255,550810,PROCESSING_STARTED,S08,U000005,1,IDLE,PROCESSING,78388,
EV000256,555179,PROCESSING_COMPLETED,S05,U000009,0,PROCESSING,,40060,
EV000257,555179,UNIT_ARRIVED,S06,U000009,1,,,,
EV000258,557914,PROCESSING_COMPLETED,S04,U000010,1,PROCESSING,,46344,
EV000259,557914,UNIT_ARRIVED,S05,U000010,1,,,,
EV000260,557914,PROCESSING_STARTED,S05,U000010,0,STARVED,PROCESSING,49138,
EV000261,557914,PROCESSING_STARTED,S04,U000011,0,IDLE,PROCESSING,45714,
EV000262,561575,PROCESSING_COMPLETED,S06,U000008,1,PROCESSING,,43302,
EV000263,561575,UNIT_ARRIVED,S07,U000008,1,,,,
EV000264,561575,PROCESSING_STARTED,S06,U000009,0,IDLE,PROCESSING,43775,
EV000265,564451,PROCESSING_COMPLETED,S03,U000012,1,PROCESSING,,36207,
EV000266,564451,UNIT_ARRIVED,S04,U000012,1,,,,
EV000267,564451,PROCESSING_STARTED,S03,U000013,0,IDLE,PROCESSING,39452,
EV000268,567643,PROCESSING_COMPLETED,S07,U000007,1,PROCESSING,,45743,
EV000269,567643,UNIT_ARRIVED,S08,U000007,2,,,,
EV000270,567643,PROCESSING_STARTED,S07,U000008,0,IDLE,PROCESSING,40921,
EV000271,571436,PROCESSING_COMPLETED,S10,U000003,0,PROCESSING,,49962,
EV000272,571436,UNIT_ARRIVED,S11,U000003,1,,,,
EV000273,571436,PROCESSING_STARTED,S11,U000003,0,STARVED,PROCESSING,34955,
EV000274,574746,PROCESSING_COMPLETED,S12,U000002,0,PROCESSING,,43604,
EV000275,574746,UNIT_ARRIVED,S13,U000002,1,,,,
EV000276,581897,PROCESSING_COMPLETED,S01,U000016,0,PROCESSING,,34617,
EV000277,581897,UNIT_ARRIVED,S02,U000016,2,,,,
EV000278,581897,PROCESSING_STARTED,S01,U000017,0,IDLE,PROCESSING,29592,
EV000279,585193,PROCESSING_COMPLETED,S02,U000014,2,PROCESSING,,37032,
EV000280,585193,UNIT_ARRIVED,S03,U000014,1,,,,
EV000281,585193,PROCESSING_STARTED,S02,U000015,1,IDLE,PROCESSING,42889,
EV000282,589390,PROCESSING_COMPLETED,S13,U000001,1,PROCESSING,,58248,
EV000283,589390,UNIT_ARRIVED,S14,U000001,1,,,,
EV000284,589390,PROCESSING_STARTED,S14,U000001,0,IDLE,PROCESSING,39968,
EV000285,589390,PROCESSING_STARTED,S13,U000002,0,IDLE,PROCESSING,67204,
EV000286,596909,PROCESSING_COMPLETED,S09,U000004,0,PROCESSING,,46099,
EV000287,596909,UNIT_ARRIVED,S10,U000004,1,,,,
EV000288,596909,PROCESSING_STARTED,S10,U000004,0,STARVED,PROCESSING,50131,
EV000289,603628,PROCESSING_COMPLETED,S04,U000011,1,PROCESSING,,45714,
EV000290,603628,UNIT_ARRIVED,S05,U000011,1,,,,
EV000291,603628,PROCESSING_STARTED,S04,U000012,0,IDLE,PROCESSING,42020,
EV000292,603903,PROCESSING_COMPLETED,S03,U000013,1,PROCESSING,,39452,
EV000293,603903,UNIT_ARRIVED,S04,U000013,1,,,,
EV000294,603903,PROCESSING_STARTED,S03,U000014,0,IDLE,PROCESSING,36778,
EV000295,605350,PROCESSING_COMPLETED,S06,U000009,0,PROCESSING,,43775,
EV000296,605350,UNIT_ARRIVED,S07,U000009,1,,,,
EV000297,606391,PROCESSING_COMPLETED,S11,U000003,0,PROCESSING,,34955,
EV000298,606391,UNIT_ARRIVED,S12,U000003,1,,,,
EV000299,606391,PROCESSING_STARTED,S12,U000003,0,STARVED,PROCESSING,50112,
EV000300,607052,PROCESSING_COMPLETED,S05,U000010,1,PROCESSING,,49138,
EV000301,607052,UNIT_ARRIVED,S06,U000010,1,,,,
EV000302,607052,PROCESSING_STARTED,S06,U000010,0,STARVED,PROCESSING,38341,
EV000303,607052,PROCESSING_STARTED,S05,U000011,0,IDLE,PROCESSING,45111,
EV000304,608564,PROCESSING_COMPLETED,S07,U000008,1,PROCESSING,,40921,
EV000305,608564,UNIT_ARRIVED,S08,U000008,3,,,,
EV000306,608564,PROCESSING_STARTED,S07,U000009,0,IDLE,PROCESSING,36161,
EV000307,611489,PROCESSING_COMPLETED,S01,U000017,0,PROCESSING,,29592,
EV000308,611489,UNIT_ARRIVED,S02,U000017,2,,,,
EV000309,611489,PROCESSING_STARTED,S01,U000018,0,IDLE,PROCESSING,37634,
EV000310,628082,PROCESSING_COMPLETED,S02,U000015,2,PROCESSING,,42889,
EV000311,628082,UNIT_ARRIVED,S03,U000015,1,,,,
EV000312,628082,PROCESSING_STARTED,S02,U000016,1,IDLE,PROCESSING,36740,
EV000313,629198,PROCESSING_COMPLETED,S08,U000005,3,PROCESSING,,78388,
EV000314,629198,UNIT_ARRIVED,S09,U000005,1,,,,
EV000315,629198,PROCESSING_STARTED,S09,U000005,0,STARVED,PROCESSING,41085,
EV000316,629198,PROCESSING_STARTED,S08,U000006,2,IDLE,PROCESSING,46275,
EV000317,629358,PROCESSING_COMPLETED,S14,U000001,0,PROCESSING,,39968,
EV000318,629358,UNIT_ARRIVED,S15,U000001,1,,,,
EV000319,629358,PROCESSING_STARTED,S15,U000001,0,IDLE,PROCESSING,55666,
EV000320,640681,PROCESSING_COMPLETED,S03,U000014,1,PROCESSING,,36778,
EV000321,640681,UNIT_ARRIVED,S04,U000014,2,,,,
EV000322,640681,PROCESSING_STARTED,S03,U000015,0,IDLE,PROCESSING,45905,
EV000323,644725,PROCESSING_COMPLETED,S07,U000009,0,PROCESSING,,36161,
EV000324,644725,UNIT_ARRIVED,S08,U000009,3,,,,
EV000325,645393,PROCESSING_COMPLETED,S06,U000010,0,PROCESSING,,38341,
EV000326,645393,UNIT_ARRIVED,S07,U000010,1,,,,
EV000327,645393,PROCESSING_STARTED,S07,U000010,0,STARVED,PROCESSING,46283,
EV000328,645648,PROCESSING_COMPLETED,S04,U000012,2,PROCESSING,,42020,
EV000329,645648,UNIT_ARRIVED,S05,U000012,1,,,,
EV000330,645648,PROCESSING_STARTED,S04,U000013,1,IDLE,PROCESSING,39844,
EV000331,647040,PROCESSING_COMPLETED,S10,U000004,0,PROCESSING,,50131,
EV000332,647040,UNIT_ARRIVED,S11,U000004,1,,,,
EV000333,647040,PROCESSING_STARTED,S11,U000004,0,STARVED,PROCESSING,36689,
EV000334,649123,PROCESSING_COMPLETED,S01,U000018,0,PROCESSING,,37634,
EV000335,649123,UNIT_ARRIVED,S02,U000018,2,,,,
EV000336,649123,PROCESSING_STARTED,S01,U000019,0,IDLE,PROCESSING,27892,
EV000337,652163,PROCESSING_COMPLETED,S05,U000011,1,PROCESSING,,45111,
EV000338,652163,UNIT_ARRIVED,S06,U000011,1,,,,
EV000339,652163,PROCESSING_STARTED,S06,U000011,0,STARVED,PROCESSING,47431,
EV000340,652163,PROCESSING_STARTED,S05,U000012,0,IDLE,PROCESSING,38193,
EV000341,656503,PROCESSING_COMPLETED,S12,U000003,0,PROCESSING,,50112,
EV000342,656503,UNIT_ARRIVED,S13,U000003,1,,,,
