event_id,timestamp_ms,event_type,station_id,unit_id,queue_length_after,previous_state,new_state,cycle_time_ms
EV000035,174917,PROCESSING_STARTED,S04,U000002,0,IDLE,PROCESSING,49006
EV000036,206307,PROCESSING_COMPLETED,S01,U000005,0,PROCESSING,,35996
EV000037,206307,UNIT_ARRIVED,S02,U000005,1,,,
EV000038,206307,PROCESSING_STARTED,S01,U000006,0,IDLE,PROCESSING,42581
EV000039,209024,PROCESSING_COMPLETED,S02,U000004,1,PROCESSING,,38191
EV000040,209024,UNIT_ARRIVED,S03,U000004,1,,,
EV000041,209024,PROCESSING_STARTED,S02,U000005,0,IDLE,PROCESSING,46656
EV000042,214549,PROCESSING_COMPLETED,S03,U000003,1,PROCESSING,,42304
EV000043,214549,UNIT_ARRIVED,S04,U000003,1,,,
EV000044,214549,PROCESSING_STARTED,S03,U000004,0,IDLE,PROCESSING,53796
EV000045,223923,PROCESSING_COMPLETED,S04,U000002,1,PROCESSING,,49006
EV000046,223923,UNIT_ARRIVED,S05,U000002,1,,,
EV000047,223923,PROCESSING_STARTED,S04,U000003,0,IDLE,PROCESSING,53719
EV000048,231342,PROCESSING_COMPLETED,S05,U000001,1,PROCESSING,,56425
EV000049,231342,UNIT_ARRIVED,S06,U000001,1,,,
EV000050,231342,PROCESSING_STARTED,S06,U000001,0,IDLE,PROCESSING,61805
EV000051,231342,PROCESSING_STARTED,S05,U000002,0,IDLE,PROCESSING,58010
EV000052,248888,PROCESSING_COMPLETED,S01,U000006,0,PROCESSING,,42581
EV000053,248888,UNIT_ARRIVED,S02,U000006,1,,,
EV000054,248888,PROCESSING_STARTED,S01,U000007,0,IDLE,PROCESSING,36283
EV000055,255680,PROCESSING_COMPLETED,S02,U000005,1,PROCESSING,,46656
EV000056,255680,UNIT_ARRIVED,S03,U000005,1,,,
EV000057,255680,PROCESSING_STARTED,S02,U000006,0,IDLE,PROCESSING,43690
EV000058,268345,PROCESSING_COMPLETED,S03,U000004,1,PROCESSING,,53796
EV000059,268345,UNIT_ARRIVED,S04,U000004,1,,,
EV000060,268345,PROCESSING_STARTED,S03,U000005,0,IDLE,PROCESSING,49630
EV000061,277642,PROCESSING_COMPLETED,S04,U000003,1,PROCESSING,,53719
EV000062,277642,UNIT_ARRIVED,S05,U000003,1,,,
EV000063,277642,PROCESSING_STARTED,S04,U000004,0,IDLE,PROCESSING,44273
EV000064,285171,PROCESSING_COMPLETED,S01,U000007,0,PROCESSING,,36283
EV000065,285171,UNIT_ARRIVED,S02,U000007,1,,,
EV000066,285171,PROCESSING_STARTED,S01,U000008,0,IDLE,PROCESSING,39343
EV000067,289352,PROCESSING_COMPLETED,S05,U000002,1,PROCESSING,,58010
EV000068,289352,UNIT_ARRIVED,S06,U000002,1,,,
EV000069,289352,PROCESSING_STARTED,S05,U000003,0,IDLE,PROCESSING,54890
EV000070,293147,PROCESSING_COMPLETED,S06,U000001,1,PROCESSING,,61805
EV000071,293147,UNIT_ARRIVED,S07,U000001,1,,,
EV000072,293147,PROCESSING_STARTED,S07,U000001,0,IDLE,PROCESSING,57739
EV000073,293147,PROCESSING_STARTED,S06,U000002,0,IDLE,PROCESSING,57651
EV000074,299370,PROCESSING_COMPLETED,S02,U000006,1,PROCESSING,,43690
EV000075,299370,UNIT_ARRIVED,S03,U000006,1,,,
EV000076,299370,PROCESSING_STARTED,S02,U000007,0,IDLE,PROCESSING,45223
EV000077,317975,PROCESSING_COMPLETED,S03,U000005,1,PROCESSING,,49630
EV000078,317975,UNIT_ARRIVED,S04,U000005,1,,,
EV000079,317975,PROCESSING_STARTED,S03,U000006,0,IDLE,PROCESSING,46051
EV000080,321915,PROCESSING_COMPLETED,S04,U000004,1,PROCESSING,,44273
EV000081,321915,UNIT_ARRIVED,S05,U000004,1,,,
EV000082,321915,PROCESSING_STARTED,S04,U000005,0,IDLE,PROCESSING,49624
EV000083,324514,PROCESSING_COMPLETED,S01,U000008,0,PROCESSING,,39343
EV000084,324514,UNIT_ARRIVED,S02,U000008,1,,,
EV000085,324514,PROCESSING_STARTED,S01,U000009,0,IDLE,PROCESSING,40906
EV000086,344242,PROCESSING_COMPLETED,S05,U000003,1,PROCESSING,,54890
EV000087,344242,UNIT_ARRIVED,S06,U000003,1,,,
EV000088,344242,PROCESSING_STARTED,S05,U000004,0,IDLE,PROCESSING,55936
EV000089,344593,PROCESSING_COMPLETED,S02,U000007,1,PROCESSING,,45223
EV000090,344593,UNIT_ARRIVED,S03,U000007,1,,,
EV000091,344593,PROCESSING_STARTED,S02,U000008,0,IDLE,PROCESSING,37460
EV000092,350798,PROCESSING_COMPLETED,S06,U000002,1,PROCESSING,,57651
EV000093,350798,UNIT_ARRIVED,S07,U000002,1,,,
EV000094,350798,PROCESSING_STARTED,S06,U000003,0,IDLE,PROCESSING,57291
EV000095,350886,PROCESSING_COMPLETED,S07,U000001,1,PROCESSING,,57739
EV000096,350886,UNIT_ARRIVED,S08,U000001,1,,,
EV000097,350886,PROCESSING_STARTED,S08,U000001,0,IDLE,PROCESSING,45830
EV000098,350886,PROCESSING_STARTED,S07,U000002,0,IDLE,PROCESSING,45642
EV000099,364026,PROCESSING_COMPLETED,S03,U000006,1,PROCESSING,,46051
EV000100,364026,UNIT_ARRIVED,S04,U000006,1,,,
EV000101,364026,PROCESSING_STARTED,S03,U000007,0,IDLE,PROCESSING,43100
EV000102,365420,PROCESSING_COMPLETED,S01,U000009,0,PROCESSING,,40906
EV000103,365420,UNIT_ARRIVED,S02,U000009,1,,,
EV000104,365420,PROCESSING_STARTED,S01,U000010,0,IDLE,PROCESSING,35757
EV000105,371539,PROCESSING_COMPLETED,S04,U000005,1,PROCESSING,,49624
EV000106,371539,UNIT_ARRIVED,S05,U000005,1,,,
EV000107,371539,PROCESSING_STARTED,S04,U000006,0,IDLE,PROCESSING,49615
EV000108,382053,PROCESSING_COMPLETED,S02,U000008,1,PROCESSING,,37460
EV000109,382053,UNIT_ARRIVED,S03,U000008,1,,,
EV000110,382053,PROCESSING_STARTED,S02,U000009,0,IDLE,PROCESSING,44931
EV000111,396528,PROCESSING_COMPLETED,S07,U000002,0,PROCESSING,,45642
EV000112,396528,UNIT_ARRIVED,S08,U000002,1,,,
EV000113,396716,PROCESSING_COMPLETED,S08,U000001,1,PROCESSING,,45830
EV000114,396716,UNIT_ARRIVED,S09,U000001,1,,,
EV000115,396716,PROCESSING_STARTED,S09,U000001,0,IDLE,PROCESSING,47827
EV000116,396716,PROCESSING_STARTED,S08,U000002,0,IDLE,PROCESSING,45650
EV000117,400178,PROCESSING_COMPLETED,S05,U000004,1,PROCESSING,,55936
EV000118,400178,UNIT_ARRIVED,S06,U000004,1,,,
EV000119,400178,PROCESSING_STARTED,S05,U000005,0,IDLE,PROCESSING,56929
EV000120,401177,PROCESSING_COMPLETED,S01,U000010,0,PROCESSING,,35757
EV000121,401177,UNIT_ARRIVED,S02,U000010,1,,,
EV000122,401177,PROCESSING_STARTED,S01,U000011,0,IDLE,PROCESSING,40391
EV000123,407126,PROCESSING_COMPLETED,S03,U000007,1,PROCESSING,,43100
EV000124,407126,UNIT_ARRIVED,S04,U000007,1,,,
EV000125,407126,PROCESSING_STARTED,S03,U000008,0,IDLE,PROCESSING,48714
EV000126,408089,PROCESSING_COMPLETED,S06,U000003,1,PROCESSING,,57291
EV000127,408089,UNIT_ARRIVED,S07,U000003,1,,,
EV000128,408089,PROCESSING_STARTED,S07,U000003,0,STARVED,PROCESSING,53447
EV000129,408089,PROCESSING_STARTED,S06,U000004,0,IDLE,PROCESSING,52421
EV000130,421154,PROCESSING_COMPLETED,S04,U000006,1,PROCESSING,,49615
EV000131,421154,UNIT_ARRIVED,S05,U000006,1,,,
EV000132,421154,PROCESSING_STARTED,S04,U000007,0,IDLE,PROCESSING,44964
EV000133,426984,PROCESSING_COMPLETED,S02,U000009,1,PROCESSING,,44931
EV000134,426984,UNIT_ARRIVED,S03,U000009,1,,,
EV000135,426984,PROCESSING_STARTED,S02,U000010,0,IDLE,PROCESSING,38174
EV000136,441568,PROCESSING_COMPLETED,S01,U000011,0,PROCESSING,,40391
EV000137,441568,UNIT_ARRIVED,S02,U000011,1,,,
EV000138,441568,PROCESSING_STARTED,S01,U000012,0,IDLE,PROCESSING,35974
EV000139,442366,PROCESSING_COMPLETED,S08,U000002,0,PROCESSING,,45650
EV000140,442366,UNIT_ARRIVED,S09,U000002,1,,,
EV000141,444543,PROCESSING_COMPLETED,S09,U000001,1,PROCESSING,,47827
EV000142,444543,UNIT_ARRIVED,S10,U000001,1,,,
EV000143,444543,PROCESSING_STARTED,S10,U000001,0,IDLE,PROCESSING,41472
EV000144,444543,PROCESSING_STARTED,S09,U000002,0,IDLE,PROCESSING,44925
EV000145,455840,PROCESSING_COMPLETED,S03,U000008,1,PROCESSING,,48714
EV000146,455840,UNIT_ARRIVED,S04,U000008,1,,,
EV000147,455840,PROCESSING_STARTED,S03,U000009,0,IDLE,PROCESSING,41895
EV000148,457107,PROCESSING_COMPLETED,S05,U000005,1,PROCESSING,,56929
EV000149,457107,UNIT_ARRIVED,S06,U000005,1,,,
EV000150,457107,PROCESSING_STARTED,S05,U000006,0,IDLE,PROCESSING,56526
EV000151,460510,PROCESSING_COMPLETED,S06,U000004,1,PROCESSING,,52421
EV000152,460510,UNIT_ARRIVED,S07,U000004,1,,,
EV000153,460510,PROCESSING_STARTED,S06,U000005,0,IDLE,PROCESSING,59622
EV000154,461536,PROCESSING_COMPLETED,S07,U000003,1,PROCESSING,,53447
EV000155,461536,UNIT_ARRIVED,S08,U000003,1,,,
EV000156,461536,PROCESSING_STARTED,S08,U000003,0,STARVED,PROCESSING,45947
EV000157,461536,PROCESSING_STARTED,S07,U000004,0,IDLE,PROCESSING,80048
EV000158,465158,PROCESSING_COMPLETED,S02,U000010,1,PROCESSING,,38174
EV000159,465158,UNIT_ARRIVED,S03,U000010,1,,,
EV000160,465158,PROCESSING_STARTED,S02,U000011,0,IDLE,PROCESSING,43784
EV000161,466118,PROCESSING_COMPLETED,S04,U000007,1,PROCESSING,,44964
EV000162,466118,UNIT_ARRIVED,S05,U000007,1,,,
EV000163,466118,PROCESSING_STARTED,S04,U000008,0,IDLE,PROCESSING,44771
EV000164,477542,PROCESSING_COMPLETED,S01,U000012,0,PROCESSING,,35974
EV000165,477542,UNIT_ARRIVED,S02,U000012,1,,,
EV000166,477542,PROCESSING_STARTED,S01,U000013,0,IDLE,PROCESSING,32013
EV000167,486015,PROCESSING_COMPLETED,S10,U000001,0,PROCESSING,,41472
EV000168,486015,UNIT_ARRIVED,S11,U000001,1,,,
EV000169,486015,PROCESSING_STARTED,S11,U000001,0,IDLE,PROCESSING,62009
EV000170,489468,PROCESSING_COMPLETED,S09,U000002,0,PROCESSING,,44925
EV000171,489468,UNIT_ARRIVED,S10,U000002,1,,,
EV000172,489468,PROCESSING_STARTED,S10,U000002,0,STARVED,PROCESSING,51221
EV000173,497735,PROCESSING_COMPLETED,S03,U000009,1,PROCESSING,,41895
EV000174,497735,UNIT_ARRIVED,S04,U000009,1,,,
EV000175,497735,PROCESSING_STARTED,S03,U000010,0,IDLE,PROCESSING,45975
EV000176,507483,PROCESSING_COMPLETED,S08,U000003,0,PROCESSING,,45947
EV000177,507483,UNIT_ARRIVED,S09,U000003,1,,,
EV000178,507483,PROCESSING_STARTED,S09,U000003,0,STARVED,PROCESSING,36059
EV000179,508942,PROCESSING_COMPLETED,S02,U000011,1,PROCESSING,,43784
EV000180,508942,UNIT_ARRIVED,S03,U000011,1,,,
EV000181,508942,PROCESSING_STARTED,S02,U000012,0,IDLE,PROCESSING,46270
EV000182,509555,PROCESSING_COMPLETED,S01,U000013,0,PROCESSING,,32013
EV000183,509555,UNIT_ARRIVED,S02,U000013,1,,,
EV000184,509555,PROCESSING_STARTED,S01,U000014,0,IDLE,PROCESSING,41579
EV000185,510889,PROCESSING_COMPLETED,S04,U000008,1,PROCESSING,,44771
EV000186,510889,UNIT_ARRIVED,S05,U000008,2,,,
EV000187,510889,PROCESSING_STARTED,S04,U000009,0,IDLE,PROCESSING,48092
EV000188,513633,PROCESSING_COMPLETED,S05,U000006,2,PROCESSING,,56526
EV000189,513633,UNIT_ARRIVED,S06,U000006,1,,,
EV000190,513633,PROCESSING_STARTED,S05,U000007,1,IDLE,PROCESSING,49033
EV000191,520132,PROCESSING_COMPLETED,S06,U000005,1,PROCESSING,,59622
EV000192,520132,UNIT_ARRIVED,S07,U000005,1,,,
EV000193,520132,PROCESSING_STARTED,S06,U000006,0,IDLE,PROCESSING,61213
EV000194,540689,PROCESSING_COMPLETED,S10,U000002,0,PROCESSING,,51221
EV000195,540689,UNIT_ARRIVED,S11,U000002,1,,,
EV000196,541584,PROCESSING_COMPLETED,S07,U000004,1,PROCESSING,,80048
EV000197,541584,UNIT_ARRIVED,S08,U000004,1,,,
EV000198,541584,PROCESSING_STARTED,S08,U000004,0,STARVED,PROCESSING,46921
EV000199,541584,PROCESSING_STARTED,S07,U000005,0,IDLE,PROCESSING,40717
EV000200,543542,PROCESSING_COMPLETED,S09,U000003,0,PROCESSING,,36059
EV000201,543542,UNIT_ARRIVED,S10,U000003,1,,,
EV000202,543542,PROCESSING_STARTED,S10,U000003,0,STARVED,PROCESSING,60354
EV000203,543710,PROCESSING_COMPLETED,S03,U000010,1,PROCESSING,,45975
EV000204,543710,UNIT_ARRIVED,S04,U000010,1,,,
EV000205,543710,PROCESSING_STARTED,S03,U000011,0,IDLE,PROCESSING,49531
EV000206,548024,PROCESSING_COMPLETED,S11,U000001,1,PROCESSING,,62009
EV000207,548024,UNIT_ARRIVED,S12,U000001,1,,,
EV000208,548024,PROCESSING_STARTED,S12,U000001,0,IDLE,PROCESSING,63526
EV000209,548024,PROCESSING_STARTED,S11,U000002,0,IDLE,PROCESSING,56798
EV000210,551134,PROCESSING_COMPLETED,S01,U000014,0,PROCESSING,,41579
EV000211,551134,UNIT_ARRIVED,S02,U000014,2,,,
EV000212,551134,PROCESSING_STARTED,S01,U000015,0,IDLE,PROCESSING,37725
EV000213,555212,PROCESSING_COMPLETED,S02,U000012,2,PROCESSING,,46270
EV000214,555212,UNIT_ARRIVED,S03,U000012,1,,,
EV000215,555212,PROCESSING_STARTED,S02,U000013,1,IDLE,PROCESSING,47020
EV000216,558981,PROCESSING_COMPLETED,S04,U000009,1,PROCESSING,,48092
EV000217,558981,UNIT_ARRIVED,S05,U000009,2,,,
EV000218,558981,PROCESSING_STARTED,S04,U000010,0,IDLE,PROCESSING,53225
EV000219,562666,PROCESSING_COMPLETED,S05,U000007,2,PROCESSING,,49033
EV000220,562666,UNIT_ARRIVED,S06,U000007,1,,,
EV000221,562666,PROCESSING_STARTED,S05,U000008,1,IDLE,PROCESSING,56382
EV000222,581345,PROCESSING_COMPLETED,S06,U000006,1,PROCESSING,,61213
EV000223,581345,UNIT_ARRIVED,S07,U000006,1,,,
EV000224,581345,PROCESSING_STARTED,S06,U000007,0,IDLE,PROCESSING,54688
EV000225,582301,PROCESSING_COMPLETED,S07,U000005,1,PROCESSING,,40717
EV000226,582301,UNIT_ARRIVED,S08,U000005,1,,,
EV000227,582301,PROCESSING_STARTED,S07,U000006,0,IDLE,PROCESSING,65756
EV000228,588505,PROCESSING_COMPLETED,S08,U000004,1,PROCESSING,,46921
EV000229,588505,UNIT_ARRIVED,S09,U000004,1,,,
EV000230,588505,PROCESSING_STARTED,S09,U000004,0,STARVED,PROCESSING,49110
EV000231,588505,PROCESSING_STARTED,S08,U000005,0,IDLE,PROCESSING,43120
EV000232,588859,PROCESSING_COMPLETED,S01,U000015,0,PROCESSING,,37725
EV000233,588859,UNIT_ARRIVED,S02,U000015,2,,,
EV000234,588859,PROCESSING_STARTED,S01,U000016,0,IDLE,PROCESSING,36572
EV000235,593241,PROCESSING_COMPLETED,S03,U000011,1,PROCESSING,,49531
EV000236,593241,UNIT_ARRIVED,S04,U000011,1,,,
EV000237,593241,PROCESSING_STARTED,S03,U000012,0,IDLE,PROCESSING,49791
EV000238,602232,PROCESSING_COMPLETED,S02,U000013,2,PROCESSING,,47020
EV000239,602232,UNIT_ARRIVED,S03,U000013,1,,,
EV000240,602232,PROCESSING_STARTED,S02,U000014,1,IDLE,PROCESSING,38386
EV000241,603896,PROCESSING_COMPLETED,S10,U000003,0,PROCESSING,,60354
EV000242,603896,UNIT_ARRIVED,S11,U000003,1,,,
EV000243,604822,PROCESSING_COMPLETED,S11,U000002,1,PROCESSING,,56798
EV000244,604822,UNIT_ARRIVED,S12,U000002,1,,,
EV000245,604822,PROCESSING_STARTED,S11,U000003,0,IDLE,PROCESSING,55903
EV000246,611550,PROCESSING_COMPLETED,S12,U000001,1,PROCESSING,,63526
EV000247,611550,UNIT_ARRIVED,S13,U000001,1,,,
EV000248,611550,PROCESSING_STARTED,S13,U000001,0,IDLE,PROCESSING,39916
EV000249,611550,PROCESSING_STARTED,S12,U000002,0,IDLE,PROCESSING,60168
EV000250,612206,PROCESSING_COMPLETED,S04,U000010,1,PROCESSING,,53225
EV000251,612206,UNIT_ARRIVED,S05,U000010,2,,,
EV000252,612206,PROCESSING_STARTED,S04,U000011,0,IDLE,PROCESSING,54085
EV000253,619048,PROCESSING_COMPLETED,S05,U000008,2,PROCESSING,,56382
EV000254,619048,UNIT_ARRIVED,S06,U000008,1,,,
EV000255,619048,PROCESSING_STARTED,S05,U000009,1,IDLE,PROCESSING,61689
EV000256,625431,PROCESSING_COMPLETED,S01,U000016,0,PROCESSING,,36572
EV000257,625431,UNIT_ARRIVED,S02,U000016,2,,,
EV000258,625431,PROCESSING_STARTED,S01,U000017,0,IDLE,PROCESSING,41339
EV000259,631625,PROCESSING_COMPLETED,S08,U000005,0,PROCESSING,,43120
EV000260,631625,UNIT_ARRIVED,S09,U000005,1,,,
EV000261,636033,PROCESSING_COMPLETED,S06,U000007,1,PROCESSING,,54688
EV000262,636033,UNIT_ARRIVED,S07,U000007,1,,,
EV000263,636033,PROCESSING_STARTED,S06,U000008,0,IDLE,PROCESSING,62534
EV000264,637615,PROCESSING_COMPLETED,S09,U000004,1,PROCESSING,,49110
EV000265,637615,UNIT_ARRIVED,S10,U000004,1,,,
EV000266,637615,PROCESSING_STARTED,S10,U000004,0,STARVED,PROCESSING,48421
EV000267,637615,PROCESSING_STARTED,S09,U000005,0,IDLE,PROCESSING,52850
EV000268,640618,PROCESSING_COMPLETED,S02,U000014,2,PROCESSING,,38386
EV000269,640618,UNIT_ARRIVED,S03,U000014,2,,,
EV000270,640618,PROCESSING_STARTED,S02,U000015,1,IDLE,PROCESSING,50104
EV000271,643032,PROCESSING_COMPLETED,S03,U000012,2,PROCESSING,,49791
EV000272,643032,UNIT_ARRIVED,S04,U000012,1,,,
EV000273,643032,PROCESSING_STARTED,S03,U000013,1,IDLE,PROCESSING,47168
EV000274,648057,PROCESSING_COMPLETED,S07,U000006,1,PROCESSING,,65756
EV000275,648057,UNIT_ARRIVED,S08,U000006,1,,,
EV000276,648057,PROCESSING_STARTED,S08,U000006,0,STARVED,PROCESSING,43044
EV000277,648057,PROCESSING_STARTED,S07,U000007,0,IDLE,PROCESSING,64899
EV000278,651466,PROCESSING_COMPLETED,S13,U000001,0,PROCESSING,,39916
EV000279,651466,UNIT_ARRIVED,S14,U000001,1,,,
EV000280,651466,PROCESSING_STARTED,S14,U000001,0,IDLE,PROCESSING,59896
EV000281,660725,PROCESSING_COMPLETED,S11,U000003,0,PROCESSING,,55903
EV000282,660725,UNIT_ARRIVED,S12,U000003,1,,,
EV000283,666291,PROCESSING_COMPLETED,S04,U000011,1,PROCESSING,,54085
EV000284,666291,UNIT_ARRIVED,S05,U000011,2,,,
EV000285,666291,PROCESSING_STARTED,S04,U000012,0,IDLE,PROCESSING,48132
EV000286,666770,PROCESSING_COMPLETED,S01,U000017,0,PROCESSING,,41339
EV000287,666770,UNIT_ARRIVED,S02,U000017,2,,,
EV000288,666770,PROCESSING_STARTED,S01,U000018,0,IDLE,PROCESSING,30281
EV000289,671718,PROCESSING_COMPLETED,S12,U000002,1,PROCESSING,,60168
EV000290,671718,UNIT_ARRIVED,S13,U000002,1,,,
EV000291,671718,PROCESSING_STARTED,S13,U000002,0,STARVED,PROCESSING,35858
EV000292,671718,PROCESSING_STARTED,S12,U000003,0,IDLE,PROCESSING,58734
EV000293,680737,PROCESSING_COMPLETED,S05,U000009,2,PROCESSING,,61689
EV000294,680737,UNIT_ARRIVED,S06,U000009,1,,,
EV000295,680737,PROCESSING_STARTED,S05,U000010,1,IDLE,PROCESSING,50572
EV000296,686036,PROCESSING_COMPLETED,S10,U000004,0,PROCESSING,,48421
EV000297,686036,UNIT_ARRIVED,S11,U000004,1,,,
EV000298,686036,PROCESSING_STARTED,S11,U000004,0,STARVED,PROCESSING,55548
EV000299,690200,PROCESSING_COMPLETED,S03,U000013,1,PROCESSING,,47168
EV000300,690200,UNIT_ARRIVED,S04,U000013,1,,,
EV000301,690200,PROCESSING_STARTED,S03,U000014,0,IDLE,PROCESSING,42950
EV000302,690465,PROCESSING_COMPLETED,S09,U000005,0,PROCESSING,,52850
EV000303,690465,UNIT_ARRIVED,S10,U000005,1,,,
EV000304,690465,PROCESSING_STARTED,S10,U000005,0,STARVED,PROCESSING,47841
EV000305,690722,PROCESSING_COMPLETED,S02,U000015,2,PROCESSING,,50104
EV000306,690722,UNIT_ARRIVED,S03,U000015,1,,,
EV000307,690722,PROCESSING_STARTED,S02,U000016,1,IDLE,PROCESSING,43881
EV000308,691101,PROCESSING_COMPLETED,S08,U000006,0,PROCESSING,,43044
EV000309,691101,UNIT_ARRIVED,S09,U000006,1,,,
EV000310,691101,PROCESSING_STARTED,S09,U000006,0,STARVED,PROCESSING,48221
EV000311,697051,PROCESSING_COMPLETED,S01,U000018,0,PROCESSING,,30281
EV000312,697051,UNIT_ARRIVED,S02,U000018,2,,,
EV000313,697051,PROCESSING_STARTED,S01,U000019,0,IDLE,PROCESSING,41943
EV000314,698567,PROCESSING_COMPLETED,S06,U000008,1,PROCESSING,,62534
EV000315,698567,UNIT_ARRIVED,S07,U000008,1,,,
EV000316,698567,PROCESSING_STARTED,S06,U000009,0,IDLE,PROCESSING,51589
EV000317,707576,PROCESSING_COMPLETED,S13,U000002,0,PROCESSING,,35858
EV000318,707576,UNIT_ARRIVED,S14,U000002,1,,,
EV000319,711362,PROCESSING_COMPLETED,S14,U000001,1,PROCESSING,,59896
EV000320,711362,UNIT_ARRIVED,S15,U000001,1,,,
EV000321,711362,PROCESSING_STARTED,S15,U000001,0,IDLE,PROCESSING,50397
EV000322,711362,PROCESSING_STARTED,S14,U000002,0,IDLE,PROCESSING,67738
EV000323,712956,PROCESSING_COMPLETED,S07,U000007,1,PROCESSING,,64899
EV000324,712956,UNIT_ARRIVED,S08,U000007,1,,,
EV000325,712956,PROCESSING_STARTED,S08,U000007,0,STARVED,PROCESSING,48507
EV000326,712956,PROCESSING_STARTED,S07,U000008,0,IDLE,PROCESSING,60796
EV000327,714423,PROCESSING_COMPLETED,S04,U000012,1,PROCESSING,,48132
EV000328,714423,UNIT_ARRIVED,S05,U000012,2,,,
EV000329,714423,PROCESSING_STARTED,S04,U000013,0,IDLE,PROCESSING,52966
EV000330,730452,PROCESSING_COMPLETED,S12,U000003,0,PROCESSING,,58734
EV000331,730452,UNIT_ARRIVED,S13,U000003,1,,,
EV000332,730452,PROCESSING_STARTED,S13,U000003,0,STARVED,PROCESSING,37933
EV000333,731309,PROCESSING_COMPLETED,S05,U000010,2,PROCESSING,,50572
EV000334,731309,UNIT_ARRIVED,S06,U000010,1,,,
EV000335,731309,PROCESSING_STARTED,S05,U000011,1,IDLE,PROCESSING,49552
EV000336,733150,PROCESSING_COMPLETED,S03,U000014,1,PROCESSING,,42950
EV000337,733150,UNIT_ARRIVED,S04,U000014,1,,,
EV000338,733150,PROCESSING_STARTED,S03,U000015,0,IDLE,PROCESSING,42538
EV000339,734603,PROCESSING_COMPLETED,S02,U000016,2,PROCESSING,,43881
EV000340,734603,UNIT_ARRIVED,S03,U000016,1,,,
EV000341,734603,PROCESSING_STARTED,S02,U000017,1,IDLE,PROCESSING,41867
EV000342,738306,PROCESSING_COMPLETED,S10,U000005,0,PROCESSING,,47841
EV000343,738306,UNIT_ARRIVED,S11,U000005,1,,,
EV000344,738994,PROCESSING_COMPLETED,S01,U000019,0,PROCESSING,,41943
EV000345,738994,UNIT_ARRIVED,S02,U000019,2,,,
EV000346,738994,PROCESSING_STARTED,S01,U000020,0,IDLE,PROCESSING,36580
EV000347,739322,PROCESSING_COMPLETED,S09,U000006,0,PROCESSING,,48221
EV000348,739322,UNIT_ARRIVED,S10,U000006,1,,,
EV000349,739322,PROCESSING_STARTED,S10,U000006,0,STARVED,PROCESSING,50233
EV000350,741584,PROCESSING_COMPLETED,S11,U000004,1,PROCESSING,,55548
EV000351,741584,UNIT_ARRIVED,S12,U000004,1,,,
