unit_id,created_at_ms,vehicle_model,supplier_batch
U000119,5893070,MODEL_A,BATCH_02
U000120,5952934,MODEL_B,BATCH_01
U000121,6008969,MODEL_A,BATCH_01
U000122,6081948,MODEL_A,BATCH_01
U000123,6148728,MODEL_A,BATCH_01
U000124,6207603,MODEL_A,BATCH_01
U000125,6261091,MODEL_B,BATCH_01
U000126,6322291,MODEL_A,BATCH_02
U000127,6382215,MODEL_A,BATCH_01
U000128,6442795,MODEL_A,BATCH_01
U000129,6505648,MODEL_A,BATCH_01
U000130,6579602,MODEL_B,BATCH_01
U000131,6655406,MODEL_A,BATCH_01
U000132,6719990,MODEL_A,BATCH_01
U000133,6783062,MODEL_A,BATCH_02
U000134,6842567,MODEL_A,BATCH_01
U000135,6906114,MODEL_B,BATCH_01
U000136,6968717,MODEL_A,BATCH_01
U000137,7041948,MODEL_A,BATCH_01
U000138,7093512,MODEL_A,BATCH_01
U000139,7154075,MODEL_A,BATCH_01
U000140,7215478,MODEL_B,BATCH_02
U000141,7279235,MODEL_A,BATCH_01
U000142,7341364,MODEL_A,BATCH_01
U000143,7397651,MODEL_A,BATCH_01
U000144,7459755,MODEL_A,BATCH_01
U000145,7525905,MODEL_B,BATCH_01
U000146,7597185,MODEL_A,BATCH_01
U000147,7654677,MODEL_A,BATCH_02
U000148,7708169,MODEL_A,BATCH_01
U000149,7767960,MODEL_A,BATCH_01
U000150,7833160,MODEL_B,BATCH_01
U000151,7897254,MODEL_A,BATCH_01
U000152,7951059,MODEL_A,BATCH_01
U000153,8010607,MODEL_A,BATCH_01
U000154,8067160,MODEL_A,BATCH_02
U000155,8135904,MODEL_B,BATCH_01
U000156,8196320,MODEL_A,BATCH_01
U000157,8249891,MODEL_A,BATCH_01
U000158,8310103,MODEL_A,BATCH_01
U000159,8359743,MODEL_A,BATCH_01
U000160,8426345,MODEL_B,BATCH_01
U000161,8485874,MODEL_A,BATCH_02
U000162,8542253,MODEL_A,BATCH_01
U000163,8597201,MODEL_A,BATCH_01
U000164,8651536,MODEL_A,BATCH_01
U000165,8704742,MODEL_B,BATCH_01
U000166,8759986,MODEL_A,BATCH_01
U000167,8811755,MODEL_A,BATCH_01
U000168,8869326,MODEL_A,BATCH_02
U000169,8931488,MODEL_A,BATCH_01
U000170,8990936,MODEL_B,BATCH_01
U000171,9050974,MODEL_A,BATCH_01
U000172,9115028,MODEL_A,BATCH_01
U000173,9173117,MODEL_A,BATCH_01
U000174,9228172,MODEL_A,BATCH_01
U000175,9282971,MODEL_B,BATCH_02
U000176,9350172,MODEL_A,BATCH_01
U000177,9409653,MODEL_A,BATCH_01
U000178,9479221,MODEL_A,BATCH_01
U000179,9538175,MODEL_A,BATCH_01
U000180,9589614,MODEL_B,BATCH_01
U000181,9659826,MODEL_A,BATCH_01
U000182,9720763,MODEL_A,BATCH_02
U000183,9779958,MODEL_A,BATCH_01
U000184,9847377,MODEL_A,BATCH_01
U000185,9910306,MODEL_B,BATCH_01
U000186,9972601,MODEL_A,BATCH_01
U000187,10037282,MODEL_A,BATCH_01
U000188,10098638,MODEL_A,BATCH_01
U000189,10158059,MODEL_A,BATCH_02
U000190,10233074,MODEL_B,BATCH_01
U000191,10301297,MODEL_A,BATCH_01
U000192,10365224,MODEL_A,BATCH_01
U000193,10428634,MODEL_A,BATCH_01
U000194,10482771,MODEL_A,BATCH_01
U000195,10542804,MODEL_B,BATCH_01
U000196,10596239,MODEL_A,BATCH_02
U000197,10647432,MODEL_A,BATCH_01
U000198,10707696,MODEL_A,BATCH_01
U000199,10764369,MODEL_A,BATCH_01
U000200,10824104,MODEL_B,BATCH_01
U000201,10890783,MODEL_A,BATCH_01
U000202,10949766,MODEL_A,BATCH_01
U000203,11007585,MODEL_A,BATCH_02
U000204,11059865,MODEL_A,BATCH_01
U000205,11123396,MODEL_B,BATCH_01
U000206,11198262,MODEL_A,BATCH_01
U000207,11253337,MODEL_A,BATCH_01
U000208,11308477,MODEL_A,BATCH_01
U000209,11374513,MODEL_A,BATCH_01
U000210,11420775,MODEL_B,BATCH_02
U000211,11486824,MODEL_A,BATCH_01
U000212,11560619,MODEL_A,BATCH_01
U000213,11623569,MODEL_A,BATCH_01
U000214,11683767,MODEL_A,BATCH_01
U000215,11736673,MODEL_B,BATCH_01
U000216,11801885,MODEL_A,BATCH_01
U000217,11862082,MODEL_A,BATCH_02
U000218,11919569,MODEL_A,BATCH_01
U000219,11980475,MODEL_A,BATCH_01
U000220,12038178,MODEL_B,BATCH_01
U000221,12095069,MODEL_A,BATCH_01
U000222,12148818,MODEL_A,BATCH_01
U000223,12207748,MODEL_A,BATCH_01
U000224,12265655,MODEL_A,BATCH_02
U000225,12328465,MODEL_B,BATCH_01
U000226,12381628,MODEL_A,BATCH_01
U000227,12439004,MODEL_A,BATCH_01
U000228,12507054,MODEL_A,BATCH_01
U000229,12569824,MODEL_A,BATCH_01
U000230,12626497,MODEL_B,BATCH_01
U000231,12690251,MODEL_A,BATCH_02
U000232,12747258,MODEL_A,BATCH_01
U000233,12808673,MODEL_A,BATCH_01
U000234,12875685,MODEL_A,BATCH_01
U000235,12933921,MODEL_B,BATCH_01
U000236,12993576,MODEL_A,BATCH_01
U000237,13048793,MODEL_A,BATCH_01
U000238,13101410,MODEL_A,BATCH_02
U000239,13155716,MODEL_A,BATCH_01
U000240,13216868,MODEL_B,BATCH_01
U000241,13274675,MODEL_A,BATCH_01
U000242,13340692,MODEL_A,BATCH_01
U000243,13392308,MODEL_A,BATCH_01
U000244,13456194,MODEL_A,BATCH_01
U000245,13512280,MODEL_B,BATCH_02
U000246,13570833,MODEL_A,BATCH_01
U000247,13631556,MODEL_A,BATCH_01
U000248,13695515,MODEL_A,BATCH_01
U000249,13751578,MODEL_A,BATCH_01
U000250,13815155,MODEL_B,BATCH_01
U000251,13874015,MODEL_A,BATCH_01
U000252,13933646,MODEL_A,BATCH_02
U000253,13994893,MODEL_A,BATCH_01
U000254,14055595,MODEL_A,BATCH_01
U000255,14122091,MODEL_B,BATCH_01
U000256,14185346,MODEL_A,BATCH_01
U000257,14246317,MODEL_A,BATCH_01
U000258,14305946,MODEL_A,BATCH_01
U000259,14373540,MODEL_A,BATCH_02
U000260,14442010,MODEL_B,BATCH_01
U000261,14504711,MODEL_A,BATCH_01
U000262,14560611,MODEL_A,BATCH_01
U000263,14616389,MODEL_A,BATCH_01
U000264,14685378,MODEL_A,BATCH_01
U000265,14737657,MODEL_B,BATCH_01
U000266,14804841,MODEL_A,BATCH_02
U000267,14866794,MODEL_A,BATCH_01
U000268,14934663,MODEL_A,BATCH_01
U000269,15001573,MODEL_A,BATCH_01
U000270,15063558,MODEL_B,BATCH_01
U000271,15112506,MODEL_A,BATCH_01
U000272,15166131,MODEL_A,BATCH_01
U000273,15227439,MODEL_A,BATCH_02
U000274,15286647,MODEL_A,BATCH_01
U000275,15345844,MODEL_B,BATCH_01
U000276,15403545,MODEL_A,BATCH_01
U000277,15454207,MODEL_A,BATCH_01
U000278,15519522,MODEL_A,BATCH_01
U000279,15585672,MODEL_A,BATCH_01
U000280,15643415,MODEL_B,BATCH_02
U000281,15704142,MODEL_A,BATCH_01
U000282,15764612,MODEL_A,BATCH_01
U000283,15822838,MODEL_A,BATCH_01
U000284,15877612,MODEL_A,BATCH_01
U000285,15936488,MODEL_B,BATCH_01
U000286,15992247,MODEL_A,BATCH_01
U000287,16057011,MODEL_A,BATCH_02
U000288,16116752,MODEL_A,BATCH_01
U000289,16175277,MODEL_A,BATCH_01
U000290,16231713,MODEL_B,BATCH_01
U000291,16288802,MODEL_A,BATCH_01
U000292,16352681,MODEL_A,BATCH_01
U000293,16414775,MODEL_A,BATCH_01
U000294,16466717,MODEL_A,BATCH_02
U000295,16527381,MODEL_B,BATCH_01
U000296,16585958,MODEL_A,BATCH_01
U000297,16643448,MODEL_A,BATCH_01
U000298,16697583,MODEL_A,BATCH_01
U000299,16766700,MODEL_A,BATCH_01
U000300,16834102,MODEL_B,BATCH_01
U000301,16902959,MODEL_A,BATCH_02
U000302,16966659,MODEL_A,BATCH_01
U000303,17024020,MODEL_A,BATCH_01
U000304,17080950,MODEL_A,BATCH_01
U000305,17140217,MODEL_B,BATCH_01
U000306,17196488,MODEL_A,BATCH_01
U000307,17265320,MODEL_A,BATCH_01
U000308,17322417,MODEL_A,BATCH_02
U000309,17382660,MODEL_A,BATCH_01
U000310,17446795,MODEL_B,BATCH_01
U000311,17510015,MODEL_A,BATCH_01
U000312,17569871,MODEL_A,BATCH_01
U000313,17640448,MODEL_A,BATCH_01
U000314,17708082,MODEL_A,BATCH_01
U000315,17770806,MODEL_B,BATCH_02
U000316,17841291,MODEL_A,BATCH_01
U000317,17895347,MODEL_A,BATCH_01
U000318,17948430,MODEL_A,BATCH_01
U000319,18000779,MODEL_A,BATCH_01
U000320,18061315,MODEL_B,BATCH_01
U000321,18124553,MODEL_A,BATCH_01
U000322,18183625,MODEL_A,BATCH_02
U000323,18242492,MODEL_A,BATCH_01
U000324,18302849,MODEL_A,BATCH_01
U000325,18369706,MODEL_B,BATCH_01
U000326,18433228,MODEL_A,BATCH_01
U000327,18497735,MODEL_A,BATCH_01
U000328,18560005,MODEL_A,BATCH_01
U000329,18632035,MODEL_A,BATCH_02
U000330,18687640,MODEL_B,BATCH_01
U000331,18749603,MODEL_A,BATCH_01
U000332,18816742,MODEL_A,BATCH_01
U000333,18881299,MODEL_A,BATCH_01
U000334,18943051,MODEL_A,BATCH_01
U000335,19003648,MODEL_B,BATCH_01
U000336,19061751,MODEL_A,BATCH_02
U000337,19123274,MODEL_A,BATCH_01
U000338,19186547,MODEL_A,BATCH_01
U000339,19248291,MODEL_A,BATCH_01
U000340,19301733,MODEL_B,BATCH_01
U000341,19367859,MODEL_A,BATCH_01
U000342,19433672,MODEL_A,BATCH_01
U000343,19493509,MODEL_A,BATCH_02
U000344,19551268,MODEL_A,BATCH_01
U000345,19615850,MODEL_B,BATCH_01
U000346,19674298,MODEL_A,BATCH_01
U000347,19726474,MODEL_A,BATCH_01
U000348,19782282,MODEL_A,BATCH_01
U000349,19841468,MODEL_A,BATCH_01
U000350,19902540,MODEL_B,BATCH_02
U000351,19968973,MODEL_A,BATCH_01
U000352,20032462,MODEL_A,BATCH_01
U000353,20101274,MODEL_A,BATCH_01
U000354,20160585,MODEL_A,BATCH_01
U000355,20217304,MODEL_B,BATCH_01
U000356,20275957,MODEL_A,BATCH_01
U000357,20333671,MODEL_A,BATCH_02
U000358,20387201,MODEL_A,BATCH_01
U000359,20451956,MODEL_A,BATCH_01
U000360,20511622,MODEL_B,BATCH_01
U000361,20588079,MODEL_A,BATCH_01
U000362,20652245,MODEL_A,BATCH_01
U000363,20709543,MODEL_A,BATCH_01
U000364,20776693,MODEL_A,BATCH_02
U000365,20835056,MODEL_B,BATCH_01
U000366,20895435,MODEL_A,BATCH_01
U000367,20959227,MODEL_A,BATCH_01
U000368,21013944,MODEL_A,BATCH_01
U000369,21078918,MODEL_A,BATCH_01
U000370,21137897,MODEL_B,BATCH_01
U000371,21211456,MODEL_A,BATCH_02
U000372,21272013,MODEL_A,BATCH_01
U000373,21331134,MODEL_A,BATCH_01
U000374,21396906,MODEL_A,BATCH_01
U000375,21445988,MODEL_B,BATCH_01
U000376,21506892,MODEL_A,BATCH_01
U000377,21568349,MODEL_A,BATCH_01
U000378,21625121,MODEL_A,BATCH_02
U000379,21688765,MODEL_A,BATCH_01
U000380,21750072,MODEL_B,BATCH_01
U000381,21812799,MODEL_A,BATCH_01
U000382,21868978,MODEL_A,BATCH_01
U000383,21921736,MODEL_A,BATCH_01
U000384,21990053,MODEL_A,BATCH_01
U000385,22047927,MODEL_B,BATCH_02
U000386,22112420,MODEL_A,BATCH_01
U000387,22175003,MODEL_A,BATCH_01
U000388,22230707,MODEL_A,BATCH_01
U000389,22283197,MODEL_A,BATCH_01
U000390,22344004,MODEL_B,BATCH_01
U000391,22404455,MODEL_A,BATCH_01
U000392,22460449,MODEL_A,BATCH_02
U000393,22518504,MODEL_A,BATCH_01
U000394,22581000,MODEL_A,BATCH_01
U000395,22639679,MODEL_B,BATCH_01
U000396,22692150,MODEL_A,BATCH_01
U000397,22755233,MODEL_A,BATCH_01
U000398,22815664,MODEL_A,BATCH_01
U000399,22879254,MODEL_A,BATCH_02
U000400,22935163,MODEL_B,BATCH_01
U000401,22990689,MODEL_A,BATCH_01
U000402,23048179,MODEL_A,BATCH_01
U000403,23110581,MODEL_A,BATCH_01
U000404,23173684,MODEL_A,BATCH_01
U000405,23238847,MODEL_B,BATCH_01
U000406,23303405,MODEL_A,BATCH_02
U000407,23361719,MODEL_A,BATCH_01
U000408,23418732,MODEL_A,BATCH_01
U000409,23487761,MODEL_A,BATCH_01
U000410,23549899,MODEL_B,BATCH_01
U000411,23607457,MODEL_A,BATCH_01
U000412,23666131,MODEL_A,BATCH_01
U000413,23725230,MODEL_A,BATCH_02
U000414,23790538,MODEL_A,BATCH_01
U000415,23849913,MODEL_B,BATCH_01
U000416,23906252,MODEL_A,BATCH_01
U000417,23967332,MODEL_A,BATCH_01
U000418,24030895,MODEL_A,BATCH_01
U000419,24093147,MODEL_A,BATCH_01
U000420,24156149,MODEL_B,BATCH_02
U000421,24218132,MODEL_A,BATCH_01
U000422,24278433,MODEL_A,BATCH_01
U000423,24349043,MODEL_A,BATCH_01
U000424,24405791,MODEL_A,BATCH_01
U000425,24461988,MODEL_B,BATCH_01
U000426,24529169,MODEL_A,BATCH_01
U000427,24597169,MODEL_A,BATCH_02
U000428,24653933,MODEL_A,BATCH_01
U000429,24715441,MODEL_A,BATCH_01
U000430,24781917,MODEL_B,BATCH_01
U000431,24842839,MODEL_A,BATCH_01
U000432,24913675,MODEL_A,BATCH_01
U000433,24971666,MODEL_A,BATCH_01
U000434,25024990,MODEL_A,BATCH_02
U000435,25085541,MODEL_B,BATCH_01
U000436,25146727,MODEL_A,BATCH_01
U000437,25206172,MODEL_A,BATCH_01
U000438,25273068,MODEL_A,BATCH_01
U000439,25341114,MODEL_A,BATCH_01
U000440,25403960,MODEL_B,BATCH_01
U000441,25461810,MODEL_A,BATCH_02
U000442,25520950,MODEL_A,BATCH_01
U000443,25586412,MODEL_A,BATCH_01
U000444,25646233,MODEL_A,BATCH_01
U000445,25700907,MODEL_B,BATCH_01
U000446,25756744,MODEL_A,BATCH_01
U000447,25818283,MODEL_A,BATCH_01
U000448,25877710,MODEL_A,BATCH_02
U000449,25938335,MODEL_A,BATCH_01
U000450,26009017,MODEL_B,BATCH_01
U000451,26070431,MODEL_A,BATCH_01
U000452,26135526,MODEL_A,BATCH_01
U000453,26196708,MODEL_A,BATCH_01
U000454,26255422,MODEL_A,BATCH_01
U000455,26314026,MODEL_B,BATCH_02
U000456,26376500,MODEL_A,BATCH_01
U000457,26436274,MODEL_A,BATCH_01
U000458,26499148,MODEL_A,BATCH_01
U000459,26560991,MODEL_A,BATCH_01
U000460,26618691,MODEL_B,BATCH_01
U000461,26683851,MODEL_A,BATCH_01
U000462,26753567,MODEL_A,BATCH_02
U000463,26820235,MODEL_A,BATCH_01
U000464,26880250,MODEL_A,BATCH_01
U000465,26943400,MODEL_B,BATCH_01
U000466,27004202,MODEL_A,BATCH_01
U000467,27067616,MODEL_A,BATCH_01
U000468,27137824,MODEL_A,BATCH_01
U000469,27202743,MODEL_A,BATCH_02
U000470,27270298,MODEL_B,BATCH_01
U000471,27330551,MODEL_A,BATCH_01
U000472,27392424,MODEL_A,BATCH_01
U000473,27452001,MODEL_A,BATCH_01
U000474,27502259,MODEL_A,BATCH_01
U000475,27563619,MODEL_B,BATCH_01
U000476,27617448,MODEL_A,BATCH_02
U000477,27672908,MODEL_A,BATCH_01
U000478,27730126,MODEL_A,BATCH_01
U000479,27791662,MODEL_A,BATCH_01
U000480,27858960,MODEL_B,BATCH_01
U000481,27918578,MODEL_A,BATCH_01
U000482,27975749,MODEL_A,BATCH_01
U000483,28037698,MODEL_A,BATCH_02
U000484,28107045,MODEL_A,BATCH_01
U000485,28173362,MODEL_B,BATCH_01
U000486,28229182,MODEL_A,BATCH_01
U000487,28290802,MODEL_A,BATCH_01
U000488,28357037,MODEL_A,BATCH_01
U000489,28415694,MODEL_A,BATCH_01
U000490,28472427,MODEL_B,BATCH_02
U000491,28538482,MODEL_A,BATCH_01
U000492,28595485,MODEL_A,BATCH_01
U000493,28645097,MODEL_A,BATCH_01
U000494,28698262,MODEL_A,BATCH_01
U000495,28749310,MODEL_B,BATCH_01
