event_id,timestamp_ms,event_type,station_id,unit_id,queue_length_after,previous_state,new_state,cycle_time_ms
EV000039,201283,PROCESSING_COMPLETED,S02,U000004,1,PROCESSING,,43339
EV000040,201283,UNIT_ARRIVED,S03,U000004,1,,,
EV000041,201283,PROCESSING_STARTED,S02,U000005,0,IDLE,PROCESSING,51520
EV000042,221030,PROCESSING_COMPLETED,S03,U000003,1,PROCESSING,,48099
EV000043,221030,UNIT_ARRIVED,S04,U000003,1,,,
EV000044,221030,PROCESSING_STARTED,S03,U000004,0,IDLE,PROCESSING,47417
EV000045,224047,PROCESSING_COMPLETED,S04,U000002,1,PROCESSING,,51116
EV000046,224047,UNIT_ARRIVED,S05,U000002,1,,,
EV000047,224047,PROCESSING_STARTED,S04,U000003,0,IDLE,PROCESSING,47604
EV000048,225378,PROCESSING_COMPLETED,S05,U000001,1,PROCESSING,,53545
EV000049,225378,UNIT_ARRIVED,S06,U000001,1,,,
EV000050,225378,PROCESSING_STARTED,S06,U000001,0,IDLE,PROCESSING,59847
EV000051,225378,PROCESSING_STARTED,S05,U000002,0,IDLE,PROCESSING,53973
EV000052,229594,PROCESSING_COMPLETED,S01,U000006,0,PROCESSING,,37247
EV000053,229594,UNIT_ARRIVED,S02,U000006,1,,,
EV000054,229594,PROCESSING_STARTED,S01,U000007,0,IDLE,PROCESSING,40386
EV000055,252803,PROCESSING_COMPLETED,S02,U000005,1,PROCESSING,,51520
EV000056,252803,UNIT_ARRIVED,S03,U000005,1,,,
EV000057,252803,PROCESSING_STARTED,S02,U000006,0,IDLE,PROCESSING,41757
EV000058,268447,PROCESSING_COMPLETED,S03,U000004,1,PROCESSING,,47417
EV000059,268447,UNIT_ARRIVED,S04,U000004,1,,,
EV000060,268447,PROCESSING_STARTED,S03,U000005,0,IDLE,PROCESSING,39550
EV000061,269980,PROCESSING_COMPLETED,S01,U000007,0,PROCESSING,,40386
EV000062,269980,UNIT_ARRIVED,S02,U000007,1,,,
EV000063,269980,PROCESSING_STARTED,S01,U000008,0,IDLE,PROCESSING,35355
EV000064,271651,PROCESSING_COMPLETED,S04,U000003,1,PROCESSING,,47604
EV000065,271651,UNIT_ARRIVED,S05,U000003,1,,,
EV000066,271651,PROCESSING_STARTED,S04,U000004,0,IDLE,PROCESSING,43233
EV000067,279351,PROCESSING_COMPLETED,S05,U000002,1,PROCESSING,,53973
EV000068,279351,UNIT_ARRIVED,S06,U000002,1,,,
EV000069,279351,PROCESSING_STARTED,S05,U000003,0,IDLE,PROCESSING,45565
EV000070,285225,PROCESSING_COMPLETED,S06,U000001,1,PROCESSING,,59847
EV000071,285225,UNIT_ARRIVED,S07,U000001,1,,,
EV000072,285225,PROCESSING_STARTED,S07,U000001,0,IDLE,PROCESSING,47892
EV000073,285225,PROCESSING_STARTED,S06,U000002,0,IDLE,PROCESSING,58642
EV000074,294560,PROCESSING_COMPLETED,S02,U000006,1,PROCESSING,,41757
EV000075,294560,UNIT_ARRIVED,S03,U000006,1,,,
EV000076,294560,PROCESSING_STARTED,S02,U000007,0,IDLE,PROCESSING,38597
EV000077,305335,PROCESSING_COMPLETED,S01,U000008,0,PROCESSING,,35355
EV000078,305335,UNIT_ARRIVED,S02,U000008,1,,,
EV000079,305335,PROCESSING_STARTED,S01,U000009,0,IDLE,PROCESSING,40379
EV000080,307997,PROCESSING_COMPLETED,S03,U000005,1,PROCESSING,,39550
EV000081,307997,UNIT_ARRIVED,S04,U000005,1,,,
EV000082,307997,PROCESSING_STARTED,S03,U000006,0,IDLE,PROCESSING,45112
EV000083,314884,PROCESSING_COMPLETED,S04,U000004,1,PROCESSING,,43233
EV000084,314884,UNIT_ARRIVED,S05,U000004,1,,,
EV000085,314884,PROCESSING_STARTED,S04,U000005,0,IDLE,PROCESSING,47007
EV000086,324916,PROCESSING_COMPLETED,S05,U000003,1,PROCESSING,,45565
EV000087,324916,UNIT_ARRIVED,S06,U000003,1,,,
EV000088,324916,PROCESSING_STARTED,S05,U000004,0,IDLE,PROCESSING,57198
EV000089,333117,PROCESSING_COMPLETED,S07,U000001,0,PROCESSING,,47892
EV000090,333117,UNIT_ARRIVED,S08,U000001,1,,,
EV000091,333117,PROCESSING_STARTED,S08,U000001,0,IDLE,PROCESSING,46461
EV000092,333157,PROCESSING_COMPLETED,S02,U000007,1,PROCESSING,,38597
EV000093,333157,UNIT_ARRIVED,S03,U000007,1,,,
EV000094,333157,PROCESSING_STARTED,S02,U000008,0,IDLE,PROCESSING,37701
EV000095,343867,PROCESSING_COMPLETED,S06,U000002,1,PROCESSING,,58642
EV000096,343867,UNIT_ARRIVED,S07,U000002,1,,,
EV000097,343867,PROCESSING_STARTED,S07,U000002,0,STARVED,PROCESSING,51115
EV000098,343867,PROCESSING_STARTED,S06,U000003,0,IDLE,PROCESSING,54230
EV000099,345714,PROCESSING_COMPLETED,S01,U000009,0,PROCESSING,,40379
EV000100,345714,UNIT_ARRIVED,S02,U000009,1,,,
EV000101,345714,PROCESSING_STARTED,S01,U000010,0,IDLE,PROCESSING,36545
EV000102,353109,PROCESSING_COMPLETED,S03,U000006,1,PROCESSING,,45112
EV000103,353109,UNIT_ARRIVED,S04,U000006,1,,,
EV000104,353109,PROCESSING_STARTED,S03,U000007,0,IDLE,PROCESSING,37829
EV000105,361891,PROCESSING_COMPLETED,S04,U000005,1,PROCESSING,,47007
EV000106,361891,UNIT_ARRIVED,S05,U000005,1,,,
EV000107,361891,PROCESSING_STARTED,S04,U000006,0,IDLE,PROCESSING,53233
EV000108,370858,PROCESSING_COMPLETED,S02,U000008,1,PROCESSING,,37701
EV000109,370858,UNIT_ARRIVED,S03,U000008,1,,,
EV000110,370858,PROCESSING_STARTED,S02,U000009,0,IDLE,PROCESSING,46832
EV000111,379578,PROCESSING_COMPLETED,S08,U000001,0,PROCESSING,,46461
EV000112,379578,UNIT_ARRIVED,S09,U000001,1,,,
EV000113,379578,PROCESSING_STARTED,S09,U000001,0,IDLE,PROCESSING,52370
EV000114,382114,PROCESSING_COMPLETED,S05,U000004,1,PROCESSING,,57198
EV000115,382114,UNIT_ARRIVED,S06,U000004,1,,,
EV000116,382114,PROCESSING_STARTED,S05,U000005,0,IDLE,PROCESSING,58362
EV000117,382259,PROCESSING_COMPLETED,S01,U000010,0,PROCESSING,,36545
EV000118,382259,UNIT_ARRIVED,S02,U000010,1,,,
EV000119,382259,PROCESSING_STARTED,S01,U000011,0,IDLE,PROCESSING,32056
EV000120,390938,PROCESSING_COMPLETED,S03,U000007,1,PROCESSING,,37829
EV000121,390938,UNIT_ARRIVED,S04,U000007,1,,,
EV000122,390938,PROCESSING_STARTED,S03,U000008,0,IDLE,PROCESSING,57504
EV000123,394982,PROCESSING_COMPLETED,S07,U000002,0,PROCESSING,,51115
EV000124,394982,UNIT_ARRIVED,S08,U000002,1,,,
EV000125,394982,PROCESSING_STARTED,S08,U000002,0,STARVED,PROCESSING,39307
EV000126,398097,PROCESSING_COMPLETED,S06,U000003,1,PROCESSING,,54230
EV000127,398097,UNIT_ARRIVED,S07,U000003,1,,,
EV000128,398097,PROCESSING_STARTED,S07,U000003,0,STARVED,PROCESSING,54313
EV000129,398097,PROCESSING_STARTED,S06,U000004,0,IDLE,PROCESSING,66682
EV000130,414315,PROCESSING_COMPLETED,S01,U000011,0,PROCESSING,,32056
EV000131,414315,UNIT_ARRIVED,S02,U000011,2,,,
EV000132,414315,PROCESSING_STARTED,S01,U000012,0,IDLE,PROCESSING,36879
EV000133,415124,PROCESSING_COMPLETED,S04,U000006,1,PROCESSING,,53233
EV000134,415124,UNIT_ARRIVED,S05,U000006,1,,,
EV000135,415124,PROCESSING_STARTED,S04,U000007,0,IDLE,PROCESSING,45993
EV000136,417690,PROCESSING_COMPLETED,S02,U000009,2,PROCESSING,,46832
EV000137,417690,UNIT_ARRIVED,S03,U000009,1,,,
EV000138,417690,PROCESSING_STARTED,S02,U000010,1,IDLE,PROCESSING,39501
EV000139,431948,PROCESSING_COMPLETED,S09,U000001,0,PROCESSING,,52370
EV000140,431948,UNIT_ARRIVED,S10,U000001,1,,,
EV000141,431948,PROCESSING_STARTED,S10,U000001,0,IDLE,PROCESSING,53768
EV000142,434289,PROCESSING_COMPLETED,S08,U000002,0,PROCESSING,,39307
EV000143,434289,UNIT_ARRIVED,S09,U000002,1,,,
EV000144,434289,PROCESSING_STARTED,S09,U000002,0,STARVED,PROCESSING,46926
EV000145,440476,PROCESSING_COMPLETED,S05,U000005,1,PROCESSING,,58362
EV000146,440476,UNIT_ARRIVED,S06,U000005,1,,,
EV000147,440476,PROCESSING_STARTED,S05,U000006,0,IDLE,PROCESSING,50732
EV000148,448442,PROCESSING_COMPLETED,S03,U000008,1,PROCESSING,,57504
EV000149,448442,UNIT_ARRIVED,S04,U000008,1,,,
EV000150,448442,PROCESSING_STARTED,S03,U000009,0,IDLE,PROCESSING,44143
EV000151,451194,PROCESSING_COMPLETED,S01,U000012,0,PROCESSING,,36879
EV000152,451194,UNIT_ARRIVED,S02,U000012,2,,,
EV000153,451194,PROCESSING_STARTED,S01,U000013,0,IDLE,PROCESSING,39836
EV000154,452410,PROCESSING_COMPLETED,S07,U000003,0,PROCESSING,,54313
EV000155,452410,UNIT_ARRIVED,S08,U000003,1,,,
EV000156,452410,PROCESSING_STARTED,S08,U000003,0,STARVED,PROCESSING,36602
EV000157,457191,PROCESSING_COMPLETED,S02,U000010,2,PROCESSING,,39501
EV000158,457191,UNIT_ARRIVED,S03,U000010,1,,,
EV000159,457191,PROCESSING_STARTED,S02,U000011,1,IDLE,PROCESSING,43133
EV000160,461117,PROCESSING_COMPLETED,S04,U000007,1,PROCESSING,,45993
EV000161,461117,UNIT_ARRIVED,S05,U000007,1,,,
EV000162,461117,PROCESSING_STARTED,S04,U000008,0,IDLE,PROCESSING,43756
EV000163,464779,PROCESSING_COMPLETED,S06,U000004,1,PROCESSING,,66682
EV000164,464779,UNIT_ARRIVED,S07,U000004,1,,,
EV000165,464779,PROCESSING_STARTED,S07,U000004,0,STARVED,PROCESSING,46684
EV000166,464779,PROCESSING_STARTED,S06,U000005,0,IDLE,PROCESSING,60825
EV000167,481215,PROCESSING_COMPLETED,S09,U000002,0,PROCESSING,,46926
EV000168,481215,UNIT_ARRIVED,S10,U000002,1,,,
EV000169,485716,PROCESSING_COMPLETED,S10,U000001,1,PROCESSING,,53768
EV000170,485716,UNIT_ARRIVED,S11,U000001,1,,,
EV000171,485716,PROCESSING_STARTED,S11,U000001,0,IDLE,PROCESSING,51843
EV000172,485716,PROCESSING_STARTED,S10,U000002,0,IDLE,PROCESSING,52049
EV000173,489012,PROCESSING_COMPLETED,S08,U000003,0,PROCESSING,,36602
EV000174,489012,UNIT_ARRIVED,S09,U000003,1,,,
EV000175,489012,PROCESSING_STARTED,S09,U000003,0,STARVED,PROCESSING,49863
EV000176,491030,PROCESSING_COMPLETED,S01,U000013,0,PROCESSING,,39836
EV000177,491030,UNIT_ARRIVED,S02,U000013,2,,,
EV000178,491030,PROCESSING_STARTED,S01,U000014,0,IDLE,PROCESSING,32457
EV000179,491208,PROCESSING_COMPLETED,S05,U000006,1,PROCESSING,,50732
EV000180,491208,UNIT_ARRIVED,S06,U000006,1,,,
EV000181,491208,PROCESSING_STARTED,S05,U000007,0,IDLE,PROCESSING,58139
EV000182,492585,PROCESSING_COMPLETED,S03,U000009,1,PROCESSING,,44143
EV000183,492585,UNIT_ARRIVED,S04,U000009,1,,,
EV000184,492585,PROCESSING_STARTED,S03,U000010,0,IDLE,PROCESSING,37718
EV000185,500324,PROCESSING_COMPLETED,S02,U000011,2,PROCESSING,,43133
EV000186,500324,UNIT_ARRIVED,S03,U000011,1,,,
EV000187,500324,PROCESSING_STARTED,S02,U000012,1,IDLE,PROCESSING,40717
EV000188,504873,PROCESSING_COMPLETED,S04,U000008,1,PROCESSING,,43756
EV000189,504873,UNIT_ARRIVED,S05,U000008,1,,,
EV000190,504873,PROCESSING_STARTED,S04,U000009,0,IDLE,PROCESSING,47093
EV000191,511463,PROCESSING_COMPLETED,S07,U000004,0,PROCESSING,,46684
EV000192,511463,UNIT_ARRIVED,S08,U000004,1,,,
EV000193,511463,PROCESSING_STARTED,S08,U000004,0,STARVED,PROCESSING,40902
EV000194,523487,PROCESSING_COMPLETED,S01,U000014,0,PROCESSING,,32457
EV000195,523487,UNIT_ARRIVED,S02,U000014,2,,,
EV000196,523487,PROCESSING_STARTED,S01,U000015,0,IDLE,PROCESSING,36265
EV000197,525604,PROCESSING_COMPLETED,S06,U000005,1,PROCESSING,,60825
EV000198,525604,UNIT_ARRIVED,S07,U000005,1,,,
EV000199,525604,PROCESSING_STARTED,S07,U000005,0,STARVED,PROCESSING,68359
EV000200,525604,PROCESSING_STARTED,S06,U000006,0,IDLE,PROCESSING,62176
EV000201,530303,PROCESSING_COMPLETED,S03,U000010,1,PROCESSING,,37718
EV000202,530303,UNIT_ARRIVED,S04,U000010,1,,,
EV000203,530303,PROCESSING_STARTED,S03,U000011,0,IDLE,PROCESSING,41901
EV000204,537559,PROCESSING_COMPLETED,S11,U000001,0,PROCESSING,,51843
EV000205,537559,UNIT_ARRIVED,S12,U000001,1,,,
EV000206,537559,PROCESSING_STARTED,S12,U000001,0,IDLE,PROCESSING,46911
EV000207,537765,PROCESSING_COMPLETED,S10,U000002,0,PROCESSING,,52049
EV000208,537765,UNIT_ARRIVED,S11,U000002,1,,,
EV000209,537765,PROCESSING_STARTED,S11,U000002,0,STARVED,PROCESSING,51057
EV000210,538875,PROCESSING_COMPLETED,S09,U000003,0,PROCESSING,,49863
EV000211,538875,UNIT_ARRIVED,S10,U000003,1,,,
EV000212,538875,PROCESSING_STARTED,S10,U000003,0,STARVED,PROCESSING,46301
EV000213,541041,PROCESSING_COMPLETED,S02,U000012,2,PROCESSING,,40717
EV000214,541041,UNIT_ARRIVED,S03,U000012,1,,,
EV000215,541041,PROCESSING_STARTED,S02,U000013,1,IDLE,PROCESSING,38305
EV000216,549347,PROCESSING_COMPLETED,S05,U000007,1,PROCESSING,,58139
EV000217,549347,UNIT_ARRIVED,S06,U000007,1,,,
EV000218,549347,PROCESSING_STARTED,S05,U000008,0,IDLE,PROCESSING,59214
EV000219,551966,PROCESSING_COMPLETED,S04,U000009,1,PROCESSING,,47093
EV000220,551966,UNIT_ARRIVED,S05,U000009,1,,,
EV000221,551966,PROCESSING_STARTED,S04,U000010,0,IDLE,PROCESSING,49368
EV000222,552365,PROCESSING_COMPLETED,S08,U000004,0,PROCESSING,,40902
EV000223,552365,UNIT_ARRIVED,S09,U000004,1,,,
EV000224,552365,PROCESSING_STARTED,S09,U000004,0,STARVED,PROCESSING,48004
EV000225,559752,PROCESSING_COMPLETED,S01,U000015,0,PROCESSING,,36265
EV000226,559752,UNIT_ARRIVED,S02,U000015,2,,,
EV000227,559752,PROCESSING_STARTED,S01,U000016,0,IDLE,PROCESSING,43444
EV000228,572204,PROCESSING_COMPLETED,S03,U000011,1,PROCESSING,,41901
EV000229,572204,UNIT_ARRIVED,S04,U000011,1,,,
EV000230,572204,PROCESSING_STARTED,S03,U000012,0,IDLE,PROCESSING,47748
EV000231,579346,PROCESSING_COMPLETED,S02,U000013,2,PROCESSING,,38305
EV000232,579346,UNIT_ARRIVED,S03,U000013,1,,,
EV000233,579346,PROCESSING_STARTED,S02,U000014,1,IDLE,PROCESSING,42474
EV000234,584470,PROCESSING_COMPLETED,S12,U000001,0,PROCESSING,,46911
EV000235,584470,UNIT_ARRIVED,S13,U000001,1,,,
EV000236,584470,PROCESSING_STARTED,S13,U000001,0,IDLE,PROCESSING,32598
EV000237,585176,PROCESSING_COMPLETED,S10,U000003,0,PROCESSING,,46301
EV000238,585176,UNIT_ARRIVED,S11,U000003,1,,,
EV000239,587780,PROCESSING_COMPLETED,S06,U000006,1,PROCESSING,,62176
EV000240,587780,UNIT_ARRIVED,S07,U000006,1,,,
EV000241,587780,PROCESSING_STARTED,S06,U000007,0,IDLE,PROCESSING,60594
EV000242,588822,PROCESSING_COMPLETED,S11,U000002,1,PROCESSING,,51057
EV000243,588822,UNIT_ARRIVED,S12,U000002,1,,,
EV000244,588822,PROCESSING_STARTED,S12,U000002,0,STARVED,PROCESSING,56699
EV000245,588822,PROCESSING_STARTED,S11,U000003,0,IDLE,PROCESSING,63606
EV000246,593963,PROCESSING_COMPLETED,S07,U000005,1,PROCESSING,,68359
EV000247,593963,UNIT_ARRIVED,S08,U000005,1,,,
EV000248,593963,PROCESSING_STARTED,S08,U000005,0,STARVED,PROCESSING,41493
EV000249,593963,PROCESSING_STARTED,S07,U000006,0,IDLE,PROCESSING,63849
EV000250,600369,PROCESSING_COMPLETED,S09,U000004,0,PROCESSING,,48004
EV000251,600369,UNIT_ARRIVED,S10,U000004,1,,,
EV000252,600369,PROCESSING_STARTED,S10,U000004,0,STARVED,PROCESSING,51444
EV000253,601334,PROCESSING_COMPLETED,S04,U000010,1,PROCESSING,,49368
EV000254,601334,UNIT_ARRIVED,S05,U000010,2,,,
EV000255,601334,PROCESSING_STARTED,S04,U000011,0,IDLE,PROCESSING,51713
EV000256,603196,PROCESSING_COMPLETED,S01,U000016,0,PROCESSING,,43444
EV000257,603196,UNIT_ARRIVED,S02,U000016,2,,,
EV000258,603196,PROCESSING_STARTED,S01,U000017,0,IDLE,PROCESSING,36221
EV000259,608561,PROCESSING_COMPLETED,S05,U000008,2,PROCESSING,,59214
EV000260,608561,UNIT_ARRIVED,S06,U000008,1,,,
EV000261,608561,PROCESSING_STARTED,S05,U000009,1,IDLE,PROCESSING,46259
EV000262,617068,PROCESSING_COMPLETED,S13,U000001,0,PROCESSING,,32598
EV000263,617068,UNIT_ARRIVED,S14,U000001,1,,,
EV000264,617068,PROCESSING_STARTED,S14,U000001,0,IDLE,PROCESSING,67210
EV000265,619952,PROCESSING_COMPLETED,S03,U000012,1,PROCESSING,,47748
EV000266,619952,UNIT_ARRIVED,S04,U000012,1,,,
EV000267,619952,PROCESSING_STARTED,S03,U000013,0,IDLE,PROCESSING,43564
EV000268,621820,PROCESSING_COMPLETED,S02,U000014,2,PROCESSING,,42474
EV000269,621820,UNIT_ARRIVED,S03,U000014,1,,,
EV000270,621820,PROCESSING_STARTED,S02,U000015,1,IDLE,PROCESSING,49421
EV000271,635456,PROCESSING_COMPLETED,S08,U000005,0,PROCESSING,,41493
EV000272,635456,UNIT_ARRIVED,S09,U000005,1,,,
EV000273,635456,PROCESSING_STARTED,S09,U000005,0,STARVED,PROCESSING,47475
EV000274,639417,PROCESSING_COMPLETED,S01,U000017,0,PROCESSING,,36221
EV000275,639417,UNIT_ARRIVED,S02,U000017,2,,,
EV000276,639417,PROCESSING_STARTED,S01,U000018,0,IDLE,PROCESSING,35491
EV000277,645521,PROCESSING_COMPLETED,S12,U000002,0,PROCESSING,,56699
EV000278,645521,UNIT_ARRIVED,S13,U000002,1,,,
EV000279,645521,PROCESSING_STARTED,S13,U000002,0,STARVED,PROCESSING,45134
EV000280,648374,PROCESSING_COMPLETED,S06,U000007,1,PROCESSING,,60594
EV000281,648374,UNIT_ARRIVED,S07,U000007,1,,,
EV000282,648374,PROCESSING_STARTED,S06,U000008,0,IDLE,PROCESSING,75680
EV000283,651813,PROCESSING_COMPLETED,S10,U000004,0,PROCESSING,,51444
EV000284,651813,UNIT_ARRIVED,S11,U000004,1,,,
EV000285,652428,PROCESSING_COMPLETED,S11,U000003,1,PROCESSING,,63606
EV000286,652428,UNIT_ARRIVED,S12,U000003,1,,,
EV000287,652428,PROCESSING_STARTED,S12,U000003,0,STARVED,PROCESSING,58371
EV000288,652428,PROCESSING_STARTED,S11,U000004,0,IDLE,PROCESSING,50107
EV000289,653047,PROCESSING_COMPLETED,S04,U000011,1,PROCESSING,,51713
EV000290,653047,UNIT_ARRIVED,S05,U000011,2,,,
EV000291,653047,PROCESSING_STARTED,S04,U000012,0,IDLE,PROCESSING,57661
EV000292,654820,PROCESSING_COMPLETED,S05,U000009,2,PROCESSING,,46259
EV000293,654820,UNIT_ARRIVED,S06,U000009,1,,,
EV000294,654820,PROCESSING_STARTED,S05,U000010,1,IDLE,PROCESSING,54049
EV000295,657812,PROCESSING_COMPLETED,S07,U000006,1,PROCESSING,,63849
EV000296,657812,UNIT_ARRIVED,S08,U000006,1,,,
EV000297,657812,PROCESSING_STARTED,S08,U000006,0,STARVED,PROCESSING,46117
EV000298,657812,PROCESSING_STARTED,S07,U000007,0,IDLE,PROCESSING,54048
EV000299,663516,PROCESSING_COMPLETED,S03,U000013,1,PROCESSING,,43564
EV000300,663516,UNIT_ARRIVED,S04,U000013,1,,,
EV000301,663516,PROCESSING_STARTED,S03,U000014,0,IDLE,PROCESSING,55368
EV000302,671241,PROCESSING_COMPLETED,S02,U000015,2,PROCESSING,,49421
EV000303,671241,UNIT_ARRIVED,S03,U000015,1,,,
EV000304,671241,PROCESSING_STARTED,S02,U000016,1,IDLE,PROCESSING,42819
EV000305,674908,PROCESSING_COMPLETED,S01,U000018,0,PROCESSING,,35491
EV000306,674908,UNIT_ARRIVED,S02,U000018,2,,,
EV000307,674908,PROCESSING_STARTED,S01,U000019,0,IDLE,PROCESSING,36308
EV000308,682931,PROCESSING_COMPLETED,S09,U000005,0,PROCESSING,,47475
EV000309,682931,UNIT_ARRIVED,S10,U000005,1,,,
EV000310,682931,PROCESSING_STARTED,S10,U000005,0,STARVED,PROCESSING,51871
EV000311,684278,PROCESSING_COMPLETED,S14,U000001,0,PROCESSING,,67210
EV000312,684278,UNIT_ARRIVED,S15,U000001,1,,,
EV000313,684278,PROCESSING_STARTED,S15,U000001,0,IDLE,PROCESSING,47087
EV000314,690655,PROCESSING_COMPLETED,S13,U000002,0,PROCESSING,,45134
EV000315,690655,UNIT_ARRIVED,S14,U000002,1,,,
EV000316,690655,PROCESSING_STARTED,S14,U000002,0,STARVED,PROCESSING,60112
EV000317,702535,PROCESSING_COMPLETED,S11,U000004,0,PROCESSING,,50107
EV000318,702535,UNIT_ARRIVED,S12,U000004,1,,,
EV000319,703929,PROCESSING_COMPLETED,S08,U000006,0,PROCESSING,,46117
EV000320,703929,UNIT_ARRIVED,S09,U000006,1,,,
EV000321,703929,PROCESSING_STARTED,S09,U000006,0,STARVED,PROCESSING,51259
EV000322,708869,PROCESSING_COMPLETED,S05,U000010,1,PROCESSING,,54049
EV000323,708869,UNIT_ARRIVED,S06,U000010,2,,,
EV000324,708869,PROCESSING_STARTED,S05,U000011,0,IDLE,PROCESSING,70250
EV000325,710708,PROCESSING_COMPLETED,S04,U000012,1,PROCESSING,,57661
EV000326,710708,UNIT_ARRIVED,S05,U000012,1,,,
EV000327,710708,PROCESSING_STARTED,S04,U000013,0,IDLE,PROCESSING,41388
EV000328,710799,PROCESSING_COMPLETED,S12,U000003,1,PROCESSING,,58371
EV000329,710799,UNIT_ARRIVED,S13,U000003,1,,,
EV000330,710799,PROCESSING_STARTED,S13,U000003,0,STARVED,PROCESSING,33940
EV000331,710799,PROCESSING_STARTED,S12,U000004,0,IDLE,PROCESSING,58041
EV000332,711216,PROCESSING_COMPLETED,S01,U000019,0,PROCESSING,,36308
EV000333,711216,UNIT_ARRIVED,S02,U000019,3,,,
EV000334,711216,PROCESSING_STARTED,S01,U000020,0,IDLE,PROCESSING,36857
EV000335,711860,PROCESSING_COMPLETED,S07,U000007,0,PROCESSING,,54048
EV000336,711860,UNIT_ARRIVED,S08,U000007,1,,,
EV000337,711860,PROCESSING_STARTED,S08,U000007,0,STARVED,PROCESSING,47456
EV000338,714060,PROCESSING_COMPLETED,S02,U000016,3,PROCESSING,,42819
EV000339,714060,UNIT_ARRIVED,S03,U000016,2,,,
EV000340,714060,PROCESSING_STARTED,S02,U000017,2,IDLE,PROCESSING,40437
EV000341,718884,PROCESSING_COMPLETED,S03,U000014,2,PROCESSING,,55368
EV000342,718884,UNIT_ARRIVED,S04,U000014,1,,,
EV000343,718884,PROCESSING_STARTED,S03,U000015,1,IDLE,PROCESSING,46683
EV000344,724054,PROCESSING_COMPLETED,S06,U000008,2,PROCESSING,,75680
EV000345,724054,UNIT_ARRIVED,S07,U000008,1,,,
EV000346,724054,PROCESSING_STARTED,S07,U000008,0,STARVED,PROCESSING,74863
EV000347,724054,PROCESSING_STARTED,S06,U000009,1,IDLE,PROCESSING,62689
EV000348,731365,PROCESSING_COMPLETED,S15,U000001,0,PROCESSING,,47087
EV000349,731365,UNIT_ARRIVED,S16,U000001,1,,,
EV000350,731365,PROCESSING_STARTED,S16,U000001,0,IDLE,PROCESSING,46995
EV000351,734802,PROCESSING_COMPLETED,S10,U000005,0,PROCESSING,,51871
