event_id,timestamp_ms,event_type,station_id,unit_id,queue_length_after,previous_state,new_state,cycle_time_ms,dark_zone_id
EV000081,294609,UNIT_ARRIVED,S04,U000005,1,,,,
EV000082,294609,PROCESSING_STARTED,S03,U000006,0,IDLE,PROCESSING,44774,
EV000083,297714,PROCESSING_COMPLETED,S07,U000001,0,PROCESSING,,50035,
EV000084,297714,UNIT_ARRIVED,S08,U000001,1,,,,
EV000085,297714,PROCESSING_STARTED,S08,U000001,0,IDLE,PROCESSING,54120,
EV000086,299239,PROCESSING_COMPLETED,S06,U000002,0,PROCESSING,,43495,
EV000087,299239,UNIT_ARRIVED,S07,U000002,1,,,,
EV000088,299239,PROCESSING_STARTED,S07,U000002,0,STARVED,PROCESSING,42927,
EV000089,299447,PROCESSING_COMPLETED,S04,U000004,1,PROCESSING,,40913,
EV000090,299447,UNIT_ARRIVED,S05,U000004,1,,,,
EV000091,299447,PROCESSING_STARTED,S04,U000005,0,IDLE,PROCESSING,40155,
EV000092,301936,PROCESSING_COMPLETED,S05,U000003,1,PROCESSING,,43402,
EV000093,301936,UNIT_ARRIVED,S06,U000003,1,,,,
EV000094,301936,PROCESSING_STARTED,S06,U000003,0,STARVED,PROCESSING,39042,
EV000095,301936,PROCESSING_STARTED,S05,U000004,0,IDLE,PROCESSING,39468,
EV000096,313201,PROCESSING_COMPLETED,S02,U000007,1,PROCESSING,,36529,
EV000097,313201,UNIT_ARRIVED,S03,U000007,1,,,,
EV000098,313201,PROCESSING_STARTED,S02,U000008,0,IDLE,PROCESSING,36384,
EV000099,316349,PROCESSING_COMPLETED,S01,U000009,0,PROCESSING,,35551,
EV000100,316349,UNIT_ARRIVED,S02,U000009,1,,,,
EV000101,316349,PROCESSING_STARTED,S01,U000010,0,IDLE,PROCESSING,42805,
EV000102,339383,PROCESSING_COMPLETED,S03,U000006,1,PROCESSING,,44774,
EV000103,339383,UNIT_ARRIVED,S04,U000006,1,,,,
EV000104,339383,PROCESSING_STARTED,S03,U000007,0,IDLE,PROCESSING,40630,
EV000105,339602,PROCESSING_COMPLETED,S04,U000005,1,PROCESSING,,40155,
EV000106,339602,UNIT_ARRIVED,S05,U000005,1,,,,
EV000107,339602,PROCESSING_STARTED,S04,U000006,0,IDLE,PROCESSING,51153,
EV000108,340978,PROCESSING_COMPLETED,S06,U000003,0,PROCESSING,,39042,
EV000109,340978,UNIT_ARRIVED,S07,U000003,1,,,,
EV000110,341404,PROCESSING_COMPLETED,S05,U000004,1,PROCESSING,,39468,
EV000111,341404,UNIT_ARRIVED,S06,U000004,1,,,,
EV000112,341404,PROCESSING_STARTED,S06,U000004,0,STARVED,PROCESSING,38164,
EV000113,341404,PROCESSING_STARTED,S05,U000005,0,IDLE,PROCESSING,46216,
EV000114,342166,PROCESSING_COMPLETED,S07,U000002,1,PROCESSING,,42927,
EV000115,342166,UNIT_ARRIVED,S08,U000002,1,,,,
EV000116,342166,PROCESSING_STARTED,S07,U000003,0,IDLE,PROCESSING,47007,
EV000117,349585,PROCESSING_COMPLETED,S02,U000008,1,PROCESSING,,36384,
EV000118,349585,UNIT_ARRIVED,S03,U000008,1,,,,
EV000119,349585,PROCESSING_STARTED,S02,U000009,0,IDLE,PROCESSING,38825,
EV000120,351834,PROCESSING_COMPLETED,S08,U000001,1,PROCESSING,,54120,
EV000121,351834,UNIT_ARRIVED,S09,U000001,1,,,,
EV000122,351834,PROCESSING_STARTED,S09,U000001,0,IDLE,PROCESSING,37258,
EV000123,351834,PROCESSING_STARTED,S08,U000002,0,IDLE,PROCESSING,67129,
EV000124,359154,PROCESSING_COMPLETED,S01,U000010,0,PROCESSING,,42805,
EV000125,359154,UNIT_ARRIVED,S02,U000010,1,,,,
EV000126,359154,PROCESSING_STARTED,S01,U000011,0,IDLE,PROCESSING,34156,
EV000127,379568,PROCESSING_COMPLETED,S06,U000004,0,PROCESSING,,38164,
EV000128,379568,UNIT_ARRIVED,S07,U000004,1,,,,
EV000129,380013,PROCESSING_COMPLETED,S03,U000007,1,PROCESSING,,40630,
EV000130,380013,UNIT_ARRIVED,S04,U000007,1,,,,
EV000131,380013,PROCESSING_STARTED,S03,U000008,0,IDLE,PROCESSING,37017,
EV000132,387620,PROCESSING_COMPLETED,S05,U000005,0,PROCESSING,,46216,
EV000133,387620,UNIT_ARRIVED,S06,U000005,1,,,,
EV000134,387620,PROCESSING_STARTED,S06,U000005,0,STARVED,PROCESSING,43503,
EV000135,388410,PROCESSING_COMPLETED,S02,U000009,1,PROCESSING,,38825,
EV000136,388410,UNIT_ARRIVED,S03,U000009,1,,,,
EV000137,388410,PROCESSING_STARTED,S02,U000010,0,IDLE,PROCESSING,43054,
EV000138,389092,PROCESSING_COMPLETED,S09,U000001,0,PROCESSING,,37258,
EV000139,389092,UNIT_ARRIVED,S10,U000001,1,,,,
EV000140,389092,PROCESSING_STARTED,S10,U000001,0,IDLE,PROCESSING,57825,
EV000141,389173,PROCESSING_COMPLETED,S07,U000003,1,PROCESSING,,47007,
EV000142,389173,UNIT_ARRIVED,S08,U000003,1,,,,
EV000143,389173,PROCESSING_STARTED,S07,U000004,0,IDLE,PROCESSING,45331,
EV000144,390755,PROCESSING_COMPLETED,S04,U000006,1,PROCESSING,,51153,
EV000145,390755,UNIT_ARRIVED,S05,U000006,1,,,,
EV000146,390755,PROCESSING_STARTED,S05,U000006,0,STARVED,PROCESSING,38452,
EV000147,390755,PROCESSING_STARTED,S04,U000007,0,IDLE,PROCESSING,45701,
EV000148,393310,PROCESSING_COMPLETED,S01,U000011,0,PROCESSING,,34156,
EV000149,393310,UNIT_ARRIVED,S02,U000011,1,,,,
EV000150,393310,PROCESSING_STARTED,S01,U000012,0,IDLE,PROCESSING,32732,
EV000151,417030,PROCESSING_COMPLETED,S03,U000008,1,PROCESSING,,37017,
EV000152,417030,UNIT_ARRIVED,S04,U000008,1,,,,
EV000153,417030,PROCESSING_STARTED,S03,U000009,0,IDLE,PROCESSING,44244,
EV000154,418963,PROCESSING_COMPLETED,S08,U000002,1,PROCESSING,,67129,
EV000155,418963,UNIT_ARRIVED,S09,U000002,1,,,,
EV000156,418963,PROCESSING_STARTED,S09,U000002,0,STARVED,PROCESSING,47598,
EV000157,418963,PROCESSING_STARTED,S08,U000003,0,IDLE,PROCESSING,52290,
EV000158,426042,PROCESSING_COMPLETED,S01,U000012,0,PROCESSING,,32732,
EV000159,426042,UNIT_ARRIVED,S02,U000012,2,,,,
EV000160,426042,PROCESSING_STARTED,S01,U000013,0,IDLE,PROCESSING,36099,
EV000161,429207,PROCESSING_COMPLETED,S05,U000006,0,PROCESSING,,38452,
EV000162,429207,UNIT_ARRIVED,S06,U000006,1,,,,
EV000163,431123,PROCESSING_COMPLETED,S06,U000005,1,PROCESSING,,43503,
EV000164,431123,UNIT_ARRIVED,S07,U000005,1,,,,
EV000165,431123,PROCESSING_STARTED,S06,U000006,0,IDLE,PROCESSING,41701,
EV000166,431464,PROCESSING_COMPLETED,S02,U000010,2,PROCESSING,,43054,
EV000167,431464,UNIT_ARRIVED,S03,U000010,1,,,,
EV000168,431464,PROCESSING_STARTED,S02,U000011,1,IDLE,PROCESSING,38532,
EV000169,434504,PROCESSING_COMPLETED,S07,U000004,1,PROCESSING,,45331,
EV000170,434504,UNIT_ARRIVED,S08,U000004,1,,,,
EV000171,434504,PROCESSING_STARTED,S07,U000005,0,IDLE,PROCESSING,48286,
EV000172,436456,PROCESSING_COMPLETED,S04,U000007,1,PROCESSING,,45701,
EV000173,436456,UNIT_ARRIVED,S05,U000007,1,,,,
EV000174,436456,PROCESSING_STARTED,S05,U000007,0,STARVED,PROCESSING,45565,
EV000175,436456,PROCESSING_STARTED,S04,U000008,0,IDLE,PROCESSING,51612,
EV000176,446917,PROCESSING_COMPLETED,S10,U000001,0,PROCESSING,,57825,
EV000177,446917,UNIT_ARRIVED,S11,U000001,1,,,,
EV000178,446917,PROCESSING_STARTED,S11,U000001,0,IDLE,PROCESSING,38163,
EV000179,461274,PROCESSING_COMPLETED,S03,U000009,1,PROCESSING,,44244,
EV000180,461274,UNIT_ARRIVED,S04,U000009,1,,,,
EV000181,461274,PROCESSING_STARTED,S03,U000010,0,IDLE,PROCESSING,37170,
EV000182,462141,PROCESSING_COMPLETED,S01,U000013,0,PROCESSING,,36099,
EV000183,462141,UNIT_ARRIVED,S02,U000013,2,,,,
EV000184,462141,PROCESSING_STARTED,S01,U000014,0,IDLE,PROCESSING,42183,
EV000185,466561,PROCESSING_COMPLETED,S09,U000002,0,PROCESSING,,47598,
EV000186,466561,UNIT_ARRIVED,S10,U000002,1,,,,
EV000187,466561,PROCESSING_STARTED,S10,U000002,0,STARVED,PROCESSING,58483,
EV000188,469996,PROCESSING_COMPLETED,S02,U000011,2,PROCESSING,,38532,
EV000189,469996,UNIT_ARRIVED,S03,U000011,1,,,,
EV000190,469996,PROCESSING_STARTED,S02,U000012,1,IDLE,PROCESSING,42892,
EV000191,471253,PROCESSING_COMPLETED,S08,U000003,1,PROCESSING,,52290,
EV000192,471253,UNIT_ARRIVED,S09,U000003,1,,,,
EV000193,471253,PROCESSING_STARTED,S09,U000003,0,STARVED,PROCESSING,42117,
EV000194,471253,PROCESSING_STARTED,S08,U000004,0,IDLE,PROCESSING,53198,
EV000195,472824,PROCESSING_COMPLETED,S06,U000006,0,PROCESSING,,41701,
EV000196,472824,UNIT_ARRIVED,S07,U000006,1,,,,
EV000197,482021,PROCESSING_COMPLETED,S05,U000007,0,PROCESSING,,45565,
EV000198,482021,UNIT_ARRIVED,S06,U000007,1,,,,
EV000199,482021,PROCESSING_STARTED,S06,U000007,0,STARVED,PROCESSING,46338,
EV000200,482790,PROCESSING_COMPLETED,S07,U000005,1,PROCESSING,,48286,
EV000201,482790,UNIT_ARRIVED,S08,U000005,1,,,,
EV000202,482790,PROCESSING_STARTED,S07,U000006,0,IDLE,PROCESSING,53593,
EV000203,485080,PROCESSING_COMPLETED,S11,U000001,0,PROCESSING,,38163,
EV000204,485080,UNIT_ARRIVED,S12,U000001,1,,,,
EV000205,485080,PROCESSING_STARTED,S12,U000001,0,IDLE,PROCESSING,50181,
EV000206,488068,PROCESSING_COMPLETED,S04,U000008,1,PROCESSING,,51612,
EV000207,488068,UNIT_ARRIVED,S05,U000008,1,,,,
EV000208,488068,PROCESSING_STARTED,S05,U000008,0,STARVED,PROCESSING,44939,
EV000209,488068,PROCESSING_STARTED,S04,U000009,0,IDLE,PROCESSING,37776,
EV000210,498444,PROCESSING_COMPLETED,S03,U000010,1,PROCESSING,,37170,
EV000211,498444,UNIT_ARRIVED,S04,U000010,1,,,,
EV000212,498444,PROCESSING_STARTED,S03,U000011,0,IDLE,PROCESSING,40969,
EV000213,504324,PROCESSING_COMPLETED,S01,U000014,0,PROCESSING,,42183,
EV000214,504324,UNIT_ARRIVED,S02,U000014,2,,,,
EV000215,504324,PROCESSING_STARTED,S01,U000015,0,IDLE,PROCESSING,36252,
EV000216,512888,PROCESSING_COMPLETED,S02,U000012,2,PROCESSING,,42892,
EV000217,512888,UNIT_ARRIVED,S03,U000012,1,,,,
EV000218,512888,PROCESSING_STARTED,S02,U000013,1,IDLE,PROCESSING,38599,
EV000219,513370,PROCESSING_COMPLETED,S09,U000003,0,PROCESSING,,42117,
EV000220,513370,UNIT_ARRIVED,S10,U000003,1,,,,
EV000221,524451,PROCESSING_COMPLETED,S08,U000004,1,PROCESSING,,53198,
EV000222,524451,UNIT_ARRIVED,S09,U000004,1,,,,
EV000223,524451,PROCESSING_STARTED,S09,U000004,0,STARVED,PROCESSING,42241,
EV000224,524451,PROCESSING_STARTED,S08,U000005,0,IDLE,PROCESSING,60123,
EV000225,525044,PROCESSING_COMPLETED,S10,U000002,1,PROCESSING,,58483,
EV000226,525044,UNIT_ARRIVED,S11,U000002,1,,,,
EV000227,525044,PROCESSING_STARTED,S11,U000002,0,STARVED,PROCESSING,31853,
EV000228,525044,PROCESSING_STARTED,S10,U000003,0,IDLE,PROCESSING,41500,
EV000229,525844,PROCESSING_COMPLETED,S04,U000009,1,PROCESSING,,37776,
EV000230,525844,UNIT_ARRIVED,S05,U000009,1,,,,
EV000231,525844,PROCESSING_STARTED,S04,U000010,0,IDLE,PROCESSING,41874,
EV000232,528359,PROCESSING_COMPLETED,S06,U000007,0,PROCESSING,,46338,
EV000233,528359,UNIT_ARRIVED,S07,U000007,1,,,,
EV000234,533007,PROCESSING_COMPLETED,S05,U000008,1,PROCESSING,,44939,
EV000235,533007,UNIT_ARRIVED,S06,U000008,1,,,,
EV000236,533007,PROCESSING_STARTED,S06,U000008,0,STARVED,PROCESSING,35810,
EV000237,533007,PROCESSING_STARTED,S05,U000009,0,IDLE,PROCESSING,41281,
EV000238,535261,PROCESSING_COMPLETED,S12,U000001,0,PROCESSING,,50181,
EV000239,535261,UNIT_ARRIVED,S13,U000001,1,,,,
EV000240,535261,PROCESSING_STARTED,S13,U000001,0,IDLE,PROCESSING,70903,
EV000241,536383,PROCESSING_COMPLETED,S07,U000006,1,PROCESSING,,53593,
EV000242,536383,UNIT_ARRIVED,S08,U000006,1,,,,
EV000243,536383,PROCESSING_STARTED,S07,U000007,0,IDLE,PROCESSING,38444,
EV000244,539413,PROCESSING_COMPLETED,S03,U000011,1,PROCESSING,,40969,
EV000245,539413,UNIT_ARRIVED,S04,U000011,1,,,,
EV000246,539413,PROCESSING_STARTED,S03,U000012,0,IDLE,PROCESSING,46145,
EV000247,540576,PROCESSING_COMPLETED,S01,U000015,0,PROCESSING,,36252,
EV000248,540576,UNIT_ARRIVED,S02,U000015,2,,,,
EV000249,540576,PROCESSING_STARTED,S01,U000016,0,IDLE,PROCESSING,35554,
EV000250,551487,PROCESSING_COMPLETED,S02,U000013,2,PROCESSING,,38599,
EV000251,551487,UNIT_ARRIVED,S03,U000013,1,,,,
EV000252,551487,PROCESSING_STARTED,S02,U000014,1,IDLE,PROCESSING,35167,
EV000253,556897,PROCESSING_COMPLETED,S11,U000002,0,PROCESSING,,31853,
EV000254,556897,UNIT_ARRIVED,S12,U000002,1,,,,
EV000255,556897,PROCESSING_STARTED,S12,U000002,0,STARVED,PROCESSING,42379,
EV000256,566544,PROCESSING_COMPLETED,S10,U000003,0,PROCESSING,,41500,
EV000257,566544,UNIT_ARRIVED,S11,U000003,1,,,,
EV000258,566544,PROCESSING_STARTED,S11,U000003,0,STARVED,PROCESSING,34579,
EV000259,566692,PROCESSING_COMPLETED,S09,U000004,0,PROCESSING,,42241,
EV000260,566692,UNIT_ARRIVED,S10,U000004,1,,,,
EV000261,566692,PROCESSING_STARTED,S10,U000004,0,STARVED,PROCESSING,44043,
EV000262,567718,PROCESSING_COMPLETED,S04,U000010,1,PROCESSING,,41874,
EV000263,567718,UNIT_ARRIVED,S05,U000010,1,,,,
EV000264,567718,PROCESSING_STARTED,S04,U000011,0,IDLE,PROCESSING,42181,
EV000265,568817,PROCESSING_COMPLETED,S06,U000008,0,PROCESSING,,35810,
EV000266,568817,UNIT_ARRIVED,S07,U000008,1,,,,
EV000267,574288,PROCESSING_COMPLETED,S05,U000009,1,PROCESSING,,41281,
EV000268,574288,UNIT_ARRIVED,S06,U000009,1,,,,
EV000269,574288,PROCESSING_STARTED,S06,U000009,0,STARVED,PROCESSING,41398,
EV000270,574288,PROCESSING_STARTED,S05,U000010,0,IDLE,PROCESSING,43613,
EV000271,574827,PROCESSING_COMPLETED,S07,U000007,1,PROCESSING,,38444,
EV000272,574827,UNIT_ARRIVED,S08,U000007,2,,,,
EV000273,574827,PROCESSING_STARTED,S07,U000008,0,IDLE,PROCESSING,44227,
EV000274,576130,PROCESSING_COMPLETED,S01,U000016,0,PROCESSING,,35554,
EV000275,576130,UNIT_ARRIVED,S02,U000016,2,,,,
EV000276,576130,PROCESSING_STARTED,S01,U000017,0,IDLE,PROCESSING,37333,
EV000277,584574,PROCESSING_COMPLETED,S08,U000005,2,PROCESSING,,60123,
EV000278,584574,UNIT_ARRIVED,S09,U000005,1,,,,
EV000279,584574,PROCESSING_STARTED,S09,U000005,0,STARVED,PROCESSING,42522,
EV000280,584574,PROCESSING_STARTED,S08,U000006,1,IDLE,PROCESSING,79091,
EV000281,585558,PROCESSING_COMPLETED,S03,U000012,1,PROCESSING,,46145,
EV000282,585558,UNIT_ARRIVED,S04,U000012,1,,,,
EV000283,585558,PROCESSING_STARTED,S03,U000013,0,IDLE,PROCESSING,40617,
EV000284,586654,PROCESSING_COMPLETED,S02,U000014,2,PROCESSING,,35167,
EV000285,586654,UNIT_ARRIVED,S03,U000014,1,,,,
EV000286,586654,PROCESSING_STARTED,S02,U000015,1,IDLE,PROCESSING,30776,
EV000287,599276,PROCESSING_COMPLETED,S12,U000002,0,PROCESSING,,42379,
EV000288,599276,UNIT_ARRIVED,S13,U000002,1,,,,
EV000289,601123,PROCESSING_COMPLETED,S11,U000003,0,PROCESSING,,34579,
EV000290,601123,UNIT_ARRIVED,S12,U000003,1,,,,
EV000291,601123,PROCESSING_STARTED,S12,U000003,0,STARVED,PROCESSING,52561,
EV000292,606164,PROCESSING_COMPLETED,S13,U000001,1,PROCESSING,,70903,
EV000293,606164,UNIT_ARRIVED,S14,U000001,1,,,,
EV000294,606164,PROCESSING_STARTED,S14,U000001,0,IDLE,PROCESSING,59497,
EV000295,606164,PROCESSING_STARTED,S13,U000002,0,IDLE,PROCESSING,77266,
EV000296,609899,PROCESSING_COMPLETED,S04,U000011,1,PROCESSING,,42181,
EV000297,609899,UNIT_ARRIVED,S05,U000011,1,,,,
EV000298,609899,PROCESSING_STARTED,S04,U000012,0,IDLE,PROCESSING,43534,
EV000299,610735,PROCESSING_COMPLETED,S10,U000004,0,PROCESSING,,44043,
EV000300,610735,UNIT_ARRIVED,S11,U000004,1,,,,
EV000301,610735,PROCESSING_STARTED,S11,U000004,0,STARVED,PROCESSING,41531,
EV000302,613463,PROCESSING_COMPLETED,S01,U000017,0,PROCESSING,,37333,
EV000303,613463,UNIT_ARRIVED,S02,U000017,2,,,,
EV000304,613463,PROCESSING_STARTED,S01,U000018,0,IDLE,PROCESSING,28242,
EV000305,615686,PROCESSING_COMPLETED,S06,U000009,0,PROCESSING,,41398,
EV000306,615686,UNIT_ARRIVED,S07,U000009,1,,,,
EV000307,617430,PROCESSING_COMPLETED,S02,U000015,2,PROCESSING,,30776,
EV000308,617430,UNIT_ARRIVED,S03,U000015,2,,,,
EV000309,617430,PROCESSING_STARTED,S02,U000016,1,IDLE,PROCESSING,31691,
EV000310,617901,PROCESSING_COMPLETED,S05,U000010,1,PROCESSING,,43613,
EV000311,617901,UNIT_ARRIVED,S06,U000010,1,,,,
EV000312,617901,PROCESSING_STARTED,S06,U000010,0,STARVED,PROCESSING,45454,
EV000313,617901,PROCESSING_STARTED,S05,U000011,0,IDLE,PROCESSING,48426,
EV000314,619054,PROCESSING_COMPLETED,S07,U000008,1,PROCESSING,,44227,
EV000315,619054,UNIT_ARRIVED,S08,U000008,2,,,,
EV000316,619054,PROCESSING_STARTED,S07,U000009,0,IDLE,PROCESSING,42004,
EV000317,626175,PROCESSING_COMPLETED,S03,U000013,2,PROCESSING,,40617,
EV000318,626175,UNIT_ARRIVED,S04,U000013,1,,,,
EV000319,626175,PROCESSING_STARTED,S03,U000014,1,IDLE,PROCESSING,33927,
EV000320,627096,PROCESSING_COMPLETED,S09,U000005,0,PROCESSING,,42522,
EV000321,627096,UNIT_ARRIVED,S10,U000005,1,,,,
EV000322,627096,PROCESSING_STARTED,S10,U000005,0,STARVED,PROCESSING,42762,
EV000323,641705,PROCESSING_COMPLETED,S01,U000018,0,PROCESSING,,28242,
EV000324,641705,UNIT_ARRIVED,S02,U000018,2,,,,
EV000325,641705,PROCESSING_STARTED,S01,U000019,0,IDLE,PROCESSING,41646,
EV000326,649121,PROCESSING_COMPLETED,S02,U000016,2,PROCESSING,,31691,
EV000327,649121,UNIT_ARRIVED,S03,U000016,2,,,,
EV000328,649121,PROCESSING_STARTED,S02,U000017,1,IDLE,PROCESSING,40738,
EV000329,652266,PROCESSING_COMPLETED,S11,U000004,0,PROCESSING,,41531,
EV000330,652266,UNIT_ARRIVED,S12,U000004,1,,,,
EV000331,653433,PROCESSING_COMPLETED,S04,U000012,1,PROCESSING,,43534,
EV000332,653433,UNIT_ARRIVED,S05,U000012,1,,,,
EV000333,653433,PROCESSING_STARTED,S04,U000013,0,IDLE,PROCESSING,43165,
EV000334,653684,PROCESSING_COMPLETED,S12,U000003,1,PROCESSING,,52561,
EV000335,653684,UNIT_ARRIVED,S13,U000003,1,,,,
EV000336,653684,PROCESSING_STARTED,S12,U000004,0,IDLE,PROCESSING,47746,
EV000337,660102,PROCESSING_COMPLETED,S03,U000014,2,PROCESSING,,33927,
EV000338,660102,UNIT_ARRIVED,S04,U000014,1,,,,
EV000339,660102,PROCESSING_STARTED,S03,U000015,1,IDLE,PROCESSING,58236,
EV000340,661058,PROCESSING_COMPLETED,S07,U000009,0,PROCESSING,,42004,
EV000341,661058,UNIT_ARRIVED,S08,U000009,3,,,,
EV000342,663355,PROCESSING_COMPLETED,S06,U000010,0,PROCESSING,,45454,
EV000343,663355,UNIT_ARRIVED,S07,U000010,1,,,,
