event_id,timestamp_ms,event_type,station_id,unit_id,checkpoint_id
CE000027,1562775,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000028,1563703,RFID_CHECKPOINT,S13,U000016,CP_ALIGN_RFID
CE000029,1620272,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000030,1628127,RFID_CHECKPOINT,S13,U000017,CP_ALIGN_RFID
CE000031,1636524,RFID_CHECKPOINT,S30,U000003,CP_FINAL_RFID
CE000032,1689862,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000033,1693004,RFID_CHECKPOINT,S13,U000018,CP_ALIGN_RFID
CE000034,1694540,RFID_CHECKPOINT,S30,U000004,CP_FINAL_RFID
CE000035,1747620,RFID_CHECKPOINT,S13,U000019,CP_ALIGN_RFID
CE000036,1752055,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000037,1754394,RFID_CHECKPOINT,S30,U000005,CP_FINAL_RFID
CE000038,1798200,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000039,1802204,RFID_CHECKPOINT,S13,U000020,CP_ALIGN_RFID
CE000040,1811021,RFID_CHECKPOINT,S30,U000006,CP_FINAL_RFID
CE000041,1859401,RFID_CHECKPOINT,S30,U000007,CP_FINAL_RFID
CE000042,1864812,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000043,1872162,RFID_CHECKPOINT,S13,U000021,CP_ALIGN_RFID
CE000044,1912331,RFID_CHECKPOINT,S30,U000008,CP_FINAL_RFID
CE000045,1936727,RFID_CHECKPOINT,S13,U000022,CP_ALIGN_RFID
CE000046,1939420,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000047,1978968,RFID_CHECKPOINT,S30,U000009,CP_FINAL_RFID
CE000048,1992059,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000049,1997363,RFID_CHECKPOINT,S13,U000023,CP_ALIGN_RFID
CE000050,2051674,RFID_CHECKPOINT,S30,U000010,CP_FINAL_RFID
CE000051,2064073,RFID_CHECKPOINT,S13,U000024,CP_ALIGN_RFID
CE000052,2122355,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000053,2171441,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000054,2175226,RFID_CHECKPOINT,S30,U000012,CP_FINAL_RFID
CE000055,2178491,RFID_CHECKPOINT,S13,U000026,CP_ALIGN_RFID
CE000056,2236123,RFID_CHECKPOINT,S13,U000027,CP_ALIGN_RFID
CE000057,2260842,RFID_CHECKPOINT,S30,U000013,CP_FINAL_RFID
CE000058,2290385,RFID_CHECKPOINT,S13,U000028,CP_ALIGN_RFID
CE000059,2291760,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000060,2339286,RFID_CHECKPOINT,S30,U000014,CP_FINAL_RFID
CE000061,2347888,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000062,2350222,RFID_CHECKPOINT,S13,U000029,CP_ALIGN_RFID
CE000063,2403537,RFID_CHECKPOINT,S13,U000030,CP_ALIGN_RFID
CE000064,2409025,RFID_CHECKPOINT,S30,U000015,CP_FINAL_RFID
CE000065,2410672,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000066,2455549,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000067,2465518,RFID_CHECKPOINT,S30,U000016,CP_FINAL_RFID
CE000068,2523792,RFID_CHECKPOINT,S30,U000017,CP_FINAL_RFID
CE000069,2527960,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000070,2531365,RFID_CHECKPOINT,S13,U000032,CP_ALIGN_RFID
CE000071,2582880,RFID_CHECKPOINT,S30,U000018,CP_FINAL_RFID
CE000072,2594209,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000073,2594320,RFID_CHECKPOINT,S13,U000033,CP_ALIGN_RFID
CE000074,2648432,RFID_CHECKPOINT,S13,U000034,CP_ALIGN_RFID
CE000075,2648859,RFID_CHECKPOINT,S30,U000019,CP_FINAL_RFID
CE000076,2655008,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000077,2702215,RFID_CHECKPOINT,S13,U000035,CP_ALIGN_RFID
CE000078,2713832,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000079,2713933,RFID_CHECKPOINT,S30,U000020,CP_FINAL_RFID
CE000080,2765524,RFID_CHECKPOINT,S30,U000021,CP_FINAL_RFID
CE000081,2765730,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000082,2765795,RFID_CHECKPOINT,S13,U000036,CP_ALIGN_RFID
CE000083,2830552,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000084,2846990,RFID_CHECKPOINT,S30,U000022,CP_FINAL_RFID
CE000085,2880237,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000086,2910267,RFID_CHECKPOINT,S30,U000023,CP_FINAL_RFID
CE000087,2936127,RFID_CHECKPOINT,S13,U000039,CP_ALIGN_RFID
CE000088,2972897,RFID_CHECKPOINT,S30,U000024,CP_FINAL_RFID
CE000089,2995974,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000090,3000067,RFID_CHECKPOINT,S13,U000040,CP_ALIGN_RFID
CE000091,3027245,RFID_CHECKPOINT,S30,U000025,CP_FINAL_RFID
CE000092,3065388,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000093,3066551,RFID_CHECKPOINT,S13,U000041,CP_ALIGN_RFID
CE000094,3074500,RFID_CHECKPOINT,S30,U000026,CP_FINAL_RFID
CE000095,3122587,RFID_CHECKPOINT,S30,U000027,CP_FINAL_RFID
CE000096,3137654,RFID_CHECKPOINT,S13,U000042,CP_ALIGN_RFID
CE000097,3204752,RFID_CHECKPOINT,S13,U000043,CP_ALIGN_RFID
CE000098,3243736,RFID_CHECKPOINT,S30,U000028,CP_FINAL_RFID
CE000099,3263138,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000100,3269608,RFID_CHECKPOINT,S13,U000044,CP_ALIGN_RFID
CE000101,3300767,RFID_CHECKPOINT,S30,U000029,CP_FINAL_RFID
CE000102,3327427,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000103,3332160,RFID_CHECKPOINT,S13,U000045,CP_ALIGN_RFID
CE000104,3360277,RFID_CHECKPOINT,S30,U000030,CP_FINAL_RFID
CE000105,3387444,RFID_CHECKPOINT,S13,U000046,CP_ALIGN_RFID
CE000106,3388236,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000107,3426628,RFID_CHECKPOINT,S30,U000031,CP_FINAL_RFID
CE000108,3440201,RFID_CHECKPOINT,S13,U000047,CP_ALIGN_RFID
CE000109,3446411,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000110,3490240,RFID_CHECKPOINT,S30,U000032,CP_FINAL_RFID
CE000111,3492165,RFID_CHECKPOINT,S13,U000048,CP_ALIGN_RFID
CE000112,3543660,RFID_CHECKPOINT,S13,U000049,CP_ALIGN_RFID
CE000113,3547424,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000114,3548092,RFID_CHECKPOINT,S30,U000033,CP_FINAL_RFID
CE000115,3597425,RFID_CHECKPOINT,S13,U000050,CP_ALIGN_RFID
CE000116,3597522,RFID_CHECKPOINT,S30,U000034,CP_FINAL_RFID
CE000117,3599708,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000118,3652990,RFID_CHECKPOINT,S13,U000051,CP_ALIGN_RFID
CE000119,3653648,RFID_CHECKPOINT,S30,U000035,CP_FINAL_RFID
CE000120,3657591,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000121,3710601,RFID_CHECKPOINT,S13,U000052,CP_ALIGN_RFID
CE000122,3750661,RFID_CHECKPOINT,S30,U000036,CP_FINAL_RFID
CE000123,3776157,RFID_CHECKPOINT,S13,U000053,CP_ALIGN_RFID
CE000124,3776779,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000125,3816097,RFID_CHECKPOINT,S30,U000037,CP_FINAL_RFID
CE000126,3840894,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000127,3841043,RFID_CHECKPOINT,S13,U000054,CP_ALIGN_RFID
CE000128,3874988,RFID_CHECKPOINT,S30,U000038,CP_FINAL_RFID
CE000129,3911955,RFID_CHECKPOINT,S13,U000055,CP_ALIGN_RFID
CE000130,3933442,RFID_CHECKPOINT,S30,U000039,CP_FINAL_RFID
CE000131,3981427,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000132,3990176,RFID_CHECKPOINT,S13,U000056,CP_ALIGN_RFID
CE000133,3994090,RFID_CHECKPOINT,S30,U000040,CP_FINAL_RFID
CE000134,4052452,RFID_CHECKPOINT,S30,U000041,CP_FINAL_RFID
CE000135,4054538,RFID_CHECKPOINT,S13,U000057,CP_ALIGN_RFID
CE000136,4104898,RFID_CHECKPOINT,S13,U000058,CP_ALIGN_RFID
CE000137,4107732,RFID_CHECKPOINT,S30,U000042,CP_FINAL_RFID
CE000138,4108347,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000139,4160140,RFID_CHECKPOINT,S13,U000059,CP_ALIGN_RFID
CE000140,4164097,RFID_CHECKPOINT,S30,U000043,CP_FINAL_RFID
CE000141,4215846,RFID_CHECKPOINT,S13,U000060,CP_ALIGN_RFID
CE000142,4220312,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000143,4223211,RFID_CHECKPOINT,S30,U000044,CP_FINAL_RFID
CE000144,4264635,RFID_CHECKPOINT,S13,U000061,CP_ALIGN_RFID
CE000145,4270246,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000146,4276480,RFID_CHECKPOINT,S30,U000045,CP_FINAL_RFID
CE000147,4321718,RFID_CHECKPOINT,S13,U000062,CP_ALIGN_RFID
CE000148,4328728,RFID_CHECKPOINT,S30,U000046,CP_FINAL_RFID
CE000149,4374439,RFID_CHECKPOINT,S30,U000047,CP_FINAL_RFID
CE000150,4383099,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000151,4386592,RFID_CHECKPOINT,S13,U000063,CP_ALIGN_RFID
CE000152,4426825,RFID_CHECKPOINT,S30,U000048,CP_FINAL_RFID
CE000153,4440104,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000154,4443822,RFID_CHECKPOINT,S13,U000064,CP_ALIGN_RFID
CE000155,4507372,RFID_CHECKPOINT,S13,U000065,CP_ALIGN_RFID
CE000156,4510036,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000157,4513886,RFID_CHECKPOINT,S30,U000049,CP_FINAL_RFID
CE000158,4571371,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000159,4571744,RFID_CHECKPOINT,S13,U000066,CP_ALIGN_RFID
CE000160,4573967,RFID_CHECKPOINT,S30,U000050,CP_FINAL_RFID
CE000161,4630212,RFID_CHECKPOINT,S13,U000067,CP_ALIGN_RFID
CE000162,4632849,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000163,4661139,RFID_CHECKPOINT,S30,U000051,CP_FINAL_RFID
CE000164,4691586,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000165,4692243,RFID_CHECKPOINT,S13,U000068,CP_ALIGN_RFID
CE000166,4717236,RFID_CHECKPOINT,S30,U000052,CP_FINAL_RFID
CE000167,4752696,RFID_CHECKPOINT,S13,U000069,CP_ALIGN_RFID
CE000168,4755454,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000169,4783638,RFID_CHECKPOINT,S30,U000053,CP_FINAL_RFID
CE000170,4804509,RFID_CHECKPOINT,S13,U000070,CP_ALIGN_RFID
CE000171,4848377,RFID_CHECKPOINT,S30,U000054,CP_FINAL_RFID
CE000172,4857119,RFID_CHECKPOINT,S13,U000071,CP_ALIGN_RFID
CE000173,4874029,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000174,4904469,RFID_CHECKPOINT,S30,U000055,CP_FINAL_RFID
CE000175,4911765,RFID_CHECKPOINT,S13,U000072,CP_ALIGN_RFID
CE000176,4924352,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000177,4955499,RFID_CHECKPOINT,S30,U000056,CP_FINAL_RFID
CE000178,4974940,RFID_CHECKPOINT,S13,U000073,CP_ALIGN_RFID
CE000179,4978251,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000180,5017856,RFID_CHECKPOINT,S30,U000057,CP_FINAL_RFID
CE000181,5042043,RFID_CHECKPOINT,S13,U000074,CP_ALIGN_RFID
CE000182,5045148,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000183,5085836,RFID_CHECKPOINT,S30,U000058,CP_FINAL_RFID
CE000184,5098696,RFID_CHECKPOINT,S13,U000075,CP_ALIGN_RFID
CE000185,5103224,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000186,5150768,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000187,5165068,RFID_CHECKPOINT,S13,U000076,CP_ALIGN_RFID
CE000188,5211800,RFID_CHECKPOINT,S30,U000060,CP_FINAL_RFID
CE000189,5233317,RFID_CHECKPOINT,S13,U000077,CP_ALIGN_RFID
CE000190,5239963,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000191,5290282,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000192,5291772,RFID_CHECKPOINT,S30,U000061,CP_FINAL_RFID
CE000193,5292244,RFID_CHECKPOINT,S13,U000078,CP_ALIGN_RFID
CE000194,5355455,RFID_CHECKPOINT,S13,U000079,CP_ALIGN_RFID
CE000195,5357438,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000196,5375197,RFID_CHECKPOINT,S30,U000062,CP_FINAL_RFID
CE000197,5411281,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000198,5413195,RFID_CHECKPOINT,S13,U000080,CP_ALIGN_RFID
CE000199,5438602,RFID_CHECKPOINT,S30,U000063,CP_FINAL_RFID
CE000200,5472685,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000201,5477303,RFID_CHECKPOINT,S13,U000081,CP_ALIGN_RFID
CE000202,5497978,RFID_CHECKPOINT,S30,U000064,CP_FINAL_RFID
CE000203,5533415,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000204,5585276,RFID_CHECKPOINT,S30,U000065,CP_FINAL_RFID
CE000205,5586466,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000206,5590464,RFID_CHECKPOINT,S13,U000083,CP_ALIGN_RFID
CE000207,5647741,RFID_CHECKPOINT,S13,U000084,CP_ALIGN_RFID
CE000208,5649888,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000209,5676890,RFID_CHECKPOINT,S30,U000066,CP_FINAL_RFID
CE000210,5701460,RFID_CHECKPOINT,S13,U000085,CP_ALIGN_RFID
CE000211,5704175,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000212,5739957,RFID_CHECKPOINT,S30,U000067,CP_FINAL_RFID
CE000213,5765339,RFID_CHECKPOINT,S13,U000086,CP_ALIGN_RFID
CE000214,5766849,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000215,5797261,RFID_CHECKPOINT,S30,U000068,CP_FINAL_RFID
CE000216,5832072,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000217,5842968,RFID_CHECKPOINT,S13,U000087,CP_ALIGN_RFID
CE000218,5851728,RFID_CHECKPOINT,S30,U000069,CP_FINAL_RFID
CE000219,5899860,RFID_CHECKPOINT,S30,U000070,CP_FINAL_RFID
CE000220,5913599,RFID_CHECKPOINT,S13,U000088,CP_ALIGN_RFID
CE000221,5913968,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000222,5964068,RFID_CHECKPOINT,S13,U000089,CP_ALIGN_RFID
CE000223,5971192,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000224,5979655,RFID_CHECKPOINT,S30,U000071,CP_FINAL_RFID
CE000225,6012479,RFID_CHECKPOINT,S13,U000090,CP_ALIGN_RFID
CE000226,6020982,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000227,6049472,RFID_CHECKPOINT,S30,U000072,CP_FINAL_RFID
CE000228,6069696,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000229,6072912,RFID_CHECKPOINT,S13,U000091,CP_ALIGN_RFID
CE000230,6135338,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000231,6147358,RFID_CHECKPOINT,S13,U000092,CP_ALIGN_RFID
CE000232,6182685,RFID_CHECKPOINT,S30,U000074,CP_FINAL_RFID
CE000233,6211524,RFID_CHECKPOINT,S13,U000093,CP_ALIGN_RFID
CE000234,6217486,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000235,6249763,RFID_CHECKPOINT,S30,U000075,CP_FINAL_RFID
CE000236,6256595,RFID_CHECKPOINT,S13,U000094,CP_ALIGN_RFID
CE000237,6302841,RFID_CHECKPOINT,S13,U000095,CP_ALIGN_RFID
CE000238,6303604,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000239,6324285,RFID_CHECKPOINT,S30,U000076,CP_FINAL_RFID
CE000240,6359952,RFID_CHECKPOINT,S13,U000096,CP_ALIGN_RFID
CE000241,6391250,RFID_CHECKPOINT,S30,U000077,CP_FINAL_RFID
CE000242,6417324,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000243,6426110,RFID_CHECKPOINT,S13,U000097,CP_ALIGN_RFID
CE000244,6452219,RFID_CHECKPOINT,S30,U000078,CP_FINAL_RFID
CE000245,6480608,RFID_CHECKPOINT,S13,U000098,CP_ALIGN_RFID
CE000246,6489387,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000247,6516238,RFID_CHECKPOINT,S30,U000079,CP_FINAL_RFID
CE000248,6521799,RFID_CHECKPOINT,S13,U000099,CP_ALIGN_RFID
CE000249,6532947,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000250,6576244,RFID_CHECKPOINT,S13,U000100,CP_ALIGN_RFID
CE000251,6579685,RFID_CHECKPOINT,S30,U000080,CP_FINAL_RFID
CE000252,6633702,RFID_CHECKPOINT,S13,U000101,CP_ALIGN_RFID
CE000253,6644109,RFID_CHECKPOINT,S30,U000081,CP_FINAL_RFID
CE000254,6687694,RFID_CHECKPOINT,S13,U000102,CP_ALIGN_RFID
CE000255,6687714,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000256,6723874,RFID_CHECKPOINT,S30,U000082,CP_FINAL_RFID
CE000257,6752696,RFID_CHECKPOINT,S13,U000103,CP_ALIGN_RFID
CE000258,6788618,RFID_CHECKPOINT,S30,U000083,CP_FINAL_RFID
CE000259,6818904,RFID_CHECKPOINT,S13,U000104,CP_ALIGN_RFID
CE000260,6822172,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000261,6851928,RFID_CHECKPOINT,S30,U000084,CP_FINAL_RFID
CE000262,6876550,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000263,6879823,RFID_CHECKPOINT,S13,U000105,CP_ALIGN_RFID
CE000264,6918872,RFID_CHECKPOINT,S30,U000085,CP_FINAL_RFID
CE000265,6939901,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000266,6945982,RFID_CHECKPOINT,S13,U000106,CP_ALIGN_RFID
CE000267,6979875,RFID_CHECKPOINT,S30,U000086,CP_FINAL_RFID
CE000268,7007251,RFID_CHECKPOINT,S13,U000107,CP_ALIGN_RFID
CE000269,7012866,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000270,7025585,RFID_CHECKPOINT,S30,U000087,CP_FINAL_RFID
CE000271,7060783,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000272,7067385,RFID_CHECKPOINT,S13,U000108,CP_ALIGN_RFID
CE000273,7078309,RFID_CHECKPOINT,S30,U000088,CP_FINAL_RFID
CE000274,7128522,RFID_CHECKPOINT,S13,U000109,CP_ALIGN_RFID
CE000275,7136776,RFID_CHECKPOINT,S30,U000089,CP_FINAL_RFID
CE000276,7180429,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000277,7184386,RFID_CHECKPOINT,S13,U000110,CP_ALIGN_RFID
CE000278,7194586,RFID_CHECKPOINT,S30,U000090,CP_FINAL_RFID
CE000279,7239985,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000280,7242494,RFID_CHECKPOINT,S13,U000111,CP_ALIGN_RFID
CE000281,7254934,RFID_CHECKPOINT,S30,U000091,CP_FINAL_RFID
CE000282,7295651,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000283,7303783,RFID_CHECKPOINT,S13,U000112,CP_ALIGN_RFID
CE000284,7361535,RFID_CHECKPOINT,S13,U000113,CP_ALIGN_RFID
CE000285,7363340,RFID_CHECKPOINT,S30,U000092,CP_FINAL_RFID
CE000286,7368467,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000287,7414404,RFID_CHECKPOINT,S13,U000114,CP_ALIGN_RFID
CE000288,7422328,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000289,7443569,RFID_CHECKPOINT,S30,U000093,CP_FINAL_RFID
CE000290,7472983,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000291,7478943,RFID_CHECKPOINT,S13,U000115,CP_ALIGN_RFID
CE000292,7502501,RFID_CHECKPOINT,S30,U000094,CP_FINAL_RFID
CE000293,7540908,RFID_CHECKPOINT,S13,U000116,CP_ALIGN_RFID
CE000294,7545920,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000295,7558653,RFID_CHECKPOINT,S30,U000095,CP_FINAL_RFID
CE000296,7598519,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000297,7600424,RFID_CHECKPOINT,S13,U000117,CP_ALIGN_RFID
CE000298,7620453,RFID_CHECKPOINT,S30,U000096,CP_FINAL_RFID
CE000299,7658238,RFID_CHECKPOINT,S13,U000118,CP_ALIGN_RFID
CE000300,7665144,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000301,7675359,RFID_CHECKPOINT,S30,U000097,CP_FINAL_RFID
CE000302,7709550,RFID_CHECKPOINT,S13,U000119,CP_ALIGN_RFID
CE000303,7713250,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000304,7724191,RFID_CHECKPOINT,S30,U000098,CP_FINAL_RFID
CE000305,7764794,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000306,7770253,RFID_CHECKPOINT,S13,U000120,CP_ALIGN_RFID
CE000307,7785235,RFID_CHECKPOINT,S30,U000099,CP_FINAL_RFID
CE000308,7836125,RFID_CHECKPOINT,S30,U000100,CP_FINAL_RFID
CE000309,7842447,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000310,7842472,RFID_CHECKPOINT,S13,U000121,CP_ALIGN_RFID
CE000311,7907681,RFID_CHECKPOINT,S30,U000101,CP_FINAL_RFID
CE000312,7914257,RFID_CHECKPOINT,S13,U000122,CP_ALIGN_RFID
CE000313,7964792,RFID_CHECKPOINT,S30,U000102,CP_FINAL_RFID
CE000314,7973843,RFID_CHECKPOINT,S13,U000123,CP_ALIGN_RFID
CE000315,7974598,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000316,8014125,RFID_CHECKPOINT,S30,U000103,CP_FINAL_RFID
CE000317,8030931,RFID_CHECKPOINT,S13,U000124,CP_ALIGN_RFID
CE000318,8082304,RFID_CHECKPOINT,S30,U000104,CP_FINAL_RFID
CE000319,8088227,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000320,8140016,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000321,8152658,RFID_CHECKPOINT,S13,U000126,CP_ALIGN_RFID
CE000322,8175835,RFID_CHECKPOINT,S30,U000105,CP_FINAL_RFID
CE000323,8228157,RFID_CHECKPOINT,S30,U000106,CP_FINAL_RFID
CE000324,8234954,RFID_CHECKPOINT,S13,U000127,CP_ALIGN_RFID
CE000325,8281107,RFID_CHECKPOINT,S30,U000107,CP_FINAL_RFID
CE000326,8295210,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000327,8295363,RFID_CHECKPOINT,S13,U000128,CP_ALIGN_RFID
CE000328,8343420,RFID_CHECKPOINT,S30,U000108,CP_FINAL_RFID
CE000329,8409709,RFID_CHECKPOINT,S30,U000109,CP_FINAL_RFID
CE000330,8414799,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000331,8484209,RFID_CHECKPOINT,S30,U000110,CP_FINAL_RFID
CE000332,8497162,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000333,8497840,RFID_CHECKPOINT,S13,U000131,CP_ALIGN_RFID
CE000334,8550855,RFID_CHECKPOINT,S30,U000111,CP_FINAL_RFID
CE000335,8563053,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000336,8571862,RFID_CHECKPOINT,S13,U000132,CP_ALIGN_RFID
CE000337,8615705,RFID_CHECKPOINT,S30,U000112,CP_FINAL_RFID
CE000338,8635479,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000339,8646137,RFID_CHECKPOINT,S13,U000133,CP_ALIGN_RFID
CE000340,8693649,RFID_CHECKPOINT,S30,U000113,CP_FINAL_RFID
CE000341,8714450,RFID_CHECKPOINT,S13,U000134,CP_ALIGN_RFID
CE000342,8716604,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000343,8751360,RFID_CHECKPOINT,S30,U000114,CP_FINAL_RFID
CE000344,8816466,RFID_CHECKPOINT,S30,U000115,CP_FINAL_RFID
CE000345,8843824,RFID_CHECKPOINT,S13,U000136,CP_ALIGN_RFID
CE000346,8881526,RFID_CHECKPOINT,S30,U000116,CP_FINAL_RFID
CE000347,8943935,RFID_CHECKPOINT,S30,U000117,CP_FINAL_RFID
CE000348,8969216,RFID_CHECKPOINT,S13,U000138,CP_ALIGN_RFID
CE000349,8974487,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000350,8995363,RFID_CHECKPOINT,S30,U000118,CP_FINAL_RFID
CE000351,9020910,POWER_DRAW,S14,,CP_ALIGN_POWER
CE000352,9025537,RFID_CHECKPOINT,S13,U000139,CP_ALIGN_RFID
