case_type,run_id,station_id_buffer_id,prediction_time,y_bottleneck,predicted_probability,threshold,rank,feature,feature_value,shap_value,direction
FP,train_193_intermittent,S10,23781441,0,0.9204140901565552,0.1555924266576767,2,station_id,S10,0.9566631317138672,raises risk
FP,train_193_intermittent,S10,23781441,0,0.9204140901565552,0.1555924266576767,3,queue_std_10m,1.0141851056742193,0.7059050798416138,raises risk
FP,train_193_intermittent,S10,23781441,0,0.9204140901565552,0.1555924266576767,4,queue_max_10m,6.0,0.6930919885635376,raises risk
FP,train_193_intermittent,S10,23781441,0,0.9204140901565552,0.1555924266576767,5,eta_std,136928.35324186715,0.5522384643554688,raises risk
FP,train_193_intermittent,S10,23781441,0,0.9204140901565552,0.1555924266576767,6,queue_mean_10m,4.0285714285714285,0.5103483200073242,raises risk
FP,train_193_intermittent,S10,23781441,0,0.9204140901565552,0.1555924266576767,7,capacity_utilization,0.5,0.25899168848991394,raises risk
FP,train_193_intermittent,S10,23781441,0,0.9204140901565552,0.1555924266576767,8,queue_slope_10m,4.375328910613081e-06,0.2132207453250885,raises risk
FP,train_193_intermittent,S10,24890311,0,0.9181817770004272,0.1555924266576767,1,current_occupancy,7.0,2.8855228424072266,raises risk
FP,train_193_intermittent,S10,24890311,0,0.9181817770004272,0.1555924266576767,2,queue_max_10m,8.0,0.872248113155365,raises risk
FP,train_193_intermittent,S10,24890311,0,0.9181817770004272,0.1555924266576767,3,station_id,S10,0.7357034087181091,raises risk
FP,train_193_intermittent,S10,24890311,0,0.9181817770004272,0.1555924266576767,4,queue_mean_10m,6.5588235294117645,0.5512084364891052,raises risk
FP,train_193_intermittent,S10,24890311,0,0.9181817770004272,0.1555924266576767,5,capacity_utilization,0.7,0.3789794445037842,raises risk
FP,train_193_intermittent,S10,24890311,0,0.9181817770004272,0.1555924266576767,6,station_index,9,0.11223132908344269,raises risk
FP,train_193_intermittent,S10,24890311,0,0.9181817770004272,0.1555924266576767,7,queue_std_10m,0.6601733689004358,-0.06762304157018661,lowers risk
FP,train_193_intermittent,S10,24890311,0,0.9181817770004272,0.1555924266576767,8,capacity_headroom,3.0,0.054474759846925735,raises risk
FP,train_193_intermittent,S10,24725413,0,0.9135586619377136,0.1555924266576767,1,current_occupancy,7.0,2.866595506668091,raises risk
FP,train_193_intermittent,S10,24725413,0,0.9135586619377136,0.1555924266576767,2,queue_max_10m,7.0,0.8500308394432068,raises risk
FP,train_193_intermittent,S10,24725413,0,0.9135586619377136,0.1555924266576767,3,station_id,S10,0.7197276949882507,raises risk
FP,train_193_intermittent,S10,24725413,0,0.9135586619377136,0.1555924266576767,4,queue_mean_10m,6.457142857142857,0.5544165968894958,raises risk
FP,train_193_intermittent,S10,24725413,0,0.9135586619377136,0.1555924266576767,5,capacity_utilization,0.7,0.37322473526000977,raises risk
FP,train_193_intermittent,S10,24725413,0,0.9135586619377136,0.1555924266576767,6,station_index,9,0.10427200794219971,raises risk
FP,train_193_intermittent,S10,24725413,0,0.9135586619377136,0.1555924266576767,7,service_rate_per_min_10m,1.1,0.09883598238229752,raises risk
FP,train_193_intermittent,S10,24725413,0,0.9135586619377136,0.1555924266576767,8,queue_std_10m,0.6108266887567043,-0.07096994668245316,lowers risk
FN,train_193_intermittent,S11,18178713,1,0.1518394500017166,0.1555924266576767,1,current_occupancy,6.0,1.770504355430603,raises risk
FN,train_193_intermittent,S11,18178713,1,0.1518394500017166,0.1555924266576767,2,station_id,S11,-1.0807002782821655,lowers risk
FN,train_193_intermittent,S11,18178713,1,0.1518394500017166,0.1555924266576767,3,queue_max_10m,7.0,0.7002208232879639,raises risk
FN,train_193_intermittent,S11,18178713,1,0.1518394500017166,0.1555924266576767,4,queue_mean_10m,6.228571428571429,0.6027753949165344,raises risk
FN,train_193_intermittent,S11,18178713,1,0.1518394500017166,0.1555924266576767,5,capacity_utilization,0.5,-0.3572269678115845,lowers risk
FN,train_193_intermittent,S11,18178713,1,0.1518394500017166,0.1555924266576767,6,station_index,10,-0.15248143672943115,lowers risk
FN,train_193_intermittent,S11,18178713,1,0.1518394500017166,0.1555924266576767,7,queue_delta_10m,1.3194805194805195,-0.05053574964404106,lowers risk
FN,train_193_intermittent,S11,18178713,1,0.1518394500017166,0.1555924266576767,8,queue_std_10m,0.5983169672316765,-0.04485388100147247,lowers risk
FN,train_193_intermittent,S12,11193025,1,0.1449512243270874,0.1555924266576767,1,current_occupancy,6.0,1.9252873659133911,raises risk
FN,train_193_intermittent,S12,11193025,1,0.1449512243270874,0.1555924266576767,2,station_id,S12,-1.216037392616272,lowers risk
FN,train_193_intermittent,S12,11193025,1,0.1449512243270874,0.1555924266576767,3,queue_max_10m,7.0,0.6617577075958252,raises risk
FN,train_193_intermittent,S12,11193025,1,0.1449512243270874,0.1555924266576767,4,queue_mean_10m,6.0,0.5110793709754944,raises risk
FN,train_193_intermittent,S12,11193025,1,0.1449512243270874,0.1555924266576767,5,capacity_utilization,0.5,-0.25451621413230896,lowers risk
FN,train_193_intermittent,S12,11193025,1,0.1449512243270874,0.1555924266576767,6,station_index,11,-0.15623019635677338,lowers risk
FN,train_193_intermittent,S12,11193025,1,0.1449512243270874,0.1555924266576767,7,cycle_max_10m,47821.0,-0.05365549027919769,lowers risk
FN,train_193_intermittent,S12,11193025,1,0.1449512243270874,0.1555924266576767,8,arrival_rate_per_min_prev10m,1.2,-0.04067859426140785,lowers risk
FN,train_195_severe,S03,6957018,1,0.14197556674480438,0.1555924266576767,1,station_id,S03,1.0997928380966187,raises risk
FN,train_195_severe,S03,6957018,1,0.14197556674480438,0.1555924266576767,2,capacity_utilization,0.16666666666666666,-0.1418697088956833,lowers risk
FN,train_195_severe,S03,6957018,1,0.14197556674480438,0.1555924266576767,3,queue_delta_10m,-0.30448979591836745,-0.14133994281291962,lowers risk
FN,train_195_severe,S03,6957018,1,0.14197556674480438,0.1555924266576767,4,arrival_rate_per_min_prev10m,1.6,0.11170757561922073,raises risk
FN,train_195_severe,S03,6957018,1,0.14197556674480438,0.1555924266576767,5,queue_mean_10m,1.7755102040816326,0.10824526101350784,raises risk
FN,train_195_severe,S03,6957018,1,0.14197556674480438,0.1555924266576767,6,cycle_mean_10m,36990.8125,0.08293759077787399,raises risk
FN,train_195_severe,S03,6957018,1,0.14197556674480438,0.1555924266576767,7,queue_max_10m,3.0,-0.07871350646018982,lowers risk
FN,train_195_severe,S03,6957018,1,0.14197556674480438,0.1555924266576767,8,station_index,2,0.07086183875799179,raises risk
FN,train_190_step,S24,19662106,1,0.1417059451341629,0.1555924266576767,1,current_occupancy,5.0,1.3588438034057617,raises risk
FN,train_190_step,S24,19662106,1,0.1417059451341629,0.1555924266576767,2,station_id,S24,-0.691584050655365,lowers risk
FN,train_190_step,S24,19662106,1,0.1417059451341629,0.1555924266576767,3,queue_mean_10m,4.676470588235294,0.4968376159667969,raises risk
FN,train_190_step,S24,19662106,1,0.1417059451341629,0.1555924266576767,4,queue_max_10m,5.0,0.28701260685920715,raises risk
FN,train_190_step,S24,19662106,1,0.1417059451341629,0.1555924266576767,5,capacity_headroom,3.0,0.06566498428583145,raises risk
FN,train_190_step,S24,19662106,1,0.1417059451341629,0.1555924266576767,6,arrival_rate_per_min_prev10m,1.0,-0.05272408574819565,lowers risk
FN,train_190_step,S24,19662106,1,0.1417059451341629,0.1555924266576767,7,eta_std,4726968361.184012,-0.04244737699627876,lowers risk
FN,train_190_step,S24,19662106,1,0.1417059451341629,0.1555924266576767,8,station_index,23,-0.0418211966753006,lowers risk
FN,train_190_step,S24,19996321,1,0.1417059451341629,0.1555924266576767,1,current_occupancy,5.0,1.3764758110046387,raises risk
FN,train_190_step,S24,19996321,1,0.1417059451341629,0.1555924266576767,2,station_id,S24,-0.7423194646835327,lowers risk
FN,train_190_step,S24,19996321,1,0.1417059451341629,0.1555924266576767,3,queue_mean_10m,4.675675675675675,0.494917094707489,raises risk
FN,train_190_step,S24,19996321,1,0.1417059451341629,0.1555924266576767,4,queue_max_10m,5.0,0.29538092017173767,raises risk
FN,train_190_step,S24,19996321,1,0.1417059451341629,0.1555924266576767,5,capacity_headroom,3.0,0.06566498428583145,raises risk
FN,train_190_step,S24,19996321,1,0.1417059451341629,0.1555924266576767,6,arrival_rate_per_min_prev10m,1.0,-0.05272408574819565,lowers risk
FN,train_190_step,S24,19996321,1,0.1417059451341629,0.1555924266576767,7,eta_std,27178406618.200737,-0.04538713023066521,lowers risk
FN,train_190_step,S24,19996321,1,0.1417059451341629,0.1555924266576767,8,station_index,23,-0.0418211966753006,lowers risk
TN,train_195_severe,S03,4075407,0,0.15533038973808289,0.1555924266576767,1,station_id,S03,1.9996408224105835,raises risk
TN,train_195_severe,S03,4075407,0,0.15533038973808289,0.1555924266576767,2,current_occupancy,0.0,-0.6967830657958984,lowers risk
TN,train_195_severe,S03,4075407,0,0.15533038973808289,0.1555924266576767,3,queue_max_10m,2.0,-0.2817807197570801,lowers risk
TN,train_195_severe,S03,4075407,0,0.15533038973808289,0.1555924266576767,4,queue_std_10m,0.6688399948982643,0.266166627407074,raises risk
TN,train_195_severe,S03,4075407,0,0.15533038973808289,0.1555924266576767,5,capacity_utilization,0.0,-0.2118866741657257,lowers risk
TN,train_195_severe,S03,4075407,0,0.15533038973808289,0.1555924266576767,6,arrival_rate_per_min_prev10m,1.7,0.1372753381729126,raises risk
TN,train_195_severe,S03,4075407,0,0.15533038973808289,0.1555924266576767,7,station_index,2,0.0983261987566948,raises risk
TN,train_195_severe,S03,4075407,0,0.15533038973808289,0.1555924266576767,8,service_rate_per_min_prev10m,1.7,0.09126337617635727,raises risk
TN,train_190_step,S04,3885024,0,0.15473730862140656,0.1555924266576767,1,queue_mean_10m,2.9166666666666665,0.9078184366226196,raises risk
TN,train_190_step,S04,3885024,0,0.15473730862140656,0.1555924266576767,2,current_occupancy,2.0,0.2229044884443283,raises risk
TN,train_190_step,S04,3885024,0,0.15473730862140656,0.1555924266576767,3,queue_max_10m,4.0,0.1951715350151062,raises risk
TN,train_190_step,S04,3885024,0,0.15473730862140656,0.1555924266576767,4,arrival_rate_per_min_prev10m,1.6,0.1895904839038849,raises risk
TN,train_190_step,S04,3885024,0,0.15473730862140656,0.1555924266576767,5,capacity_utilization,0.16666666666666666,-0.1688721925020218,lowers risk
TN,train_190_step,S04,3885024,0,0.15473730862140656,0.1555924266576767,6,station_id,S04,-0.15725764632225037,lowers risk
TN,train_190_step,S04,3885024,0,0.15473730862140656,0.1555924266576767,7,service_rate_per_min_10m,1.6,0.11256001144647598,raises risk
TN,train_190_step,S04,3885024,0,0.15473730862140656,0.1555924266576767,8,station_index,3,0.06486419588327408,raises risk
TN,train_190_step,S04,3809918,0,0.15470322966575623,0.1555924266576767,1,current_occupancy,3.0,0.6510973572731018,raises risk
TN,train_190_step,S04,3809918,0,0.15470322966575623,0.1555924266576767,2,queue_mean_10m,2.9361702127659575,0.6285973787307739,raises risk
TN,train_190_step,S04,3809918,0,0.15470322966575623,0.1555924266576767,3,station_id,S04,-0.22580260038375854,lowers risk
TN,train_190_step,S04,3809918,0,0.15470322966575623,0.1555924266576767,4,capacity_utilization,0.25,-0.19926945865154266,lowers risk
TN,train_190_step,S04,3809918,0,0.15470322966575623,0.1555924266576767,5,arrival_rate_per_min_prev10m,1.6,0.1894487887620926,raises risk
TN,train_190_step,S04,3809918,0,0.15470322966575623,0.1555924266576767,6,queue_max_10m,4.0,0.18294620513916016,raises risk
TN,train_190_step,S04,3809918,0,0.15470322966575623,0.1555924266576767,7,cycle_std_10m,2745.015519081814,0.10094995051622391,raises risk
TN,train_190_step,S04,3809918,0,0.15470322966575623,0.1555924266576767,8,station_index,3,0.06717654317617416,raises risk
TN,train_190_step,S24,10053241,0,0.15429246425628662,0.1555924266576767,1,current_occupancy,4.0,1.1669092178344727,raises risk
TN,train_190_step,S24,10053241,0,0.15429246425628662,0.1555924266576767,2,station_id,S24,-0.8347936868667603,lowers risk
TN,train_190_step,S24,10053241,0,0.15429246425628662,0.1555924266576767,3,queue_mean_10m,5.59375,0.7983733415603638,raises risk
TN,train_190_step,S24,10053241,0,0.15429246425628662,0.1555924266576767,4,queue_max_10m,6.0,0.5467962622642517,raises risk
TN,train_190_step,S24,10053241,0,0.15429246425628662,0.1555924266576767,5,queue_std_10m,0.5599179087296003,-0.09255637228488922,lowers risk
TN,train_190_step,S24,10053241,0,0.15429246425628662,0.1555924266576767,6,queue_slope_10m,-7.849058507844776e-07,-0.08527323603630066,lowers risk
TN,train_190_step,S24,10053241,0,0.15429246425628662,0.1555924266576767,7,capacity_headroom,4.0,0.07022843509912491,raises risk
TN,train_190_step,S24,10053241,0,0.15429246425628662,0.1555924266576767,8,queue_delta_10m,1.21875,-0.04453630372881889,lowers risk
TN,train_184_gradual,S05,4135683,0,0.153472438454628,0.1555924266576767,1,current_occupancy,3.0,0.7763888835906982,raises risk
TN,train_184_gradual,S05,4135683,0,0.153472438454628,0.1555924266576767,2,station_id,S05,0.6864857077598572,raises risk
TN,train_184_gradual,S05,4135683,0,0.153472438454628,0.1555924266576767,3,capacity_utilization,0.25,-0.2048770934343338,lowers risk
TN,train_184_gradual,S05,4135683,0,0.153472438454628,0.1555924266576767,4,queue_mean_10m,1.7608695652173914,0.12501871585845947,raises risk
TN,train_184_gradual,S05,4135683,0,0.153472438454628,0.1555924266576767,5,arrival_rate_per_min_prev10m,1.6,0.10081946104764938,raises risk
TN,train_184_gradual,S05,4135683,0,0.153472438454628,0.1555924266576767,6,queue_std_10m,0.5650873131628286,-0.07088253647089005,lowers risk
TN,train_184_gradual,S05,4135683,0,0.153472438454628,0.1555924266576767,7,station_index,4,0.0706760510802269,raises risk
TN,train_184_gradual,S05,4135683,0,0.153472438454628,0.1555924266576767,8,eta_std,4917957.533608079,-0.05056297406554222,lowers risk
