event_id,timestamp_ms,event_type,station_id,unit_id,checkpoint_id
CE000089,1658780,RFID_CHECKPOINT,S28,U000005,CP1
CE000090,1666236,RFID_CHECKPOINT,S21,U000010,CP1
CE000091,1676342,POWER_DRAW,S28,U000005,CP2
CE000092,1683684,POWER_DRAW,S07,U000023,CP2
CE000093,1692982,POWER_DRAW,S21,U000010,CP2
CE000094,1722913,RFID_CHECKPOINT,S07,U000024,CP1
CE000095,1730320,POWER_DRAW,S07,U000024,CP2
CE000096,1732789,RFID_CHECKPOINT,S28,U000006,CP1
CE000097,1739571,RFID_CHECKPOINT,S21,U000011,CP1
CE000098,1739921,POWER_DRAW,S35,U000001,CP2
CE000099,1746460,POWER_DRAW,S28,U000006,CP2
CE000100,1748567,POWER_DRAW,S21,U000011,CP2
CE000101,1769118,RFID_CHECKPOINT,S07,U000025,CP1
CE000102,1772182,RFID_CHECKPOINT,S14,U000018,CP1
CE000103,1788760,POWER_DRAW,S07,U000025,CP2
CE000104,1788857,RFID_CHECKPOINT,S35,U000002,CP1
CE000105,1793325,POWER_DRAW,S14,U000018,CP2
CE000106,1810848,POWER_DRAW,S21,U000012,CP2
CE000107,1812893,RFID_CHECKPOINT,S28,U000007,CP1
CE000108,1821300,POWER_DRAW,S28,U000007,CP2
CE000109,1840259,RFID_CHECKPOINT,S07,U000026,CP1
CE000110,1843212,RFID_CHECKPOINT,S14,U000019,CP1
CE000111,1859418,POWER_DRAW,S07,U000025,CP2
CE000112,1859418,POWER_DRAW,S07,U000026,CP2
CE000113,1859763,POWER_DRAW,S14,U000019,CP2
CE000114,1866292,RFID_CHECKPOINT,S35,U000003,CP1
CE000115,1875303,RFID_CHECKPOINT,S28,U000008,CP1
CE000116,1878515,POWER_DRAW,S21,U000013,CP2
CE000117,1898806,POWER_DRAW,S28,U000008,CP2
CE000118,1903403,RFID_CHECKPOINT,S07,U000027,CP1
CE000119,1910666,RFID_CHECKPOINT,S14,U000020,CP1
CE000120,1919185,POWER_DRAW,S07,U000027,CP2
CE000121,1930748,POWER_DRAW,S14,U000020,CP2
CE000122,1936704,RFID_CHECKPOINT,S21,U000014,CP1
CE000123,1947813,RFID_CHECKPOINT,S28,U000009,CP1
CE000124,1949777,POWER_DRAW,S21,U000014,CP2
CE000125,1951911,RFID_CHECKPOINT,S35,U000004,CP1
CE000126,1961081,POWER_DRAW,S28,U000009,CP2
CE000127,1962708,RFID_CHECKPOINT,S07,U000028,CP1
CE000128,1964855,POWER_DRAW,S35,U000004,CP2
CE000129,1981296,POWER_DRAW,S07,U000028,CP2
CE000130,1987198,POWER_DRAW,S14,U000021,CP2
CE000131,1992297,RFID_CHECKPOINT,S21,U000015,CP1
CE000132,2029356,RFID_CHECKPOINT,S35,U000005,CP1
CE000133,2033465,RFID_CHECKPOINT,S07,U000029,CP1
CE000134,2035597,POWER_DRAW,S28,U000010,CP2
CE000135,2040821,RFID_CHECKPOINT,S21,U000016,CP1
CE000136,2041944,RFID_CHECKPOINT,S14,U000022,CP1
CE000137,2051610,POWER_DRAW,S07,U000029,CP2
CE000138,2054795,POWER_DRAW,S14,U000022,CP2
CE000139,2097170,RFID_CHECKPOINT,S07,U000030,CP1
CE000140,2103182,RFID_CHECKPOINT,S35,U000006,CP1
CE000141,2104176,RFID_CHECKPOINT,S28,U000011,CP1
CE000142,2108316,POWER_DRAW,S07,U000030,CP2
CE000143,2113099,POWER_DRAW,S35,U000006,CP2
CE000144,2115999,POWER_DRAW,S28,U000011,CP2
CE000145,2131392,POWER_DRAW,S14,U000023,CP2
CE000146,2158778,RFID_CHECKPOINT,S07,U000031,CP1
CE000147,2167572,POWER_DRAW,S07,U000031,CP2
CE000148,2167872,RFID_CHECKPOINT,S35,U000007,CP1
CE000149,2177258,RFID_CHECKPOINT,S14,U000024,CP1
CE000150,2196368,POWER_DRAW,S28,U000012,CP2
CE000151,2206113,POWER_DRAW,S21,U000018,CP2
CE000152,2222171,RFID_CHECKPOINT,S07,U000032,CP1
CE000153,2227022,RFID_CHECKPOINT,S35,U000008,CP1
CE000154,2232619,POWER_DRAW,S07,U000032,CP2
CE000155,2235878,POWER_DRAW,S35,U000008,CP2
CE000156,2238981,RFID_CHECKPOINT,S14,U000025,CP1
CE000157,2244667,RFID_CHECKPOINT,S21,U000019,CP1
CE000158,2249353,POWER_DRAW,S14,U000025,CP2
CE000159,2254816,POWER_DRAW,S21,U000019,CP2
CE000160,2264007,RFID_CHECKPOINT,S28,U000013,CP1
CE000161,2283035,RFID_CHECKPOINT,S07,U000033,CP1
CE000162,2286243,RFID_CHECKPOINT,S14,U000026,CP1
CE000163,2292266,RFID_CHECKPOINT,S21,U000020,CP1
CE000164,2293975,POWER_DRAW,S14,U000026,CP2
CE000165,2298615,POWER_DRAW,S21,U000020,CP2
CE000166,2304130,POWER_DRAW,S07,U000033,CP2
CE000167,2328305,POWER_DRAW,S35,U000009,CP2
CE000168,2342748,RFID_CHECKPOINT,S14,U000027,CP1
CE000169,2349306,RFID_CHECKPOINT,S21,U000021,CP1
CE000170,2350218,RFID_CHECKPOINT,S07,U000034,CP1
CE000171,2355155,POWER_DRAW,S28,U000014,CP2
CE000172,2357403,POWER_DRAW,S14,U000027,CP2
CE000173,2363028,POWER_DRAW,S07,U000034,CP2
CE000174,2367111,POWER_DRAW,S21,U000021,CP2
CE000175,2370542,RFID_CHECKPOINT,S35,U000010,CP1
CE000176,2380189,POWER_DRAW,S35,U000010,CP2
CE000177,2397208,RFID_CHECKPOINT,S28,U000015,CP1
CE000178,2409636,POWER_DRAW,S28,U000015,CP2
CE000179,2424408,RFID_CHECKPOINT,S14,U000028,CP1
CE000180,2429565,RFID_CHECKPOINT,S21,U000022,CP1
CE000181,2440325,RFID_CHECKPOINT,S35,U000011,CP1
CE000182,2442408,POWER_DRAW,S14,U000028,CP2
CE000183,2449612,POWER_DRAW,S21,U000022,CP2
CE000184,2455088,RFID_CHECKPOINT,S28,U000016,CP1
CE000185,2456558,POWER_DRAW,S35,U000011,CP2
CE000186,2467482,POWER_DRAW,S28,U000016,CP2
CE000187,2481121,RFID_CHECKPOINT,S07,U000036,CP1
CE000188,2499106,RFID_CHECKPOINT,S28,U000017,CP1
CE000189,2500068,RFID_CHECKPOINT,S14,U000029,CP1
CE000190,2500737,RFID_CHECKPOINT,S21,U000023,CP1
CE000191,2500936,POWER_DRAW,S07,U000036,CP2
CE000192,2509817,POWER_DRAW,S28,U000016,CP2
CE000193,2509817,POWER_DRAW,S28,U000017,CP2
CE000194,2517291,POWER_DRAW,S21,U000023,CP2
CE000195,2524693,RFID_CHECKPOINT,S35,U000012,CP1
CE000196,2539058,POWER_DRAW,S35,U000012,CP2
CE000197,2561083,RFID_CHECKPOINT,S07,U000037,CP1
CE000198,2562260,RFID_CHECKPOINT,S28,U000018,CP1
CE000199,2571117,POWER_DRAW,S28,U000018,CP2
CE000200,2577277,POWER_DRAW,S07,U000037,CP2
CE000201,2582713,RFID_CHECKPOINT,S21,U000024,CP1
CE000202,2584441,POWER_DRAW,S14,U000030,CP2
CE000203,2605412,RFID_CHECKPOINT,S35,U000013,CP1
CE000204,2614919,RFID_CHECKPOINT,S28,U000019,CP1
CE000205,2621817,POWER_DRAW,S35,U000013,CP2
CE000206,2627541,POWER_DRAW,S28,U000019,CP2
CE000207,2628414,RFID_CHECKPOINT,S07,U000038,CP1
CE000208,2628797,RFID_CHECKPOINT,S14,U000031,CP1
CE000209,2643679,RFID_CHECKPOINT,S21,U000025,CP1
CE000210,2646096,POWER_DRAW,S14,U000031,CP2
CE000211,2648790,POWER_DRAW,S07,U000038,CP2
CE000212,2661351,POWER_DRAW,S21,U000025,CP2
CE000213,2685890,RFID_CHECKPOINT,S35,U000014,CP1
CE000214,2687185,RFID_CHECKPOINT,S28,U000020,CP1
CE000215,2696858,RFID_CHECKPOINT,S07,U000039,CP1
CE000216,2701893,POWER_DRAW,S07,U000039,CP2
CE000217,2704425,POWER_DRAW,S35,U000014,CP2
CE000218,2715525,POWER_DRAW,S14,U000032,CP2
CE000219,2716939,POWER_DRAW,S28,U000020,CP2
CE000220,2720370,RFID_CHECKPOINT,S21,U000026,CP1
CE000221,2735463,POWER_DRAW,S21,U000026,CP2
CE000222,2749931,RFID_CHECKPOINT,S07,U000040,CP1
CE000223,2758779,RFID_CHECKPOINT,S35,U000015,CP1
CE000224,2762619,POWER_DRAW,S07,U000040,CP2
CE000225,2767586,RFID_CHECKPOINT,S28,U000021,CP1
CE000226,2776698,POWER_DRAW,S35,U000015,CP2
CE000227,2776930,POWER_DRAW,S14,U000033,CP2
CE000228,2780961,POWER_DRAW,S28,U000021,CP2
CE000229,2789295,RFID_CHECKPOINT,S21,U000027,CP1
CE000230,2797852,POWER_DRAW,S21,U000027,CP2
CE000231,2805611,RFID_CHECKPOINT,S07,U000041,CP1
CE000232,2819820,POWER_DRAW,S07,U000041,CP2
CE000233,2821409,POWER_DRAW,S14,U000034,CP2
CE000234,2822979,RFID_CHECKPOINT,S35,U000016,CP1
CE000235,2825087,RFID_CHECKPOINT,S28,U000022,CP1
CE000236,2839399,POWER_DRAW,S35,U000016,CP2
CE000237,2840733,RFID_CHECKPOINT,S21,U000028,CP1
CE000238,2847640,POWER_DRAW,S28,U000022,CP2
CE000239,2861236,RFID_CHECKPOINT,S07,U000042,CP1
CE000240,2863718,RFID_CHECKPOINT,S14,U000035,CP1
CE000241,2864184,POWER_DRAW,S21,U000028,CP2
CE000242,2873384,POWER_DRAW,S07,U000042,CP2
CE000243,2874614,POWER_DRAW,S14,U000035,CP2
CE000244,2893270,RFID_CHECKPOINT,S35,U000017,CP1
CE000245,2900132,RFID_CHECKPOINT,S21,U000029,CP1
CE000246,2901227,POWER_DRAW,S28,U000023,CP2
CE000247,2903213,POWER_DRAW,S35,U000017,CP2
CE000248,2916462,RFID_CHECKPOINT,S07,U000043,CP1
CE000249,2919897,POWER_DRAW,S21,U000029,CP2
CE000250,2926205,RFID_CHECKPOINT,S14,U000036,CP1
CE000251,2929394,POWER_DRAW,S07,U000043,CP2
CE000252,2945570,RFID_CHECKPOINT,S28,U000024,CP1
CE000253,2955498,POWER_DRAW,S28,U000024,CP2
CE000254,2963340,POWER_DRAW,S35,U000018,CP2
CE000255,2970507,RFID_CHECKPOINT,S07,U000044,CP1
CE000256,2971606,POWER_DRAW,S21,U000030,CP2
CE000257,2987645,POWER_DRAW,S07,U000044,CP2
CE000258,3006372,RFID_CHECKPOINT,S28,U000025,CP1
CE000259,3006375,RFID_CHECKPOINT,S35,U000019,CP1
CE000260,3014133,POWER_DRAW,S14,U000037,CP2
CE000261,3025162,POWER_DRAW,S28,U000025,CP2
CE000262,3028325,RFID_CHECKPOINT,S07,U000045,CP1
CE000263,3028581,POWER_DRAW,S35,U000019,CP2
CE000264,3029997,RFID_CHECKPOINT,S21,U000031,CP1
CE000265,3046158,POWER_DRAW,S07,U000045,CP2
CE000266,3056712,POWER_DRAW,S21,U000031,CP2
CE000267,3070001,POWER_DRAW,S14,U000038,CP2
CE000268,3070975,RFID_CHECKPOINT,S28,U000026,CP1
CE000269,3076024,RFID_CHECKPOINT,S35,U000020,CP1
CE000270,3081755,POWER_DRAW,S35,U000020,CP2
CE000271,3091225,POWER_DRAW,S28,U000026,CP2
CE000272,3092098,RFID_CHECKPOINT,S07,U000046,CP1
CE000273,3106818,RFID_CHECKPOINT,S21,U000032,CP1
CE000274,3107270,POWER_DRAW,S07,U000046,CP2
CE000275,3120131,RFID_CHECKPOINT,S14,U000039,CP1
CE000276,3121896,POWER_DRAW,S21,U000032,CP2
CE000277,3123236,RFID_CHECKPOINT,S35,U000021,CP1
CE000278,3128844,POWER_DRAW,S14,U000039,CP2
CE000279,3137017,RFID_CHECKPOINT,S28,U000027,CP1
CE000280,3140553,POWER_DRAW,S35,U000021,CP2
CE000281,3149758,RFID_CHECKPOINT,S07,U000047,CP1
CE000282,3154067,POWER_DRAW,S28,U000027,CP2
CE000283,3158767,POWER_DRAW,S07,U000047,CP2
CE000284,3181634,POWER_DRAW,S21,U000033,CP2
CE000285,3191001,RFID_CHECKPOINT,S35,U000022,CP1
CE000286,3192199,POWER_DRAW,S14,U000040,CP2
CE000287,3203220,RFID_CHECKPOINT,S07,U000048,CP1
CE000288,3216257,RFID_CHECKPOINT,S28,U000028,CP1
CE000289,3225158,RFID_CHECKPOINT,S21,U000034,CP1
CE000290,3235638,POWER_DRAW,S28,U000028,CP2
CE000291,3236360,RFID_CHECKPOINT,S14,U000041,CP1
CE000292,3236702,POWER_DRAW,S21,U000034,CP2
CE000293,3241426,POWER_DRAW,S14,U000041,CP2
CE000294,3245874,RFID_CHECKPOINT,S35,U000023,CP1
CE000295,3261065,POWER_DRAW,S35,U000023,CP2
CE000296,3266279,RFID_CHECKPOINT,S07,U000049,CP1
CE000297,3274939,POWER_DRAW,S07,U000049,CP2
CE000298,3280367,RFID_CHECKPOINT,S28,U000029,CP1
CE000299,3286020,POWER_DRAW,S21,U000035,CP2
CE000300,3294694,RFID_CHECKPOINT,S35,U000024,CP1
CE000301,3297767,RFID_CHECKPOINT,S14,U000042,CP1
CE000302,3302007,POWER_DRAW,S28,U000029,CP2
CE000303,3305993,POWER_DRAW,S35,U000024,CP2
CE000304,3312393,POWER_DRAW,S14,U000042,CP2
CE000305,3321272,RFID_CHECKPOINT,S07,U000050,CP1
CE000306,3326452,POWER_DRAW,S07,U000050,CP2
CE000307,3339165,RFID_CHECKPOINT,S21,U000035,CP1
CE000308,3339165,RFID_CHECKPOINT,S21,U000036,CP1
CE000309,3354766,POWER_DRAW,S21,U000036,CP2
CE000310,3355516,RFID_CHECKPOINT,S28,U000030,CP1
CE000311,3358478,RFID_CHECKPOINT,S07,U000051,CP1
CE000312,3360063,RFID_CHECKPOINT,S14,U000043,CP1
CE000313,3376117,RFID_CHECKPOINT,S35,U000025,CP1
CE000314,3397662,POWER_DRAW,S35,U000025,CP2
CE000315,3410616,RFID_CHECKPOINT,S14,U000043,CP1
CE000316,3410616,RFID_CHECKPOINT,S14,U000044,CP1
CE000317,3410632,RFID_CHECKPOINT,S21,U000037,CP1
CE000318,3416295,RFID_CHECKPOINT,S28,U000031,CP1
CE000319,3425646,POWER_DRAW,S21,U000037,CP2
CE000320,3426801,POWER_DRAW,S28,U000031,CP2
CE000321,3427528,POWER_DRAW,S14,U000044,CP2
CE000322,3439189,POWER_DRAW,S07,U000052,CP2
CE000323,3448479,RFID_CHECKPOINT,S35,U000026,CP1
CE000324,3457102,POWER_DRAW,S35,U000026,CP2
CE000325,3472193,RFID_CHECKPOINT,S21,U000038,CP1
CE000326,3480480,RFID_CHECKPOINT,S14,U000045,CP1
CE000327,3489701,POWER_DRAW,S21,U000038,CP2
CE000328,3495913,RFID_CHECKPOINT,S07,U000053,CP1
CE000329,3501721,POWER_DRAW,S14,U000045,CP2
CE000330,3505563,RFID_CHECKPOINT,S28,U000032,CP1
CE000331,3509883,POWER_DRAW,S07,U000053,CP2
CE000332,3511620,RFID_CHECKPOINT,S35,U000027,CP1
CE000333,3517886,POWER_DRAW,S28,U000032,CP2
CE000334,3524301,POWER_DRAW,S35,U000027,CP2
CE000335,3531286,RFID_CHECKPOINT,S21,U000039,CP1
CE000336,3551292,RFID_CHECKPOINT,S14,U000046,CP1
CE000337,3555846,POWER_DRAW,S21,U000039,CP2
CE000338,3564956,POWER_DRAW,S14,U000046,CP2
CE000339,3568918,POWER_DRAW,S28,U000033,CP2
CE000340,3569861,RFID_CHECKPOINT,S07,U000054,CP1
CE000341,3573063,RFID_CHECKPOINT,S35,U000028,CP1
CE000342,3589408,POWER_DRAW,S07,U000054,CP2
CE000343,3597666,POWER_DRAW,S35,U000028,CP2
CE000344,3613548,POWER_DRAW,S21,U000040,CP2
CE000345,3616475,RFID_CHECKPOINT,S28,U000034,CP1
CE000346,3618038,RFID_CHECKPOINT,S14,U000047,CP1
CE000347,3628885,POWER_DRAW,S28,U000034,CP2
CE000348,3632179,POWER_DRAW,S14,U000047,CP2
CE000349,3635251,RFID_CHECKPOINT,S07,U000055,CP1
CE000350,3642482,POWER_DRAW,S07,U000055,CP2
CE000351,3645906,RFID_CHECKPOINT,S35,U000029,CP1
CE000352,3650264,RFID_CHECKPOINT,S21,U000040,CP1
CE000353,3650264,RFID_CHECKPOINT,S21,U000041,CP1
CE000354,3656412,POWER_DRAW,S35,U000029,CP2
CE000355,3668115,POWER_DRAW,S21,U000041,CP2
CE000356,3669368,RFID_CHECKPOINT,S28,U000035,CP1
CE000357,3676721,RFID_CHECKPOINT,S14,U000048,CP1
CE000358,3677915,RFID_CHECKPOINT,S07,U000056,CP1
CE000359,3690910,POWER_DRAW,S28,U000035,CP2
CE000360,3691318,POWER_DRAW,S14,U000049,CP2
CE000361,3691318,POWER_DRAW,S14,U000048,CP2
CE000362,3707075,RFID_CHECKPOINT,S21,U000042,CP1
CE000363,3712642,RFID_CHECKPOINT,S35,U000029,CP1
CE000364,3727159,POWER_DRAW,S21,U000042,CP2
CE000365,3727550,POWER_DRAW,S35,U000030,CP2
CE000366,3734140,RFID_CHECKPOINT,S14,U000049,CP1
CE000367,3735861,RFID_CHECKPOINT,S28,U000036,CP1
CE000368,3736391,RFID_CHECKPOINT,S07,U000057,CP1
CE000369,3743882,POWER_DRAW,S07,U000057,CP2
CE000370,3752402,POWER_DRAW,S14,U000049,CP2
CE000371,3756788,POWER_DRAW,S28,U000036,CP2
CE000372,3775495,RFID_CHECKPOINT,S35,U000031,CP1
CE000373,3775794,RFID_CHECKPOINT,S21,U000043,CP1
CE000374,3787466,RFID_CHECKPOINT,S14,U000050,CP1
CE000375,3788185,RFID_CHECKPOINT,S07,U000058,CP1
CE000376,3792434,POWER_DRAW,S35,U000031,CP2
CE000377,3794881,POWER_DRAW,S21,U000043,CP2
CE000378,3798196,POWER_DRAW,S14,U000050,CP2
CE000379,3799201,RFID_CHECKPOINT,S28,U000037,CP1
CE000380,3813233,POWER_DRAW,S28,U000037,CP2
CE000381,3840400,RFID_CHECKPOINT,S35,U000032,CP1
CE000382,3845900,RFID_CHECKPOINT,S28,U000038,CP1
CE000383,3846735,POWER_DRAW,S14,U000051,CP2
CE000384,3847956,RFID_CHECKPOINT,S07,U000059,CP1
CE000385,3848971,RFID_CHECKPOINT,S21,U000044,CP1
CE000386,3853469,POWER_DRAW,S07,U000059,CP2
CE000387,3855145,POWER_DRAW,S35,U000032,CP2
CE000388,3902072,RFID_CHECKPOINT,S21,U000045,CP1
CE000389,3904286,RFID_CHECKPOINT,S14,U000052,CP1
CE000390,3908670,RFID_CHECKPOINT,S28,U000039,CP1
CE000391,3909431,RFID_CHECKPOINT,S35,U000033,CP1
CE000392,3910478,RFID_CHECKPOINT,S07,U000060,CP1
CE000393,3915988,POWER_DRAW,S21,U000045,CP2
CE000394,3924112,POWER_DRAW,S35,U000033,CP2
CE000395,3925083,POWER_DRAW,S14,U000052,CP2
CE000396,3926391,POWER_DRAW,S07,U000060,CP2
CE000397,3930565,POWER_DRAW,S28,U000039,CP2
CE000398,3954215,RFID_CHECKPOINT,S21,U000046,CP1
CE000399,3965268,RFID_CHECKPOINT,S14,U000053,CP1
CE000400,3970108,RFID_CHECKPOINT,S35,U000034,CP1
CE000401,3971425,POWER_DRAW,S21,U000046,CP2
CE000402,3975577,RFID_CHECKPOINT,S07,U000061,CP1
CE000403,3979325,POWER_DRAW,S14,U000053,CP2
CE000404,3981238,POWER_DRAW,S35,U000034,CP2
CE000405,3981469,POWER_DRAW,S07,U000061,CP2
CE000406,3988614,RFID_CHECKPOINT,S28,U000040,CP1
CE000407,3999625,POWER_DRAW,S28,U000040,CP2
CE000408,4005995,RFID_CHECKPOINT,S21,U000047,CP1
CE000409,4015693,RFID_CHECKPOINT,S14,U000054,CP1
CE000410,4017276,POWER_DRAW,S21,U000047,CP2
CE000411,4029797,RFID_CHECKPOINT,S07,U000062,CP1
CE000412,4031696,RFID_CHECKPOINT,S35,U000035,CP1
CE000413,4040671,POWER_DRAW,S35,U000035,CP2
CE000414,4044978,POWER_DRAW,S07,U000062,CP2
CE000415,4046629,RFID_CHECKPOINT,S21,U000048,CP1
CE000416,4055516,RFID_CHECKPOINT,S28,U000041,CP1
CE000417,4060313,POWER_DRAW,S21,U000048,CP2
CE000418,4067588,POWER_DRAW,S28,U000041,CP2
CE000419,4072115,RFID_CHECKPOINT,S14,U000055,CP1
CE000420,4083052,POWER_DRAW,S14,U000055,CP2
CE000421,4099814,RFID_CHECKPOINT,S21,U000049,CP1
CE000422,4100353,RFID_CHECKPOINT,S35,U000036,CP1
CE000423,4107983,POWER_DRAW,S07,U000063,CP2
CE000424,4114874,POWER_DRAW,S35,U000036,CP2
CE000425,4114934,POWER_DRAW,S21,U000049,CP2
CE000426,4127278,RFID_CHECKPOINT,S28,U000042,CP1
CE000427,4133296,RFID_CHECKPOINT,S14,U000056,CP1
CE000428,4146218,POWER_DRAW,S14,U000056,CP2
CE000429,4157331,RFID_CHECKPOINT,S07,U000064,CP1
CE000430,4157887,RFID_CHECKPOINT,S35,U000037,CP1
CE000431,4167569,POWER_DRAW,S35,U000037,CP2
CE000432,4169769,POWER_DRAW,S07,U000064,CP2
CE000433,4173060,RFID_CHECKPOINT,S21,U000050,CP1
CE000434,4185835,RFID_CHECKPOINT,S14,U000057,CP1
CE000435,4188785,POWER_DRAW,S21,U000050,CP2
CE000436,4203844,RFID_CHECKPOINT,S35,U000038,CP1
CE000437,4204046,POWER_DRAW,S28,U000043,CP2
CE000438,4204046,POWER_DRAW,S14,U000057,CP2
CE000439,4215456,RFID_CHECKPOINT,S07,U000065,CP1
CE000440,4219959,POWER_DRAW,S35,U000038,CP2
CE000441,4227351,POWER_DRAW,S07,U000065,CP2
CE000442,4227611,RFID_CHECKPOINT,S21,U000051,CP1
CE000443,4243244,RFID_CHECKPOINT,S14,U000058,CP1
CE000444,4250284,POWER_DRAW,S21,U000051,CP2
CE000445,4251685,RFID_CHECKPOINT,S28,U000044,CP1
CE000446,4252010,POWER_DRAW,S14,U000058,CP2
CE000447,4260831,RFID_CHECKPOINT,S35,U000039,CP1
CE000448,4264310,POWER_DRAW,S28,U000044,CP2
CE000449,4266197,RFID_CHECKPOINT,S07,U000065,CP1
CE000450,4266197,RFID_CHECKPOINT,S07,U000066,CP1
