event_id,timestamp_ms,event_type,station_id,unit_id,queue_length_after,previous_state,new_state,cycle_time_ms
EV000054,233101,PROCESSING_STARTED,S01,U000007,0,IDLE,PROCESSING,37029
EV000055,260714,PROCESSING_COMPLETED,S02,U000005,1,PROCESSING,,43717
EV000056,260714,UNIT_ARRIVED,S03,U000005,1,,,
EV000057,260714,PROCESSING_STARTED,S02,U000006,0,IDLE,PROCESSING,44279
EV000058,267327,PROCESSING_COMPLETED,S03,U000004,1,PROCESSING,,50330
EV000059,267327,UNIT_ARRIVED,S04,U000004,1,,,
EV000060,267327,PROCESSING_STARTED,S03,U000005,0,IDLE,PROCESSING,62728
EV000061,270130,PROCESSING_COMPLETED,S01,U000007,0,PROCESSING,,37029
EV000062,270130,UNIT_ARRIVED,S02,U000007,1,,,
EV000063,270130,PROCESSING_STARTED,S01,U000008,0,IDLE,PROCESSING,32692
EV000064,286011,PROCESSING_COMPLETED,S04,U000003,1,PROCESSING,,56039
EV000065,286011,UNIT_ARRIVED,S05,U000003,1,,,
EV000066,286011,PROCESSING_STARTED,S04,U000004,0,IDLE,PROCESSING,46127
EV000067,289179,PROCESSING_COMPLETED,S05,U000002,1,PROCESSING,,59207
EV000068,289179,UNIT_ARRIVED,S06,U000002,1,,,
EV000069,289179,PROCESSING_STARTED,S05,U000003,0,IDLE,PROCESSING,61973
EV000070,292525,PROCESSING_COMPLETED,S06,U000001,1,PROCESSING,,63790
EV000071,292525,UNIT_ARRIVED,S07,U000001,1,,,
EV000072,292525,PROCESSING_STARTED,S07,U000001,0,IDLE,PROCESSING,52213
EV000073,292525,PROCESSING_STARTED,S06,U000002,0,IDLE,PROCESSING,69231
EV000074,302822,PROCESSING_COMPLETED,S01,U000008,0,PROCESSING,,32692
EV000075,302822,UNIT_ARRIVED,S02,U000008,2,,,
EV000076,302822,PROCESSING_STARTED,S01,U000009,0,IDLE,PROCESSING,33555
EV000077,304993,PROCESSING_COMPLETED,S02,U000006,2,PROCESSING,,44279
EV000078,304993,UNIT_ARRIVED,S03,U000006,1,,,
EV000079,304993,PROCESSING_STARTED,S02,U000007,1,IDLE,PROCESSING,38460
EV000080,330055,PROCESSING_COMPLETED,S03,U000005,1,PROCESSING,,62728
EV000081,330055,UNIT_ARRIVED,S04,U000005,1,,,
EV000082,330055,PROCESSING_STARTED,S03,U000006,0,IDLE,PROCESSING,49736
EV000083,332138,PROCESSING_COMPLETED,S04,U000004,1,PROCESSING,,46127
EV000084,332138,UNIT_ARRIVED,S05,U000004,1,,,
EV000085,332138,PROCESSING_STARTED,S04,U000005,0,IDLE,PROCESSING,44372
EV000086,336377,PROCESSING_COMPLETED,S01,U000009,0,PROCESSING,,33555
EV000087,336377,UNIT_ARRIVED,S02,U000009,2,,,
EV000088,336377,PROCESSING_STARTED,S01,U000010,0,IDLE,PROCESSING,38263
EV000089,343453,PROCESSING_COMPLETED,S02,U000007,2,PROCESSING,,38460
EV000090,343453,UNIT_ARRIVED,S03,U000007,1,,,
EV000091,343453,PROCESSING_STARTED,S02,U000008,1,IDLE,PROCESSING,43058
EV000092,344738,PROCESSING_COMPLETED,S07,U000001,0,PROCESSING,,52213
EV000093,344738,UNIT_ARRIVED,S08,U000001,1,,,
EV000094,344738,PROCESSING_STARTED,S08,U000001,0,IDLE,PROCESSING,50549
EV000095,351152,PROCESSING_COMPLETED,S05,U000003,1,PROCESSING,,61973
EV000096,351152,UNIT_ARRIVED,S06,U000003,1,,,
EV000097,351152,PROCESSING_STARTED,S05,U000004,0,IDLE,PROCESSING,51432
EV000098,361756,PROCESSING_COMPLETED,S06,U000002,1,PROCESSING,,69231
EV000099,361756,UNIT_ARRIVED,S07,U000002,1,,,
EV000100,361756,PROCESSING_STARTED,S07,U000002,0,STARVED,PROCESSING,70073
EV000101,361756,PROCESSING_STARTED,S06,U000003,0,IDLE,PROCESSING,81697
EV000102,374640,PROCESSING_COMPLETED,S01,U000010,0,PROCESSING,,38263
EV000103,374640,UNIT_ARRIVED,S02,U000010,2,,,
EV000104,374640,PROCESSING_STARTED,S01,U000011,0,IDLE,PROCESSING,37699
EV000105,376510,PROCESSING_COMPLETED,S04,U000005,0,PROCESSING,,44372
EV000106,376510,UNIT_ARRIVED,S05,U000005,1,,,
EV000107,379791,PROCESSING_COMPLETED,S03,U000006,1,PROCESSING,,49736
EV000108,379791,UNIT_ARRIVED,S04,U000006,1,,,
EV000109,379791,PROCESSING_STARTED,S04,U000006,0,STARVED,PROCESSING,51085
EV000110,379791,PROCESSING_STARTED,S03,U000007,0,IDLE,PROCESSING,45646
EV000111,386511,PROCESSING_COMPLETED,S02,U000008,2,PROCESSING,,43058
EV000112,386511,UNIT_ARRIVED,S03,U000008,1,,,
EV000113,386511,PROCESSING_STARTED,S02,U000009,1,IDLE,PROCESSING,42503
EV000114,395287,PROCESSING_COMPLETED,S08,U000001,0,PROCESSING,,50549
EV000115,395287,UNIT_ARRIVED,S09,U000001,1,,,
EV000116,395287,PROCESSING_STARTED,S09,U000001,0,IDLE,PROCESSING,45533
EV000117,402584,PROCESSING_COMPLETED,S05,U000004,1,PROCESSING,,51432
EV000118,402584,UNIT_ARRIVED,S06,U000004,1,,,
EV000119,402584,PROCESSING_STARTED,S05,U000005,0,IDLE,PROCESSING,49520
EV000120,412339,PROCESSING_COMPLETED,S01,U000011,0,PROCESSING,,37699
EV000121,412339,UNIT_ARRIVED,S02,U000011,2,,,
EV000122,412339,PROCESSING_STARTED,S01,U000012,0,IDLE,PROCESSING,31940
EV000123,425437,PROCESSING_COMPLETED,S03,U000007,1,PROCESSING,,45646
EV000124,425437,UNIT_ARRIVED,S04,U000007,1,,,
EV000125,425437,PROCESSING_STARTED,S03,U000008,0,IDLE,PROCESSING,46175
EV000126,429014,PROCESSING_COMPLETED,S02,U000009,2,PROCESSING,,42503
EV000127,429014,UNIT_ARRIVED,S03,U000009,1,,,
EV000128,429014,PROCESSING_STARTED,S02,U000010,1,IDLE,PROCESSING,39532
EV000129,430876,PROCESSING_COMPLETED,S04,U000006,1,PROCESSING,,51085
EV000130,430876,UNIT_ARRIVED,S05,U000006,1,,,
EV000131,430876,PROCESSING_STARTED,S04,U000007,0,IDLE,PROCESSING,53469
EV000132,431829,PROCESSING_COMPLETED,S07,U000002,0,PROCESSING,,70073
EV000133,431829,UNIT_ARRIVED,S08,U000002,1,,,
EV000134,431829,PROCESSING_STARTED,S08,U000002,0,STARVED,PROCESSING,44109
EV000135,440820,PROCESSING_COMPLETED,S09,U000001,0,PROCESSING,,45533
EV000136,440820,UNIT_ARRIVED,S10,U000001,1,,,
EV000137,440820,PROCESSING_STARTED,S10,U000001,0,IDLE,PROCESSING,54100
EV000138,443453,PROCESSING_COMPLETED,S06,U000003,1,PROCESSING,,81697
EV000139,443453,UNIT_ARRIVED,S07,U000003,1,,,
EV000140,443453,PROCESSING_STARTED,S07,U000003,0,STARVED,PROCESSING,60732
EV000141,443453,PROCESSING_STARTED,S06,U000004,0,IDLE,PROCESSING,58174
EV000142,444279,PROCESSING_COMPLETED,S01,U000012,0,PROCESSING,,31940
EV000143,444279,UNIT_ARRIVED,S02,U000012,2,,,
EV000144,444279,PROCESSING_STARTED,S01,U000013,0,IDLE,PROCESSING,36105
EV000145,452104,PROCESSING_COMPLETED,S05,U000005,1,PROCESSING,,49520
EV000146,452104,UNIT_ARRIVED,S06,U000005,1,,,
EV000147,452104,PROCESSING_STARTED,S05,U000006,0,IDLE,PROCESSING,54277
EV000148,468546,PROCESSING_COMPLETED,S02,U000010,2,PROCESSING,,39532
EV000149,468546,UNIT_ARRIVED,S03,U000010,2,,,
EV000150,468546,PROCESSING_STARTED,S02,U000011,1,IDLE,PROCESSING,34318
EV000151,471612,PROCESSING_COMPLETED,S03,U000008,2,PROCESSING,,46175
EV000152,471612,UNIT_ARRIVED,S04,U000008,1,,,
EV000153,471612,PROCESSING_STARTED,S03,U000009,1,IDLE,PROCESSING,47161
EV000154,475938,PROCESSING_COMPLETED,S08,U000002,0,PROCESSING,,44109
EV000155,475938,UNIT_ARRIVED,S09,U000002,1,,,
EV000156,475938,PROCESSING_STARTED,S09,U000002,0,STARVED,PROCESSING,51294
EV000157,480384,PROCESSING_COMPLETED,S01,U000013,0,PROCESSING,,36105
EV000158,480384,UNIT_ARRIVED,S02,U000013,2,,,
EV000159,480384,PROCESSING_STARTED,S01,U000014,0,IDLE,PROCESSING,39615
EV000160,484345,PROCESSING_COMPLETED,S04,U000007,1,PROCESSING,,53469
EV000161,484345,UNIT_ARRIVED,S05,U000007,1,,,
EV000162,484345,PROCESSING_STARTED,S04,U000008,0,IDLE,PROCESSING,47791
EV000163,494920,PROCESSING_COMPLETED,S10,U000001,0,PROCESSING,,54100
EV000164,494920,UNIT_ARRIVED,S11,U000001,1,,,
EV000165,494920,PROCESSING_STARTED,S11,U000001,0,IDLE,PROCESSING,50527
EV000166,501627,PROCESSING_COMPLETED,S06,U000004,1,PROCESSING,,58174
EV000167,501627,UNIT_ARRIVED,S07,U000004,1,,,
EV000168,501627,PROCESSING_STARTED,S06,U000005,0,IDLE,PROCESSING,59106
EV000169,502864,PROCESSING_COMPLETED,S02,U000011,2,PROCESSING,,34318
EV000170,502864,UNIT_ARRIVED,S03,U000011,2,,,
EV000171,502864,PROCESSING_STARTED,S02,U000012,1,IDLE,PROCESSING,48577
EV000172,504185,PROCESSING_COMPLETED,S07,U000003,1,PROCESSING,,60732
EV000173,504185,UNIT_ARRIVED,S08,U000003,1,,,
EV000174,504185,PROCESSING_STARTED,S08,U000003,0,STARVED,PROCESSING,36313
EV000175,504185,PROCESSING_STARTED,S07,U000004,0,IDLE,PROCESSING,63006
EV000176,506381,PROCESSING_COMPLETED,S05,U000006,1,PROCESSING,,54277
EV000177,506381,UNIT_ARRIVED,S06,U000006,1,,,
EV000178,506381,PROCESSING_STARTED,S05,U000007,0,IDLE,PROCESSING,77089
EV000179,518773,PROCESSING_COMPLETED,S03,U000009,2,PROCESSING,,47161
EV000180,518773,UNIT_ARRIVED,S04,U000009,1,,,
EV000181,518773,PROCESSING_STARTED,S03,U000010,1,IDLE,PROCESSING,51590
EV000182,519999,PROCESSING_COMPLETED,S01,U000014,0,PROCESSING,,39615
EV000183,519999,UNIT_ARRIVED,S02,U000014,2,,,
EV000184,519999,PROCESSING_STARTED,S01,U000015,0,IDLE,PROCESSING,46824
EV000185,527232,PROCESSING_COMPLETED,S09,U000002,0,PROCESSING,,51294
EV000186,527232,UNIT_ARRIVED,S10,U000002,1,,,
EV000187,527232,PROCESSING_STARTED,S10,U000002,0,STARVED,PROCESSING,52276
EV000188,532136,PROCESSING_COMPLETED,S04,U000008,1,PROCESSING,,47791
EV000189,532136,UNIT_ARRIVED,S05,U000008,1,,,
EV000190,532136,PROCESSING_STARTED,S04,U000009,0,IDLE,PROCESSING,50064
EV000191,540498,PROCESSING_COMPLETED,S08,U000003,0,PROCESSING,,36313
EV000192,540498,UNIT_ARRIVED,S09,U000003,1,,,
EV000193,540498,PROCESSING_STARTED,S09,U000003,0,STARVED,PROCESSING,47888
EV000194,545447,PROCESSING_COMPLETED,S11,U000001,0,PROCESSING,,50527
EV000195,545447,UNIT_ARRIVED,S12,U000001,1,,,
EV000196,545447,PROCESSING_STARTED,S12,U000001,0,IDLE,PROCESSING,54733
EV000197,551441,PROCESSING_COMPLETED,S02,U000012,2,PROCESSING,,48577
EV000198,551441,UNIT_ARRIVED,S03,U000012,2,,,
EV000199,551441,PROCESSING_STARTED,S02,U000013,1,IDLE,PROCESSING,37623
EV000200,560733,PROCESSING_COMPLETED,S06,U000005,1,PROCESSING,,59106
EV000201,560733,UNIT_ARRIVED,S07,U000005,1,,,
EV000202,560733,PROCESSING_STARTED,S06,U000006,0,IDLE,PROCESSING,64995
EV000203,566823,PROCESSING_COMPLETED,S01,U000015,0,PROCESSING,,46824
EV000204,566823,UNIT_ARRIVED,S02,U000015,2,,,
EV000205,566823,PROCESSING_STARTED,S01,U000016,0,IDLE,PROCESSING,29586
EV000206,567191,PROCESSING_COMPLETED,S07,U000004,1,PROCESSING,,63006
EV000207,567191,UNIT_ARRIVED,S08,U000004,1,,,
EV000208,567191,PROCESSING_STARTED,S08,U000004,0,STARVED,PROCESSING,44893
EV000209,567191,PROCESSING_STARTED,S07,U000005,0,IDLE,PROCESSING,48813
EV000210,570363,PROCESSING_COMPLETED,S03,U000010,2,PROCESSING,,51590
EV000211,570363,UNIT_ARRIVED,S04,U000010,1,,,
EV000212,570363,PROCESSING_STARTED,S03,U000011,1,IDLE,PROCESSING,54455
EV000213,579508,PROCESSING_COMPLETED,S10,U000002,0,PROCESSING,,52276
EV000214,579508,UNIT_ARRIVED,S11,U000002,1,,,
EV000215,579508,PROCESSING_STARTED,S11,U000002,0,STARVED,PROCESSING,50227
EV000216,582200,PROCESSING_COMPLETED,S04,U000009,1,PROCESSING,,50064
EV000217,582200,UNIT_ARRIVED,S05,U000009,2,,,
EV000218,582200,PROCESSING_STARTED,S04,U000010,0,IDLE,PROCESSING,43424
EV000219,583470,PROCESSING_COMPLETED,S05,U000007,2,PROCESSING,,77089
EV000220,583470,UNIT_ARRIVED,S06,U000007,1,,,
EV000221,583470,PROCESSING_STARTED,S05,U000008,1,IDLE,PROCESSING,53524
EV000222,588386,PROCESSING_COMPLETED,S09,U000003,0,PROCESSING,,47888
EV000223,588386,UNIT_ARRIVED,S10,U000003,1,,,
EV000224,588386,PROCESSING_STARTED,S10,U000003,0,STARVED,PROCESSING,50507
EV000225,589064,PROCESSING_COMPLETED,S02,U000013,2,PROCESSING,,37623
EV000226,589064,UNIT_ARRIVED,S03,U000013,2,,,
EV000227,589064,PROCESSING_STARTED,S02,U000014,1,IDLE,PROCESSING,37631
EV000228,596409,PROCESSING_COMPLETED,S01,U000016,0,PROCESSING,,29586
EV000229,596409,UNIT_ARRIVED,S02,U000016,2,,,
EV000230,596409,PROCESSING_STARTED,S01,U000017,0,IDLE,PROCESSING,43636
EV000231,600180,PROCESSING_COMPLETED,S12,U000001,0,PROCESSING,,54733
EV000232,600180,UNIT_ARRIVED,S13,U000001,1,,,
EV000233,600180,PROCESSING_STARTED,S13,U000001,0,IDLE,PROCESSING,36028
EV000234,612084,PROCESSING_COMPLETED,S08,U000004,0,PROCESSING,,44893
EV000235,612084,UNIT_ARRIVED,S09,U000004,1,,,
EV000236,612084,PROCESSING_STARTED,S09,U000004,0,STARVED,PROCESSING,50717
EV000237,616004,PROCESSING_COMPLETED,S07,U000005,0,PROCESSING,,48813
EV000238,616004,UNIT_ARRIVED,S08,U000005,1,,,
EV000239,616004,PROCESSING_STARTED,S08,U000005,0,STARVED,PROCESSING,41215
EV000240,624818,PROCESSING_COMPLETED,S03,U000011,2,PROCESSING,,54455
EV000241,624818,UNIT_ARRIVED,S04,U000011,1,,,
EV000242,624818,PROCESSING_STARTED,S03,U000012,1,IDLE,PROCESSING,46342
EV000243,625624,PROCESSING_COMPLETED,S04,U000010,1,PROCESSING,,43424
EV000244,625624,UNIT_ARRIVED,S05,U000010,2,,,
EV000245,625624,PROCESSING_STARTED,S04,U000011,0,IDLE,PROCESSING,57835
EV000246,625728,PROCESSING_COMPLETED,S06,U000006,1,PROCESSING,,64995
EV000247,625728,UNIT_ARRIVED,S07,U000006,1,,,
EV000248,625728,PROCESSING_STARTED,S07,U000006,0,STARVED,PROCESSING,74136
EV000249,625728,PROCESSING_STARTED,S06,U000007,0,IDLE,PROCESSING,57535
EV000250,626695,PROCESSING_COMPLETED,S02,U000014,2,PROCESSING,,37631
EV000251,626695,UNIT_ARRIVED,S03,U000014,2,,,
EV000252,626695,PROCESSING_STARTED,S02,U000015,1,IDLE,PROCESSING,35044
EV000253,629735,PROCESSING_COMPLETED,S11,U000002,0,PROCESSING,,50227
EV000254,629735,UNIT_ARRIVED,S12,U000002,1,,,
EV000255,629735,PROCESSING_STARTED,S12,U000002,0,STARVED,PROCESSING,57378
EV000256,636208,PROCESSING_COMPLETED,S13,U000001,0,PROCESSING,,36028
EV000257,636208,UNIT_ARRIVED,S14,U000001,1,,,
EV000258,636208,PROCESSING_STARTED,S14,U000001,0,IDLE,PROCESSING,84883
EV000259,636994,PROCESSING_COMPLETED,S05,U000008,2,PROCESSING,,53524
EV000260,636994,UNIT_ARRIVED,S06,U000008,1,,,
EV000261,636994,PROCESSING_STARTED,S05,U000009,1,IDLE,PROCESSING,65847
EV000262,638893,PROCESSING_COMPLETED,S10,U000003,0,PROCESSING,,50507
EV000263,638893,UNIT_ARRIVED,S11,U000003,1,,,
EV000264,638893,PROCESSING_STARTED,S11,U000003,0,STARVED,PROCESSING,52859
EV000265,640045,PROCESSING_COMPLETED,S01,U000017,0,PROCESSING,,43636
EV000266,640045,UNIT_ARRIVED,S02,U000017,2,,,
EV000267,640045,PROCESSING_STARTED,S01,U000018,0,IDLE,PROCESSING,39796
EV000268,657219,PROCESSING_COMPLETED,S08,U000005,0,PROCESSING,,41215
EV000269,657219,UNIT_ARRIVED,S09,U000005,1,,,
EV000270,661739,PROCESSING_COMPLETED,S02,U000015,2,PROCESSING,,35044
EV000271,661739,UNIT_ARRIVED,S03,U000015,3,,,
EV000272,661739,PROCESSING_STARTED,S02,U000016,1,IDLE,PROCESSING,51490
EV000273,662801,PROCESSING_COMPLETED,S09,U000004,1,PROCESSING,,50717
EV000274,662801,UNIT_ARRIVED,S10,U000004,1,,,
EV000275,662801,PROCESSING_STARTED,S10,U000004,0,STARVED,PROCESSING,50033
EV000276,662801,PROCESSING_STARTED,S09,U000005,0,IDLE,PROCESSING,47960
EV000277,671160,PROCESSING_COMPLETED,S03,U000012,3,PROCESSING,,46342
EV000278,671160,UNIT_ARRIVED,S04,U000012,1,,,
EV000279,671160,PROCESSING_STARTED,S03,U000013,2,IDLE,PROCESSING,51169
EV000280,679841,PROCESSING_COMPLETED,S01,U000018,0,PROCESSING,,39796
EV000281,679841,UNIT_ARRIVED,S02,U000018,2,,,
EV000282,679841,PROCESSING_STARTED,S01,U000019,0,IDLE,PROCESSING,38663
EV000283,683263,PROCESSING_COMPLETED,S06,U000007,1,PROCESSING,,57535
EV000284,683263,UNIT_ARRIVED,S07,U000007,1,,,
EV000285,683263,PROCESSING_STARTED,S06,U000008,0,IDLE,PROCESSING,57897
EV000286,683459,PROCESSING_COMPLETED,S04,U000011,1,PROCESSING,,57835
EV000287,683459,UNIT_ARRIVED,S05,U000011,2,,,
EV000288,683459,PROCESSING_STARTED,S04,U000012,0,IDLE,PROCESSING,58871
EV000289,687113,PROCESSING_COMPLETED,S12,U000002,0,PROCESSING,,57378
EV000290,687113,UNIT_ARRIVED,S13,U000002,1,,,
EV000291,687113,PROCESSING_STARTED,S13,U000002,0,STARVED,PROCESSING,40125
EV000292,691752,PROCESSING_COMPLETED,S11,U000003,0,PROCESSING,,52859
EV000293,691752,UNIT_ARRIVED,S12,U000003,1,,,
EV000294,691752,PROCESSING_STARTED,S12,U000003,0,STARVED,PROCESSING,47963
EV000295,699864,PROCESSING_COMPLETED,S07,U000006,1,PROCESSING,,74136
EV000296,699864,UNIT_ARRIVED,S08,U000006,1,,,
EV000297,699864,PROCESSING_STARTED,S08,U000006,0,STARVED,PROCESSING,44237
EV000298,699864,PROCESSING_STARTED,S07,U000007,0,IDLE,PROCESSING,68507
EV000299,702841,PROCESSING_COMPLETED,S05,U000009,2,PROCESSING,,65847
EV000300,702841,UNIT_ARRIVED,S06,U000009,1,,,
EV000301,702841,PROCESSING_STARTED,S05,U000010,1,IDLE,PROCESSING,51372
EV000302,710761,PROCESSING_COMPLETED,S09,U000005,0,PROCESSING,,47960
EV000303,710761,UNIT_ARRIVED,S10,U000005,1,,,
EV000304,712834,PROCESSING_COMPLETED,S10,U000004,1,PROCESSING,,50033
EV000305,712834,UNIT_ARRIVED,S11,U000004,1,,,
EV000306,712834,PROCESSING_STARTED,S11,U000004,0,STARVED,PROCESSING,45016
EV000307,712834,PROCESSING_STARTED,S10,U000005,0,IDLE,PROCESSING,50905
EV000308,713229,PROCESSING_COMPLETED,S02,U000016,2,PROCESSING,,51490
EV000309,713229,UNIT_ARRIVED,S03,U000016,3,,,
EV000310,713229,PROCESSING_STARTED,S02,U000017,1,IDLE,PROCESSING,42967
EV000311,718504,PROCESSING_COMPLETED,S01,U000019,0,PROCESSING,,38663
EV000312,718504,UNIT_ARRIVED,S02,U000019,2,,,
EV000313,718504,PROCESSING_STARTED,S01,U000020,0,IDLE,PROCESSING,37104
EV000314,721091,PROCESSING_COMPLETED,S14,U000001,0,PROCESSING,,84883
EV000315,721091,UNIT_ARRIVED,S15,U000001,1,,,
EV000316,721091,PROCESSING_STARTED,S15,U000001,0,IDLE,PROCESSING,43696
EV000317,722329,PROCESSING_COMPLETED,S03,U000013,3,PROCESSING,,51169
EV000318,722329,UNIT_ARRIVED,S04,U000013,1,,,
EV000319,722329,PROCESSING_STARTED,S03,U000014,2,IDLE,PROCESSING,50778
EV000320,727238,PROCESSING_COMPLETED,S13,U000002,0,PROCESSING,,40125
EV000321,727238,UNIT_ARRIVED,S14,U000002,1,,,
EV000322,727238,PROCESSING_STARTED,S14,U000002,0,STARVED,PROCESSING,77338
EV000323,739715,PROCESSING_COMPLETED,S12,U000003,0,PROCESSING,,47963
EV000324,739715,UNIT_ARRIVED,S13,U000003,1,,,
EV000325,739715,PROCESSING_STARTED,S13,U000003,0,STARVED,PROCESSING,38019
EV000326,741160,PROCESSING_COMPLETED,S06,U000008,1,PROCESSING,,57897
EV000327,741160,UNIT_ARRIVED,S07,U000008,1,,,
EV000328,741160,PROCESSING_STARTED,S06,U000009,0,IDLE,PROCESSING,67117
EV000329,742330,PROCESSING_COMPLETED,S04,U000012,1,PROCESSING,,58871
EV000330,742330,UNIT_ARRIVED,S05,U000012,2,,,
EV000331,742330,PROCESSING_STARTED,S04,U000013,0,IDLE,PROCESSING,56676
EV000332,744101,PROCESSING_COMPLETED,S08,U000006,0,PROCESSING,,44237
EV000333,744101,UNIT_ARRIVED,S09,U000006,1,,,
EV000334,744101,PROCESSING_STARTED,S09,U000006,0,STARVED,PROCESSING,46586
EV000335,754213,PROCESSING_COMPLETED,S05,U000010,2,PROCESSING,,51372
EV000336,754213,UNIT_ARRIVED,S06,U000010,1,,,
EV000337,754213,PROCESSING_STARTED,S05,U000011,1,IDLE,PROCESSING,71545
EV000338,755608,PROCESSING_COMPLETED,S01,U000020,0,PROCESSING,,37104
EV000339,755608,UNIT_ARRIVED,S02,U000020,3,,,
EV000340,755608,PROCESSING_STARTED,S01,U000021,0,IDLE,PROCESSING,37305
EV000341,756196,PROCESSING_COMPLETED,S02,U000017,3,PROCESSING,,42967
EV000342,756196,UNIT_ARRIVED,S03,U000017,3,,,
EV000343,756196,PROCESSING_STARTED,S02,U000018,2,IDLE,PROCESSING,39515
EV000344,757850,PROCESSING_COMPLETED,S11,U000004,0,PROCESSING,,45016
EV000345,757850,UNIT_ARRIVED,S12,U000004,1,,,
EV000346,757850,PROCESSING_STARTED,S12,U000004,0,STARVED,PROCESSING,54831
EV000347,763739,PROCESSING_COMPLETED,S10,U000005,0,PROCESSING,,50905
EV000348,763739,UNIT_ARRIVED,S11,U000005,1,,,
EV000349,763739,PROCESSING_STARTED,S11,U000005,0,STARVED,PROCESSING,53168
EV000350,764787,PROCESSING_COMPLETED,S15,U000001,0,PROCESSING,,43696
EV000351,764787,UNIT_ARRIVED,S16,U000001,1,,,
